,X,sample,Sample_label,Sample_No,Full_Label,species_jetz,species_clean,species_binomial,family,sociality,mass_tidy,elevation_cat,foraging_cat,Powder.lvl,elevation_midpoint,ectoparasites_PA,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x
345,345,120676,W12,676,W120676,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,med,2859,1,0,1,0,0,0,0,0,0,2,0,0,Iridosornis_jelskii
346,346,120702,W12,702,W120702,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,med,2932,1,0,1,0,0,0,0,0,0,3,0,0,Anisognathus_igniventris
347,347,120703,W12,703,W120703,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,med,2932,0,0,0,0,0,0,0,0,0,0,0,0,NA
348,348,120709,W12,709,W120709,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0,0,0,0,0,0,21,0,0,Kleinothraupis_atropileus
349,349,120719,W12,719,W120719,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0,0,0,0,0,0,5,0,0,Kleinothraupis_atropileus
350,350,120750,W12,750,W120750,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,med,2728,1,0,1,0,0,0,0,0,0,6,0,0,Chlorornis_riefferii
351,351,120696,W12,696,W120696,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0,0,0,0,0,0,1,0,0,Kleinothraupis_atropileus
352,352,120753,W12,753,W120753,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0,0,0,0,0,0,85,0,0,Kleinothraupis_atropileus
353,353,120755,W12,755,W120755,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,high,2728,1,0,1,0,0,0,0,0,0,1,1,1,Chlorornis_riefferii
354,354,120760,W12,760,W120760,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0,0,0,0,0,0,2,0,0,Kleinothraupis_atropileus
355,355,120764,W12,764,W120764,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,1,0,1,0,0,0,0,0,0,1,0,0,Myioborus_melanocephalus
356,356,120781,W12,781,W120781,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,med,2728,1,0,1,0,0,0,0,0,0,9,0,0,Chlorornis_riefferii
357,357,120790,W12,790,W120790,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,low,2578,1,0,1,0,0,0,0,0,0,1,0,0,Myioborus_melanocephalus
358,358,120791,W12,791,W120791,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,high,2728,1,1,1,0,6,0,0,1,0,6,0,0,Chlorornis_riefferii
359,359,120878,W12,878,W120878,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,0,0,0,0,0,0,0,0,0,0,0,0,NA
360,360,120875,W12,875,W120875,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,med,2932,1,0,1,0,0,0,0,0,0,1,0,1,Anisognathus_igniventris
361,361,120921,W12,921,W120921,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,0,0,0,0,0,0,0,0,0,0,0,0,NA
362,362,120877,W12,877,W120877,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,med,2859,1,0,1,0,0,0,0,0,0,10,0,0,Iridosornis_jelskii
363,363,120924,W12,924,W120924,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0,0,0,0,0,0,6,0,0,Kleinothraupis_atropileus
364,364,120946,W12,946,W120946,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0,0,0,0,0,0,1,0,0,Kleinothraupis_atropileus
365,365,120986,W12,986,W120986,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,0,0,0,0,0,0,0,0,0,0,0,0,NA
366,366,120988,W12,988,W120988,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0,0,0,0,0,0,21,0,0,Kleinothraupis_atropileus
367,367,121001,W12,1001,W121001,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,high,2742,1,1,1,0,2,1,0,1,0,30,0,0,Kleinothraupis_atropileus
368,368,121016,W12,1016,W121016,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,high,2728,1,0,1,0,0,0,0,0,0,15,0,0,Chlorornis_riefferii
369,369,121048,W12,1048,W121048,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,high,2742,1,1,1,0,39,15,10,14,0,81,0,0,Arremon_torquatus
370,370,121047,W12,1047,W121047,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,0,0,0,0,0,0,0,0,0,0,0,0,NA
371,371,121044,W12,1044,W121044,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,1,1,0,9,6,1,2,0,468,0,0,Kleinothraupis_atropileus
372,372,121090,W12,1090,W121090,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,low,2578,1,0,1,0,0,0,0,0,0,5,0,0,Myioborus_melanocephalus
373,373,121223,W12,1223,W121223,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,1,0,1,0,0,0,0,0,0,2,0,0,Iridosornis_jelskii
374,374,121041,W12,1041,W121041,Mecocerculus_stictopterus,Mecocerculus stictopterus,Mecocerculus_stictopterus,Tyrannidae,1,10.18833333,high_montane_manu,midhigh-canopy,med,2739,1,0,1,0,0,0,0,0,0,1,0,0,Mecocerculus_stictopterus
375,375,121136,W12,1136,W121136,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,1,0,1,0,0,0,0,0,0,12,0,0,Myioborus_melanocephalus
376,376,121161,W12,1161,W121161,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,1,1,1,0,1,0,1,0,0,23,0,0,Myioborus_melanocephalus
377,377,130183,P13,183,P130183,Hylophylax_naevius,Hylophylax naevius,Hylophylax_naevius,Thamnophilidae,0,13.63936508,lowland_manu,understory,low,850,1,0,1,0,0,0,0,0,0,1,0,0,Hylophylax_naevius
378,378,130157,P13,157,P130157,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,low,421,1,0,1,0,0,0,0,0,0,3,0,0,Thamnomanes_ardesiacus
379,379,130133,P13,133,P130133,Chlorothraupis_carmioli,Chlorothraupis carmioli,Chlorothraupis_carmioli,Cardinalidae,1,37.5053125,lowland_manu,other,low,600,1,1,0,0,1,1,0,0,0,0,0,0,NA
380,380,130050,P13,50,P130050,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,low,421,1,0,1,0,0,0,0,0,0,10,0,0,Thamnomanes_ardesiacus
381,381,130049,P13,49,P130049,Willisornis_poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,18.39630137,lowland_manu,ground,high,419,0,0,0,0,0,0,0,0,0,0,0,0,NA
382,382,130047,P13,47,P130047,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,low,421,0,0,0,0,0,0,0,0,0,0,0,0,NA
383,383,130041,P13,41,P130041,Platyrinchus_platyrhynchos,Platyrinchus platyrhynchos,Platyrinchus_platyrhynchos,Tyrannidae,0,12.27526316,lowland_manu,midhigh,low,421.5,0,0,0,0,0,0,0,0,0,0,0,0,NA
384,384,130025,P13,25,P130025,Myrmotherula_axillaris,Myrmotherula axillaris,Myrmotherula_axillaris,Thamnophilidae,1,8.457105263,lowland_manu,midhigh,low,415,1,0,1,0,0,0,0,0,0,4,0,0,Myrmotherula_axillaris
385,385,130007,P13,7,P130007,Willisornis_poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,18.39630137,lowland_manu,ground,low,419,0,0,0,0,0,0,0,0,0,0,0,0,NA
386,386,130300,P13,300,P130300,Corythopis_torquatus,Corythopis torquatus,Corythopis_torquatus,Tyrannidae,0,17.01754717,lowland_manu,ground,low,419,1,1,0,0,2,0,1,1,0,0,0,0,NA
387,387,130281,P13,281,P130281,Myrmotherula_hauxwelli,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,11.27941606,lowland_manu,other,low,415,0,0,0,0,0,0,0,0,0,0,0,0,NA
388,388,130259,P13,259,P130259,Myrmotherula_axillaris,Myrmotherula axillaris,Myrmotherula_axillaris,Thamnophilidae,1,8.457105263,lowland_manu,midhigh,low,415,1,0,1,0,0,0,0,0,0,14,1,1,Myrmotherula_axillaris
389,389,130233,P13,233,P130233,Lanio_versicolor,Lanio versicolor,Lanio_versicolor,Thraupidae,1,19.76205128,lowland_manu,canopy,low,438,1,1,1,0,2,0,1,1,0,3,0,0,Lanio_versicolor
390,390,130253,P13,253,P130253,Hylophylax_naevius,Hylophylax naevius,Hylophylax_naevius,Thamnophilidae,0,13.63936508,lowland_manu,understory,low,850,1,0,1,0,0,0,0,0,0,24,0,0,Hylophylax_naevius
391,391,130254,P13,254,P130254,Microcerculus_marginatus,Microcerculus marginatus,Microcerculus_marginatus,Troglodytidae,0,18.81613333,lowland_manu,ground-understory,low,754,1,0,1,0,0,0,0,0,0,11,0,0,Microcerculus_marginatus
392,392,130255,P13,255,P130255,Microcerculus_marginatus,Microcerculus marginatus,Microcerculus_marginatus,Troglodytidae,0,18.81613333,lowland_manu,ground-understory,low,754,1,0,1,0,0,0,0,0,0,4,0,0,Microcerculus_marginatus
393,393,130187,P13,187,P130187,Hylophylax_naevius,Hylophylax naevius,Hylophylax_naevius,Thamnophilidae,0,13.63936508,lowland_manu,understory,low,850,1,1,1,0,1,0,1,0,0,5,0,0,Hylophylax_naevius
394,394,130189,P13,189,P130189,Hylophylax_naevius,Hylophylax naevius,Hylophylax_naevius,Thamnophilidae,0,13.63936508,lowland_manu,understory,low,850,1,0,1,0,0,0,0,0,0,17,0,0,Hylophylax_naevius
395,395,130216,P13,216,P130216,Willisornis_poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,18.39630137,lowland_manu,ground,low,419,0,0,0,0,0,0,0,0,0,0,0,0,NA
396,396,130301,P13,301,P130301,Corythopis_torquatus,Corythopis torquatus,Corythopis_torquatus,Tyrannidae,0,17.01754717,lowland_manu,ground,low,419,1,0,1,0,0,0,0,0,0,15,0,0,Corythopis_torquatus
397,397,130303,P13,303,P130303,Corythopis_torquatus,Corythopis torquatus,Corythopis_torquatus,Tyrannidae,0,17.01754717,lowland_manu,ground,low,419,1,1,1,0,1,0,1,0,0,2,0,0,Corythopis_torquatus
398,398,130328,P13,328,P130328,Corythopis_torquatus,Corythopis torquatus,Corythopis_torquatus,Tyrannidae,0,17.01754717,lowland_manu,ground,low,419,1,1,1,0,1,1,0,0,0,67,0,0,Corythopis_torquatus
399,399,130330,P13,330,P130330,Corythopis_torquatus,Corythopis torquatus,Corythopis_torquatus,Tyrannidae,0,17.01754717,lowland_manu,ground,low,419,1,0,1,0,0,0,0,0,0,1,0,0,Corythopis_torquatus
400,400,130352,P13,352,P130352,Microcerculus_marginatus,Microcerculus marginatus,Microcerculus_marginatus,Troglodytidae,0,18.81613333,lowland_manu,ground-understory,low,754,1,0,1,0,0,0,0,0,0,21,0,0,Microcerculus_marginatus
401,401,130400,P13,400,P130400,Willisornis_poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,18.39630137,lowland_manu,ground,low,419,1,0,1,0,0,0,0,0,0,4,0,0,Willisornis_poecilinotus
402,402,130405,P13,405,P130405,Microcerculus_marginatus,Microcerculus marginatus,Microcerculus_marginatus,Troglodytidae,0,18.81613333,lowland_manu,ground-understory,low,754,1,0,1,0,0,0,0,0,0,24,1,1,Microcerculus_marginatus
403,403,130439,P13,439,P130439,Myrmotherula_hauxwelli,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,11.27941606,lowland_manu,other,low,415,1,0,1,0,0,0,0,0,0,1,1,1,Isleria_hauxwelli
404,404,130442,P13,442,P130442,Sclerurus_caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,37.54095238,lowland_manu,ground,low,413,1,0,1,0,0,0,0,0,0,112,0,0,Sclerurus_caudacutus
405,405,131053,P13,1053,P131053,Sclerurus_caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,37.54095238,lowland_manu,ground,low,413,1,0,1,0,0,0,0,0,0,1146,0,0,Sclerurus_caudacutus
406,406,130628,P13,628,P130628,Chlorothraupis_carmioli,Chlorothraupis carmioli,Chlorothraupis_carmioli,Cardinalidae,1,37.5053125,lowland_manu,other,low,600,1,1,0,0,1,0,0,1,0,0,0,0,NA
407,407,131067,P13,1067,P131067,Sclerurus_caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,37.54095238,lowland_manu,ground,high,413,1,0,1,0,0,0,0,0,0,2266,0,0,Sclerurus_caudacutus
408,408,13006,SP13,6,SP13006,Anabacerthia_striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,Furnariidae,1,24.58886525,montane_manu,midhigh,low,1397,0,0,0,0,0,0,0,0,0,0,0,0,NA
409,409,130013,SP13,13,SP130013,Chiroxiphia_boliviana,Chiroxiphia boliviana,Chiroxiphia_boliviana,Pipridae,1,17.23620087,montane_manu,undersory-midhigh,low,1449,1,1,1,0,0,0,0,0,0,30,0,0,Chiroxiphia_boliviana
410,410,130063,W13,63,W130063,Pyrrhomyias_cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,Tyrannidae,1,11.10103448,high_montane_manu,understory,med,2324,1,0,1,0,0,0,0,0,0,3,1,1,Pyrrhomyias_cinnamomeus
411,411,130080,W13,80,W130080,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,1,0,1,0,0,0,0,0,0,1,0,0,Kleinothraupis_atropileus
412,412,130118,W13,118,W130118,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,1,0,0,1,0,1,0,0,0,0,0,NA
413,413,130142,W13,142,W130142,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,1,0,1,0,0,0,0,0,0,5,0,0,Kleinothraupis_atropileus
414,414,130143,W13,143,W130143,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,1,0,1,0,0,0,0,0,0,6,0,0,Kleinothraupis_atropileus
415,415,130145,W13,145,W130145,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,1,0,1,0,0,0,0,0,0,3,0,0,Kleinothraupis_atropileus
416,416,130232,W13,232,W130232,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,1,0,1,0,0,0,0,0,0,4,0,0,Myioborus_melanocephalus
417,417,130297,W13,297,W130297,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,0,0,0,0,0,0,0,0,0,0,0,0,NA
418,418,130233,W13,233,W130233,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,1,0,1,0,0,0,0,0,0,1,0,0,Myioborus_melanocephalus
419,419,130253,W13,253,W130253,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,med,2728,1,1,1,0,2,1,0,1,0,19,0,0,Chlorornis_riefferii
420,420,130255,W13,255,W130255,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,low,2728,1,1,1,0,3,0,3,0,0,3,0,0,Chlorornis_riefferii
421,421,130256,W13,256,W130256,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,low,2728,1,1,1,0,5,0,1,2,0,4,0,0,Chlorornis_riefferii
422,422,130257,W13,257,W130257,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,1,0,1,0,0,0,0,0,0,1,0,0,Myioborus_melanocephalus
423,423,130270,W13,270,W130270,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,low,2932,1,1,0,1,1,1,0,0,0,0,0,0,NA
424,424,130286,W13,286,W130286,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0,0,0,0,0,0,4,0,0,Kleinothraupis_atropileus
425,425,130287,W13,287,W130287,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,1,0,1,0,0,0,0,0,0,5,0,0,Kleinothraupis_atropileus
426,426,130298,W13,298,W130298,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,med,2742,1,1,1,0,1,0,0,1,0,6,0,0,Arremon_torquatus
427,427,130330,W13,330,W130330,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,high,2728,1,1,1,0,3,1,1,1,0,7,0,0,Chlorornis_riefferii
428,428,130349,W13,349,W130349,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,1,1,0,1,0,1,0,0,14,0,0,Arremon_torquatus
429,429,130351,W13,351,W130351,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,low,2578,0,0,0,0,0,0,0,0,0,0,0,0,NA
430,430,130353,W13,353,W130353,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,0,0,0,0,0,0,0,0,0,0,0,0,NA
431,431,130360,W13,360,W130360,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,high,2859,1,1,0,0,2,1,0,1,0,0,0,0,NA
432,432,130369,W13,369,W130369,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,1,0,1,0,0,0,0,0,0,3,0,0,Kleinothraupis_atropileus
433,433,130370,W13,370,W130370,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,0,0,0,0,0,0,0,0,0,0,0,0,NA
434,434,130377,W13,377,W130377,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,med,2742,1,1,1,0,5,2,2,1,0,85,0,0,Arremon_torquatus
435,435,130378,W13,378,W130378,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,med,2742,1,1,1,0,6,2,4,0,0,32,0,0,Arremon_torquatus
436,436,130416,W13,416,W130416,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,0,0,0,0,0,0,0,0,0,0,0,0,NA
437,437,130417,W13,417,W130417,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,high,2742,1,0,1,0,0,0,0,0,0,12,0,0,Kleinothraupis_atropileus
438,438,130429,W13,429,W130429,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,med,2728,1,0,1,0,0,0,0,0,0,7,0,0,Chlorornis_riefferii
439,439,130445,W13,445,W130445,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,med,2932,1,0,1,0,0,0,0,0,0,16,0,0,Anisognathus_igniventris
440,440,130453,W13,453,W130453,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,high,2742,1,1,1,0,4,0,3,1,0,136,0,0,Kleinothraupis_atropileus
441,441,130497,W13,497,W130497,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0,0,0,0,0,0,300,0,0,Kleinothraupis_atropileus
442,442,130488,W13,488,W130488,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,0,0,0,0,0,0,0,0,0,0,0,0,NA
443,443,130560,W13,560,W130560,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,1,1,0,3,1,1,1,0,2,0,0,Arremon_torquatus
444,444,130561,W13,561,W130561,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,0,1,0,0,0,0,0,0,38,0,1,Arremon_torquatus
445,445,130572,W13,572,W130572,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,1,1,0,1,0,1,0,0,22,0,1,Arremon_torquatus
446,446,130633,W13,633,W130633,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,low,2578,1,0,1,0,0,0,0,0,0,9,0,0,Myioborus_melanocephalus
447,447,130637,W13,637,W130637,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,med,2859,1,1,1,0,7,3,2,2,0,189,2,2,Iridosornis_jelskii
448,448,130676,W13,676,W130676,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,1,1,1,0,8,3,0,0,0,41,0,0,Iridosornis_jelskii
449,449,130826,W13,826,W130826,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,1,0,1,0,0,0,0,0,0,515,0,0,Kleinothraupis_atropileus
450,450,130677,W13,677,W130677,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,med,2728,1,1,1,0,11,2,7,2,0,191,0,0,Chlorornis_riefferii
451,451,130700,W13,700,W130700,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,med,2728,1,1,1,0,6,2,2,1,0,27,0,0,Chlorornis_riefferii
452,452,130753,W13,753,W130753,Pyrrhomyias_cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,Tyrannidae,1,11.10103448,high_montane_manu,understory,med,2324,1,1,1,0,1,0,0,1,0,10,0,0,Pyrrhomyias_cinnamomeus
453,453,110129,P11,129,P110129,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,1,0,2,0,1,1,0,2,0,0,Leptopogon_amaurocephalus
454,454,130824,W13,824,W130824,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0,0,0,0,0,0,41,0,0,Kleinothraupis_atropileus
455,455,110406,P11,406,P110406,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,1,0,5,1,2,2,0,5,0,0,Leptopogon_amaurocephalus
456,456,115912,P11,5912,P115912,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,1,0,1,0,1,0,0,24,0,1,Leptopogon_amaurocephalus
457,457,130897,W13,897,W130897,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,high,2859,1,1,1,0,1,0,1,0,0,53,0,0,Iridosornis_jelskii
458,458,130898,W13,898,W130898,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,high,2859,1,1,1,0,19,10,6,3,0,115,0,0,Iridosornis_jelskii
459,459,130914,W13,914,W130914,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,high,2859,1,0,1,0,0,0,0,0,0,47,0,0,Iridosornis_jelskii
460,460,130920,W13,920,W130920,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,med,2859,1,0,1,0,0,0,0,0,0,19,0,0,Iridosornis_jelskii
