,X,sample,Sample_label,Sample_No,Full_Label,species_jetz,species_clean,species_binomial,family,sociality,mass_tidy,elevation_cat,foraging_cat,Powder.lvl,elevation_midpoint,ectoparasites_PA,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x
807,807,121273,SP12,1273,SP121273,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,0,1,0,0,0,0,0,0,99,83,83,Cyphorhinus_thoracicus
808,808,121292,SP12,1292,SP121292,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,1,0,0,14,2,3,9,0,0,0,0,NA
809,809,116148,P11,6148,P116148,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,med,421,1,1,1,0,11,1,4,6,0,11,0,1,Mionectes_oleagineus
810,810,116149,P11,6149,P116149,Myrmoborus_myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,Thamnophilidae,1,20.73168831,lowland_manu,ground-understory,low,426,1,1,1,0,2,1,0,1,0,125,0,0,Myrmoborus_myotherinus
811,811,116155,P11,6155,P116155,Myrmeciza_fortis,Hafferia fortis,Percnostola_fortis,Thamnophilidae,1,48.60083333,lowland_manu,ground,med,422.5,1,1,1,0,1,0,1,0,0,47,1,1,Percnostola_fortis
812,812,116167,P11,6169,P116167,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,low,421,1,0,1,0,0,0,0,0,0,18,0,0,Mionectes_oleagineus
813,813,116171,P11,6171,P116171,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,low,416,1,1,1,0,1,0,0,1,0,1,0,0,Ceratopipra _chloromeros
814,814,116177,P11,6177,P116177,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,low,417.5,1,0,1,0,0,0,0,0,0,1,0,0,Lepidothrix_coronata
815,815,116183,P11,6183,P116183,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,1,1,1,0,4,2,2,0,0,12,0,0,Mionectes_olivaceus
816,816,116186,P11,6186,P116186,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,1,1,1,0,8,3,2,3,0,82,0,0,Mionectes_olivaceus
817,817,116220,P11,6220,P116220,Rhegmatorhina_melanosticta,Rhegmatorhina melanosticta,Rhegmatorhina_melanosticta,Thamnophilidae,0,32.28411765,lowland_manu,ground,high,600,1,1,1,0,2,1,0,1,0,123,0,0,Rhegmatorhina_melanosticta
818,818,116221,P11,6221,P116221,Rhegmatorhina_melanosticta,Rhegmatorhina melanosticta,Rhegmatorhina_melanosticta,Thamnophilidae,0,32.28411765,lowland_manu,ground,low,600,1,0,1,0,0,0,0,0,0,19,0,0,Rhegmatorhina_melanosticta
819,819,116222,P11,6222,P116222,Rhegmatorhina_melanosticta,Rhegmatorhina melanosticta,Rhegmatorhina_melanosticta,Thamnophilidae,0,32.28411765,lowland_manu,ground,med,600,1,1,1,0,1,0,1,0,0,153,0,0,Rhegmatorhina_melanosticta
820,820,116223,P11,6223,P116223,Thalurania_furcata,Thalurania furcata,Thalurania_furcata,Trochilidae,0,4.515660377,lowland_manu,other,low,420,1,1,1,0,1,1,0,0,0,24,0,0,Thalurania_furcata
821,821,116218,P11,6218,P116218,Rhegmatorhina_melanosticta,Rhegmatorhina melanosticta,Rhegmatorhina_melanosticta,Thamnophilidae,0,32.28411765,lowland_manu,ground,med,600,1,1,1,0,2,1,0,1,0,9,0,0,Rhegmatorhina_melanosticta
822,822,116233,P11,6233,P116233,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,1,1,1,0,1,1,0,0,0,14,0,0,Mionectes_olivaceus
823,823,116441,P11,6441,P116441,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,1,1,0,0,2,1,0,1,0,0,0,0,NA
824,824,116443,P11,6443,P116443,Cyanocompsa_cyanoides,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,26.23404255,lowland_manu,ground,low,423.5,1,1,0,0,1,-,-,-,0,0,0,0,NA
825,825,116485,P11,6485,P116485,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,1,1,0,0,2,0,2,0,0,0,0,0,NA
826,826,116487,P11,6487,P116487,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,med,1262,1,1,0,0,2,0,1,1,0,0,0,0,NA
827,827,116489,P11,6489,P116489,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,med,1262,0,0,0,0,0,0,0,0,0,0,0,0,NA
828,828,120616,P12,616,P120616,Ancistrops_strigilatus,Ancistrops strigilatus,Ancistrops_strigilatus,Furnariidae,1,33.46333333,lowland_manu,ground-understory,low,476.5,1,0,1,0,3,2,1,0,0,8,0,0,Ancistrops_strigilatus
829,829,120704,P12,704,P120704,Mionectes_striaticollis,Mionectes striaticollis,Mionectes_striaticollis,Tyrannidae,1,14.66976498,lowland_manu,midhigh,low,1573,1,0,1,0,0,0,0,0,0,1003,0,0,Mionectes_striaticollis
830,830,120844A,P12,0844A,P120844A,Cyanocompsa_cyanoides,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,26.23404255,lowland_manu,ground,med,423.5,1,0,1,0,0,0,0,0,0,24,0,0,Cyanoloxia_cyanoides
831,831,121028,P12,1028,P121028,Ancistrops_strigilatus,Ancistrops strigilatus,Ancistrops_strigilatus,Furnariidae,1,33.46333333,lowland_manu,ground-understory,high,476.5,1,0,1,0,0,0,0,0,0,4,0,0,Ancistrops_strigilatus
832,832,121441,P12,1441,P121441,Cyanocompsa_cyanoides,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,26.23404255,lowland_manu,ground,low,423.5,0,0,0,0,0,0,0,0,0,0,0,0,NA
833,833,130185,P13,185,P130185,Cyanocompsa_cyanoides,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,26.23404255,lowland_manu,ground,low,423.5,1,1,1,0,2,0,1,1,0,16,0,0,Cyanoloxia_cyanoides
834,834,130219,P13,219,P130219,Cyanocompsa_cyanoides,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,26.23404255,lowland_manu,ground,low,423.5,1,1,1,0,1,1,0,0,0,3,0,0,Cyanoloxia_cyanoides
835,835,130491,P13,491,P130491,Rhegmatorhina_melanosticta,Rhegmatorhina melanosticta,Rhegmatorhina_melanosticta,Thamnophilidae,0,32.28411765,lowland_manu,ground,low,600,1,0,1,0,0,0,0,0,0,2,0,0,Rhegmatorhina_melanosticta
836,836,110010,SP11,10,SP110010,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,montane_manu,understory,high,1515,0,0,0,0,0,0,0,0,0,0,0,0,NA
837,837,110011,SP11,11,SP110011,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,montane_manu,understory,high,1515,1,1,1,0,2,0,0,2,0,5,0,1,Sphenopsis_melanotis
838,838,130372,P13,372,P130372,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,med,1262,1,1,1,0,14,2,6,6,0,18,0,0,Mionectes_olivaceus
839,839,110028,SP11,28,SP110028,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,montane_manu,understory,med,1515,1,1,1,0,1,0,0,1,0,5,0,0,Sphenopsis_melanotis
840,840,110124,SP11,124,SP110124,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,montane_manu,understory,med,1515,1,0,1,0,0,0,0,0,0,1,0,0,Sphenopsis_melanotis
841,841,110164,SP11,164,SP110164,Sporophila_nigricollis,Sporophila nigricollis,Sporophila_nigricollis,Emberizidae,0,11.3925,montane_manu,understory,med,1337,1,0,1,0,0,0,0,0,0,16,0,0,Sporophila_nigricollis
842,842,110196,SP11,196,SP110196,Sporophila_nigricollis,Sporophila nigricollis,Sporophila_nigricollis,Emberizidae,0,11.3925,montane_manu,understory,low,1337,1,0,1,0,0,0,0,0,0,1,0,0,Sporophila_nigricollis
843,843,110197,SP11,197,SP110197,Sporophila_nigricollis,Sporophila nigricollis,Sporophila_nigricollis,Emberizidae,0,11.3925,montane_manu,understory,low,1337,0,0,0,0,0,0,0,0,0,0,0,0,NA
844,844,120055,SP12,55,SP120055,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,montane_manu,understory,low,1515,1,0,1,0,0,0,0,0,0,2,0,0,Sphenopsis_melanotis
845,845,120070,SP12,70,SP120070,Diglossa_glauca,Diglossa glauca,Diglossa_glauca,Thraupidae,1,12.82984848,montane_manu,midhigh,low,1758,1,1,1,0,4,2,1,1,yes,118,0,0,Diglossa_glauca
846,846,121054,SP12,1054,SP121054,Ammodramus_aurifrons,Ammodramus aurifrons,Ammodramus_aurifrons,Emberizidae,0,17.815,montane_manu,ground,low,387,1,0,1,0,0,0,0,0,0,1,0,0,Ammodramus_aurifrons
847,847,121051,SP12,1051,SP121051,Xiphorhynchus_triangularis,Xiphorhynchus triangularis,Xiphorhynchus_triangularis,Dendrocolaptidae,1,43.98926829,montane_manu,midhigh,low,1501,0,0,0,0,0,0,0,0,0,0,0,0,NA
848,848,121114,SP12,1114,SP121114,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,montane_manu,understory,med,1262,1,1,1,0,4,1,0,3,0,13,0,0,Mionectes_olivaceus
849,849,121171,SP12,1171,SP121171,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,montane_manu,understory,low,1262,1,1,1,0,3,0,2,1,0,12,0,0,Mionectes_olivaceus
850,850,121215,SP12,1215,SP121215,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,montane_manu,understory,med,1515,1,1,1,0,7,2,1,4,0,26,0,0,Sphenopsis_melanotis
851,851,121239,SP12,1239,SP121239,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,montane_manu,understory,low,1262,1,1,1,0,7,2,2,3,0,2,0,0,Mionectes_olivaceus
852,852,121313,SP12,1313,SP121313,Cyanerpes_caeruleus,Cyanerpes caeruleus,Cyanerpes_caeruleus,Thraupidae,1,12.668,montane_manu,canopy,low,1124,0,0,0,0,0,0,0,0,0,0,0,0,NA
853,853,121331,SP12,1331,SP121331,Cyanerpes_caeruleus,Cyanerpes caeruleus,Cyanerpes_caeruleus,Thraupidae,1,12.668,montane_manu,canopy,low,1124,1,0,1,0,0,0,0,0,0,3,0,0,Cyanerpes_caeruleus
854,854,121361,SP12,1361,SP121361,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,montane_manu,understory,med,1515,1,0,1,0,0,0,0,0,0,35,0,0,Sphenopsis_melanotis
855,855,13113,SP13,113,SP13113,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,montane_manu,understory,med,1515,0,0,0,0,0,0,0,0,0,0,0,0,NA
856,856,13248,SP13,248,SP13248,Ammodramus_aurifrons,Ammodramus aurifrons,Ammodramus_aurifrons,Emberizidae,0,17.815,montane_manu,ground,low,387,0,0,0,0,0,0,0,0,0,0,0,0,NA
857,857,120053,TL12,53,TL120053,Anisognathus_somptuosus,Anisognathus somptuosus,Anisognathus_somptuosus,Thraupidae,1,38.233,montane_manu,midhigh,low,1950,1,1,0,0,6,2,2,2,0,0,0,0,NA
858,858,120055,TL12,55,TL120055,Anisognathus_somptuosus,Anisognathus somptuosus,Anisognathus_somptuosus,Thraupidae,1,38.233,montane_manu,midhigh,low,1950,0,0,0,0,0,0,0,0,0,0,0,0,NA
859,859,120056,TL12,56,TL120056,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,montane_manu,understory,low,1515,0,0,0,0,0,0,0,0,0,0,0,0,NA
860,860,120060,TL12,60,TL120060,Iridosornis_analis,Iridosornis analis,Iridosornis_analis,Thraupidae,1,27.53977273,montane_manu,understory,med,1541,1,1,1,0,1,0,1,0,0,23,0,0,Iridosornis_analis
861,861,120062,TL12,62,TL120062,Iridosornis_analis,Iridosornis analis,Iridosornis_analis,Thraupidae,1,27.53977273,montane_manu,understory,med,1541,1,1,1,0,5,1,2,2,0,3,0,0,Iridosornis_analis
862,862,120049,TU12,49,TU120049,Buthraupis_montana,Buthraupis montana,Buthraupis_montana,Thraupidae,1,89.22766667,high_montane_manu,midhigh,med,2784,1,1,1,0,1,0,0,1,0,1,0,0,Buthraupis_montana
863,863,120050,TU12,50,TU120050,Buthraupis_montana,Buthraupis montana,Buthraupis_montana,Thraupidae,1,89.22766667,high_montane_manu,midhigh,low,2784,0,0,0,0,0,0,0,0,0,0,0,0,NA
864,864,120059,TU12,59,TU120059,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,high_montane_manu,understory,low,1515,1,0,1,0,0,0,0,0,0,2,0,0,Sphenopsis_melanotis
865,865,120088,VC12,88,VC120088,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,med,1262,1,1,1,0,5,0,2,3,0,2,0,0,Mionectes_olivaceus
866,866,120089,VC12,89,VC120089,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,high,1262,1,1,0,0,4,1,1,2,0,0,0,0,NA
867,867,120108,VC12,108,VC120108,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,1,1,1,0,4,0,2,2,0,16,0,0,Mionectes_olivaceus
868,868,120322,W12,322,W120322,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,med,2742.5,0,0,0,0,0,0,0,0,0,0,0,0,NA
869,869,120483,W12,483,W120483,Buthraupis_montana,Buthraupis montana,Buthraupis_montana,Thraupidae,1,89.22766667,high_montane_manu,midhigh,med,2784,1,1,0,0,2,0,0,1,0,0,0,0,NA
870,870,120518,W12,518,W120518,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,med,2742.5,1,0,1,0,0,0,0,0,0,28,0,0,Sporathraupis _cyanocephala
871,871,120525,W12,525,W120525,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,med,2742.5,1,1,1,0,1,1,0,0,0,66,0,0,Sporathraupis _cyanocephala
872,872,120530,W12,530,W120530,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,low,2742.5,1,0,1,0,0,0,0,0,0,2,0,0,Sporathraupis _cyanocephala
873,873,120691,W12,691,W120691,Dubusia_taeniata,Dubusia taeniata,Dubusia_taeniata,Thraupidae,0,38.46333333,high_montane_manu,understory,med,2734,1,0,1,0,0,0,0,0,0,52,0,0,Dubusia_taeniata
874,874,120715,W12,715,W120715,Haplospiza_rustica,Haplospiza rustica,Haplospiza_rustica,Emberizidae,0,16.3045,high_montane_manu,ground,med,2391,1,0,1,0,0,0,0,0,0,28,0,0,Haplospiza_rustica
875,875,120826,W12,826,W120826,Haplospiza_rustica,Haplospiza rustica,Haplospiza_rustica,Emberizidae,0,16.3045,high_montane_manu,ground,med,2391,1,0,1,0,0,0,0,0,0,18,0,0,Haplospiza_rustica
876,876,120876,W12,876,W120876,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,med,2742.5,0,0,0,0,0,0,0,0,0,0,0,0,NA
877,877,130188,W13,188,W130188,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,low,2742.5,1,1,1,0,3,2,1,0,0,2,0,0,Sporathraupis _cyanocephala
878,878,130234,W13,234,W130234,Buthraupis_montana,Buthraupis montana,Buthraupis_montana,Thraupidae,1,89.22766667,high_montane_manu,midhigh,med,2784,1,1,1,0,1,0,1,0,0,4,0,0,Buthraupis_montana
879,879,130515,W13,515,W130515,Haplospiza_rustica,Haplospiza rustica,Haplospiza_rustica,Emberizidae,0,16.3045,high_montane_manu,ground,low,2391,1,0,1,0,0,0,0,0,0,6,0,0,Haplospiza_rustica
880,880,130566,W13,566,W130566,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,low,2742.5,1,1,1,0,45,2,5,3,0,7,0,0,Sporathraupis _cyanocephala
881,881,130559,W13,559,W130559,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,low,2742.5,1,0,1,0,0,0,0,0,0,3,0,0,Sporathraupis _cyanocephala
882,882,130603,W13,603,W130603,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,med,2742.5,1,1,1,0,3,1,0,2,0,3,0,0,Sporathraupis _cyanocephala
883,883,130623,W13,623,W130623,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,low,2742.5,1,0,1,0,0,0,0,0,0,43,0,0,Sporathraupis _cyanocephala
884,884,130648,W13,648,W130648,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,med,2742.5,1,0,1,0,0,0,0,0,0,87,0,0,Sporathraupis _cyanocephala
885,885,130654,W13,654,W130654,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,high,2742.5,1,0,1,0,0,0,0,0,0,25,0,0,Sporathraupis _cyanocephala
886,886,130814,W13,814,W130814,Haplospiza_rustica,Haplospiza rustica,Haplospiza_rustica,Emberizidae,0,16.3045,high_montane_manu,ground,low,2391,1,0,0,1,0,0,0,0,0,0,0,0,NA
887,887,130850,W13,850,W130850,Haplospiza_rustica,Haplospiza rustica,Haplospiza_rustica,Emberizidae,0,16.3045,high_montane_manu,ground,low,2391,1,1,1,0,2,1,1,0,0,90,0,0,Haplospiza_rustica
888,NA,NA,NA,NA,SP13013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,5,1,0,0,0,0,NA
889,NA,NA,NA,NA,P121755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,2,0,0,0,0,NA
