"","X.No","Collection.x","Sample_group","Sample.No...","Full_Label","comment","species_binomial","Host.Order","Host.Family","New.Association","Lice.Genus","Lice.Species","Female","Male","Nimph","Eggs","Total","BoxLocation1","Lice.Genus2","Lice.Species2","Female2","Male2","Nimph2","Eggs2","Total2","BoxLocation2","Lice.Genus3","Lice.Species3","Female3","Male3","Nimph3","Eggs3","Total.1","BoxLocation3","total_lice","species_clean","mass_tidy","bill_tidy","wing_tidy","tail_tidy","wing_index_tidy","tarsus_tidy","sociality","ForStrat_ground","ForStrat_understory","ForStrat_midhigh","ForStrat_canopy","species_jetz","WJSpecID","TipLabel","PatchClade","Hackett_FineClades","Hackett_CoarseClades","English","FileName","Taxo","BLFamilyLatin","BLFamilyEnglish","FamSequID","IOCOrder","PassNonPass","OscSubOsc","foraging_cat","elevation_cat","sample","infestation_lice","Collection.y","powder_level","Host.genus","Host.species"
"183",300,"JEJ","P11","256","P110256","possible contamination","Oneillornis_salvini","Passeriformes","Thamnophilidae","","Ricinus","new sp?","0","0","1","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Oneillornis salvini",25.86508475,11.39172727,71.90677966,45.1,16.5,25.5,"0",60,40,0,0,"Gymnopithys_salvini",6602,"Gymnopithys_salvini","Thamnophilidae","Antbirds","Antbirds","White-throated Antbird","bow06602","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","ground","lowland_manu",110256,0,"JEJ","low","Oneillornis","salvini"
"184",301,"JEJ","P11","278","P110278","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Ricinus","invadens/pessimalis?","1","0","0","",1,"","Myrsidea","(baileyae/edgarsmithi/rekasii)?",2,1,2,NA,5,"","Philopterus-like","new sp?",0,1,2,"0",3,NA,9,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110278,0,"JEJ","low","Ceratopipra ","chloromeros"
"185",301,"JEJ","P11","278","P110278","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Ricinus","invadens/pessimalis?","1","0","0","",1,"","Myrsidea","(baileyae/edgarsmithi/rekasii)?",2,1,2,NA,5,"","Philopterus-like","new sp?",0,1,2,"0",3,NA,9,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110278,0,"JEJ","low","Ceratopipra ","chloromeros"
"186",301,"JEJ","P11","278","P110278","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Ricinus","invadens/pessimalis?","1","0","0","",1,"","Myrsidea","(baileyae/edgarsmithi/rekasii)?",2,1,2,NA,5,"","Philopterus-like","new sp?",0,1,2,"0",3,NA,9,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110278,0,"JEJ","low","Ceratopipra ","chloromeros"
"187",301,"JEJ","P11","278","P110278","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Ricinus","invadens/pessimalis?","1","0","0","",1,"","Myrsidea","(baileyae/edgarsmithi/rekasii)?",2,1,2,NA,5,"","Philopterus-like","new sp?",0,1,2,"0",3,NA,9,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110278,0,"JEJ","low","Ceratopipra ","chloromeros"
"188",301,"JEJ","P11","278","P110278","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Ricinus","invadens/pessimalis?","1","0","0","",1,"","Myrsidea","(baileyae/edgarsmithi/rekasii)?",2,1,2,NA,5,"","Philopterus-like","new sp?",0,1,2,"0",3,NA,9,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110278,0,"JEJ","low","Ceratopipra ","chloromeros"
"189",301,"JEJ","P11","278","P110278","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Ricinus","invadens/pessimalis?","1","0","0","",1,"","Myrsidea","(baileyae/edgarsmithi/rekasii)?",2,1,2,NA,5,"","Philopterus-like","new sp?",0,1,2,"0",3,NA,9,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110278,0,"JEJ","low","Ceratopipra ","chloromeros"
"190",302,"JEJ","P11","296","P110296","","Thamnophilus_schistaceus","Passeriformes","Thamnophilidae","","Myrsidea","new sp?","1","1","1","",3,"","Philopteridae","new sp?",0,0,3,0,3,"","","",NA,NA,NA,"",NA,NA,6,"Thamnophilus schistaceus",21.191,11.22071429,64.3125,51.8,13.2,20.1,"1",0,20,80,0,"Thamnophilus_schistaceus",6424,"Thamnophilus_schistaceus","Thamnophilidae","Antbirds","Antbirds","Plain-winged Antshrike","bow06424","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","lowland_manu",110296,0,"JEJ","low","Thamnophilus","schistaceus"
"191",303,"JEJ","P11","312","P110312","","Mionectes_oleagineus","Passeriformes","Tyrannidae","","Myrsidea","oleaginei?","1","1","0","",2,"","Philopteridae","new sp?",0,0,3,0,3,"","","",NA,NA,NA,"",NA,NA,5,"Mionectes oleagineus",11.49915698,7.792196721,60.54227405,48.2,17.1,16,"1",0,50,50,0,"Mionectes_oleagineus",5763,"Mionectes_oleagineus","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Ochre-bellied Flycatcher","bow05763","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110312,0,"JEJ","low","Mionectes","oleagineus"
"192",304,"JEJ","P11","320","P110320","","Pipra_fasciicauda","Passeriformes","Pipridae","","Myrsidea","(edgarsmithi?)","1","0","0","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Pipra fasciicauda",16.82485876,7.333184932,63.63225806,29.8,20,16,"1",0,50,50,0,"Pipra_fasciicauda",6337,"Pipra_fasciicauda","Pipridae","Manakins","Manakins","Band-tailed Manakin","bow06337","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110320,0,"JEJ","low","Pipra","fasciicauda"
"193",305,"JEJ","P11","323","P110323","","Arremon_taciturnus","Passeriformes","Passerellidae","","Myrsidea","taciturni?","0","1","0","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Arremon taciturnus",27.7755,10.00218182,73.3880597,61.3,10.9,23.8,"1",50,50,0,0,"Arremon_taciturnus",12615,"Arremon_taciturnus","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Pectoral Sparrow","bow12615","BL3","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","PASSERIFORMES","Passeri","ground-understory","lowland_manu",110323,0,"JEJ","low","Arremon","taciturnus"
"194",306,"JEJ","P11","324","P110324","","Pipra_fasciicauda","Passeriformes","Pipridae","","Philopterus-like","new sp?","0","1","0","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Pipra fasciicauda",16.82485876,7.333184932,63.63225806,29.8,20,16,"1",0,50,50,0,"Pipra_fasciicauda",6337,"Pipra_fasciicauda","Pipridae","Manakins","Manakins","Band-tailed Manakin","bow06337","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110324,0,"JEJ","low","Pipra","fasciicauda"
"195",307,"JEJ","P11","334","P110334","","Turdus_albicollis","Passeriformes","Turdidae","","Myrsidea","(various?)","0","0","1","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Turdus albicollis",50.02123288,11.26238806,104.8428571,90,21.2,30,"0",80,0,20,0,"Turdus_albicollis",9003,"Turdus_albicollis","M5","Thrushes","Thrushes, Dippers, Chats, Old World Flycatchers","White-necked Thrush","bow09003","BL3","Turdidae","Thrushes",178,"PASSERIFORMES","PASSERIFORMES","Passeri","ground","lowland_manu",110334,0,"JEJ","med","Turdus","albicollis"
"196",308,"JEJ","P11","346","P110346","","Arremon_taciturnus","Passeriformes","Passerellidae","","Myrsidea","taciturni?","0","2","1","",3,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,3,"Arremon taciturnus",27.7755,10.00218182,73.3880597,61.3,10.9,23.8,"1",50,50,0,0,"Arremon_taciturnus",12615,"Arremon_taciturnus","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Pectoral Sparrow","bow12615","BL3","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","PASSERIFORMES","Passeri","ground-understory","lowland_manu",110346,0,"JEJ","med","Arremon","taciturnus"
"197",309,"JEJ","P11","357","P110357","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Myrsidea","(baileyae/edgarsmithi)?","1","0","2","",3,"","Philopterus-like","new sp?",1,0,0,0,1,"","","",NA,NA,NA,"",NA,NA,4,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110357,0,"JEJ","low","Ceratopipra ","chloromeros"
"198",309,"JEJ","P11","357","P110357","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Myrsidea","(baileyae/edgarsmithi)?","1","0","2","",3,"","Philopterus-like","new sp?",1,0,0,0,1,"","","",NA,NA,NA,"",NA,NA,4,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110357,0,"JEJ","low","Ceratopipra ","chloromeros"
"199",309,"JEJ","P11","357","P110357","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Myrsidea","(baileyae/edgarsmithi)?","1","0","2","",3,"","Philopterus-like","new sp?",1,0,0,0,1,"","","",NA,NA,NA,"",NA,NA,4,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110357,0,"JEJ","low","Ceratopipra ","chloromeros"
"200",309,"JEJ","P11","357","P110357","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Myrsidea","(baileyae/edgarsmithi)?","1","0","2","",3,"","Philopterus-like","new sp?",1,0,0,0,1,"","","",NA,NA,NA,"",NA,NA,4,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110357,0,"JEJ","low","Ceratopipra ","chloromeros"
"201",309,"JEJ","P11","357","P110357","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Myrsidea","(baileyae/edgarsmithi)?","1","0","2","",3,"","Philopterus-like","new sp?",1,0,0,0,1,"","","",NA,NA,NA,"",NA,NA,4,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110357,0,"JEJ","low","Ceratopipra ","chloromeros"
"202",309,"JEJ","P11","357","P110357","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Myrsidea","(baileyae/edgarsmithi)?","1","0","2","",3,"","Philopterus-like","new sp?",1,0,0,0,1,"","","",NA,NA,NA,"",NA,NA,4,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110357,0,"JEJ","low","Ceratopipra ","chloromeros"
"203",310,"JEJ","P11","360","P110360","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Myrsidea","(baileyae/edgarsmithi)?","0","0","1","",1,"","Ricinus","invadens/pessimalis?",0,0,1,0,1,"","","",NA,NA,NA,"",NA,NA,2,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110360,0,"JEJ","low","Ceratopipra ","chloromeros"
"204",310,"JEJ","P11","360","P110360","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Myrsidea","(baileyae/edgarsmithi)?","0","0","1","",1,"","Ricinus","invadens/pessimalis?",0,0,1,0,1,"","","",NA,NA,NA,"",NA,NA,2,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110360,0,"JEJ","low","Ceratopipra ","chloromeros"
"205",310,"JEJ","P11","360","P110360","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Myrsidea","(baileyae/edgarsmithi)?","0","0","1","",1,"","Ricinus","invadens/pessimalis?",0,0,1,0,1,"","","",NA,NA,NA,"",NA,NA,2,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110360,0,"JEJ","low","Ceratopipra ","chloromeros"
"206",310,"JEJ","P11","360","P110360","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Myrsidea","(baileyae/edgarsmithi)?","0","0","1","",1,"","Ricinus","invadens/pessimalis?",0,0,1,0,1,"","","",NA,NA,NA,"",NA,NA,2,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110360,0,"JEJ","low","Ceratopipra ","chloromeros"
"207",310,"JEJ","P11","360","P110360","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Myrsidea","(baileyae/edgarsmithi)?","0","0","1","",1,"","Ricinus","invadens/pessimalis?",0,0,1,0,1,"","","",NA,NA,NA,"",NA,NA,2,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110360,0,"JEJ","low","Ceratopipra ","chloromeros"
"208",310,"JEJ","P11","360","P110360","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Myrsidea","(baileyae/edgarsmithi)?","0","0","1","",1,"","Ricinus","invadens/pessimalis?",0,0,1,0,1,"","","",NA,NA,NA,"",NA,NA,2,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110360,0,"JEJ","low","Ceratopipra ","chloromeros"
"209",311,"JEJ","P11","368","P110368","","Pipra_fasciicauda","Passeriformes","Pipridae","","Myrsidea","(edgarsmithi?)","0","1","1","",2,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,2,"Pipra fasciicauda",16.82485876,7.333184932,63.63225806,29.8,20,16,"1",0,50,50,0,"Pipra_fasciicauda",6337,"Pipra_fasciicauda","Pipridae","Manakins","Manakins","Band-tailed Manakin","bow06337","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",110368,0,"JEJ","med","Pipra","fasciicauda"
"210",312,"JEJ","P11","373","P110373","","Tangara_schrankii","Passeriformes","Thraupidae","","Myrsidea","saviti?","1","1","4","",6,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,6,"Tangara schrankii",19.85320755,7.328113208,67.51923077,40.8,24.1,17.5,"1",0,0,60,40,"Tangara_schrankii",13018,"Tangara_schrankii","P17P18","Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Green-and-gold Tanager","bow13018","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","midhigh","lowland_manu",110373,0,"JEJ","low","Tangara","schrankii"
"211",313,"JEJ","P11","396","P110396","","Epinecrophylla_erythrura","Passeriformes","Thamnophilidae","","Myrsidea","new sp?","0","0","1","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Epinecrophylla erythrura",10.562,9.088888889,52.8,43.8,13.5,15.7,"1",0,20,80,0,"Epinecrophylla_erythrura",6485,"Epinecrophylla_erythrura","Thamnophilidae","Antbirds","Antbirds","Rufous-tailed Antwren","bow06485","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","lowland_manu",110396,0,"JEJ","low","Epinecrophylla","erythrura"
"212",314,"JEJ","P11","399","P110399","","Mionectes_macconnelli","Passeriformes","Tyrannidae","","Philopteridae","new sp?","0","0","1","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Mionectes macconnelli",12.63060606,7.94,61.75,49.8,16.7,16,"1",0,20,80,0,"Mionectes_macconnelli",5764,"Mionectes_macconnelli","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","MacConnell's Flycatcher","bow05764","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","lowland_manu",110399,0,"JEJ","low","Mionectes","macconnelli"
"213",315,"JEJ","P11","417","P110417","","Geotrygon_montana","Columbiformes","Columbidae
","","Philopteridae","new sp?","0","1","0","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Geotrygon montana",114.4062791,7.908604651,132.3859155,76.3,27.1,26.9,"0",100,0,0,0,"Geotrygon_montana",3494,"Geotrygon_montana","Columbidae","Pigeons, Doves","Pigeons, Doves","Ruddy Quail-dove","bow03494","BL3","Columbidae","Doves and pigeons",65,"COLUMBIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","ground","lowland_manu",110417,0,"JEJ","low","Geotrygon","montana"
"214",316,"JEJ","P11","420","P110420","","Mionectes_macconnelli","Passeriformes","Tyrannidae","","unknown eggs","unknown eggs","0","0","0","Yes",0,"","Philopteridae","new sp?",1,1,0,0,NA,"","","",NA,NA,NA,"",NA,NA,0,"Mionectes macconnelli",12.63060606,7.94,61.75,49.8,16.7,16,"1",0,20,80,0,"Mionectes_macconnelli",5764,"Mionectes_macconnelli","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","MacConnell's Flycatcher","bow05764","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","lowland_manu",110420,0,"JEJ","low","Mionectes","macconnelli"
"215",317,"JEJ","P11","424","P110424","","Saltator_maximus","Passeriformes","Thraupidae","","Myrsidea","lightae?","1","0","0","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Saltator maximus",45.26047619,14.85625,94.36363636,88.9,16.9,25.3,"1",20,40,20,20,"Saltator_maximus",13290,"Saltator_maximus","P19","Grosbeaks, Saltators, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Buff-throated Saltator","bow13290","BL3","Cardinalidae","Grosbeaks, saltators and allies",194,"PASSERIFORMES","PASSERIFORMES","Passeri","other","lowland_manu",110424,0,"JEJ","med","Saltator","maximus"
"216",318,"JEJ","P11","5906","P115906","","Mionectes_macconnelli","Passeriformes","Tyrannidae","","Myrsidea","(oleaginei/olivacei?)","3","5","13","",21,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,21,"Mionectes macconnelli",12.63060606,7.94,61.75,49.8,16.7,16,"1",0,20,80,0,"Mionectes_macconnelli",5764,"Mionectes_macconnelli","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","MacConnell's Flycatcher","bow05764","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","lowland_manu",115906,1,"JEJ","high","Mionectes","macconnelli"
"217",319,"JEJ","P11","5919","P115919","","Mionectes_olivaceus","Passeriformes","Tyrannidae","","Myrsidea","olivacei?","0","3","8","",11,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,11,"Mionectes olivaceus",14.85200461,9.08445993,65.57358025,51.5,17,16.8,"1",0,100,0,0,"Mionectes_olivaceus",5762,"Mionectes_olivaceus","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Olive-striped Flycatcher","bow05762","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","understory","lowland_manu",115919,0,"JEJ","high","Mionectes","olivaceus"
"218",320,"JEJ","P11","5925","P115925","","Phlegopsis_nigromaculata","Passeriformes","Thamnophilidae","","Myrsidea","new sp?","1","0","0","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Phlegopsis nigromaculata",48.78089286,12.42773585,87.43103448,57.6,11.1,30.8,"0",60,40,0,0,"Phlegopsis_nigromaculata",6614,"Phlegopsis_nigromaculata","Thamnophilidae","Antbirds","Antbirds","Black-spotted Bare-eye","bow06614","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","ground","lowland_manu",115925,0,"JEJ","med","Phlegopsis","nigromaculata"
"219",321,"JEJ","P11","5929","P115929","","Automolus_melanopezus","Passeriformes","Furnariidae","","Myrsidea","(ochrolaemi?)","7","4","5","",16,"","Rallicola?","(ochrolaemi?)",5,11,8,0,24,"","","",NA,NA,NA,"",NA,NA,40,"Automolus melanopezus",31.118,14.28076923,82.76923077,75.5,17.1,21.8,"1",0,80,20,0,"Automolus_melanopezus",6866,"Automolus_melanopezus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Brown-rumped Foliage-gleaner","bow06866","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","understory","lowland_manu",115929,1,"JEJ","high","Automolus","melanopezus"
"220",322,"JEJ","P11","5937","P115937","in Soto-Patino too","Syndactyla _ucayalae","Passeriformes","Furnariidae
","","Myrsidea","new sp?","10","15","19","Yes",44,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,44,"Syndactyla ucayalae",52.21692308,17.11142857,98,85.1,15.5,27,"1",0,70,30,0,"Simoxenops_ucayalae",6851,"Simoxenops_ucayalae","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Peruvian Recurvebill","bow06851","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","understory","lowland_manu",115937,1,"JEJ","low","Syndactyla ","ucayalae"
"221",323,"JEJ","P11","5940","P115940","","Percnostola_goeldii","Passeriformes","Thamnophilidae","","Philopteridae","new sp?","5","6","3","",16,"","Myrsidea","new sp?",0,0,2,0,2,"","","",NA,NA,NA,"",NA,NA,18,"Akletos goeldii",44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,"1",50,50,0,0,"Myrmeciza_goeldii",6591,"Myrmeciza_goeldii","Thamnophilidae","Antbirds","Antbirds","Goeldi's Antbird","bow06591","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","ground-understory","lowland_manu",115940,0,"JEJ","low","Percnostola","goeldii"
"222",323,"JEJ","P11","5940","P115940","","Percnostola_goeldii","Passeriformes","Thamnophilidae","","Philopteridae","new sp?","5","6","3","",16,"","Myrsidea","new sp?",0,0,2,0,2,"","","",NA,NA,NA,"",NA,NA,18,"Akletos goeldii",44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,"1",50,50,0,0,"Myrmeciza_goeldii",6591,"Myrmeciza_goeldii","Thamnophilidae","Antbirds","Antbirds","Goeldi's Antbird","bow06591","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","ground-understory","lowland_manu",115940,0,"JEJ","low","Percnostola","goeldii"
