"","X.No","Collection.x","Sample_group","Sample.No...","Full_Label","comment","species_binomial","Host.Order","Host.Family","New.Association","Lice.Genus","Lice.Species","Female","Male","Nimph","Eggs","Total","BoxLocation1","Lice.Genus2","Lice.Species2","Female2","Male2","Nimph2","Eggs2","Total2","BoxLocation2","Lice.Genus3","Lice.Species3","Female3","Male3","Nimph3","Eggs3","Total.1","BoxLocation3","total_lice","species_clean","mass_tidy","bill_tidy","wing_tidy","tail_tidy","wing_index_tidy","tarsus_tidy","sociality","ForStrat_ground","ForStrat_understory","ForStrat_midhigh","ForStrat_canopy","species_jetz","WJSpecID","TipLabel","PatchClade","Hackett_FineClades","Hackett_CoarseClades","English","FileName","Taxo","BLFamilyLatin","BLFamilyEnglish","FamSequID","IOCOrder","PassNonPass","OscSubOsc","foraging_cat","elevation_cat","sample","infestation_lice","Collection.y","powder_level","Host.genus","Host.species"
"319",387,"JEJ","SP11","4","SP110004","","Trichothraupis_melanops","Passeriformes","Thraupidae","","Myrsidea","new sp?","0","0","1","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Trichothraupis melanops",24.68761468,9.292424242,78.88857143,75.7,19.2,19.8,"1",30,30,20,10,"Trichothraupis_melanops",12901,"Trichothraupis_melanops","P13P14P16","Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Black-goggled Tanager","bow12901","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","other","montane_manu",110004,0,"JEJ","high","Trichothraupis","melanops"
"320",388,"JEJ","SP11","9","SP110009","","Myiothlypis_coronata","Passeriformes","Parulidae","","Picicola?","regulus?","1","0","1","",2,"","Myrsidea","(paleno/zeledoni?)",2,1,5,0,7,"","","",NA,NA,NA,"",NA,NA,9,"Myiothlypis coronata",16.03027273,7.691615385,68.21184834,61.3,14.4,22.7,"1",0,70,30,0,"Basileuterus_coronatus",12782,"Basileuterus_coronatus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Russet-crowned Warbler","bow12782","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",110009,0,"JEJ","low","Myiothlypis","coronata"
"321",389,"JEJ","SP11","27","SP110027","","Thripadectes_melanorhynchus","Passeriformes","Furnariidae","","Myrsidea","new sp?","3","0","1","yes",4,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,4,"Thripadectes melanorhynchus",45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,"1",0,100,0,0,"Thripadectes_melanorhynchus",6857,"Thripadectes_melanorhynchus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Black-billed Treehunter","bow06857","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","understory","montane_manu",110027,0,"JEJ","low","Thripadectes","melanorhynchus"
"322",390,"JEJ","SP11","36","SP110036","","Trichothraupis_melanops","Passeriformes","Thraupidae","","Myrsidea","new sp?","0","0","1","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Trichothraupis melanops",24.68761468,9.292424242,78.88857143,75.7,19.2,19.8,"1",30,30,20,10,"Trichothraupis_melanops",12901,"Trichothraupis_melanops","P13P14P16","Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Black-goggled Tanager","bow12901","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","other","montane_manu",110036,0,"JEJ","low","Trichothraupis","melanops"
"323",391,"JEJ","SP11","39","SP110039","","Thripadectes_melanorhynchus","Passeriformes","Furnariidae","","Myrsidea","new sp?","1","0","0","",1,"","Rallicola","leeae?",1,0,0,NA,1,"","","",NA,NA,NA,"",NA,NA,2,"Thripadectes melanorhynchus",45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,"1",0,100,0,0,"Thripadectes_melanorhynchus",6857,"Thripadectes_melanorhynchus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Black-billed Treehunter","bow06857","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","understory","montane_manu",110039,0,"JEJ","low","Thripadectes","melanorhynchus"
"324",392,"JEJ","SP11","38","SP110038","","Trichothraupis_melanops","Passeriformes","Thraupidae","","Myrsidea","new sp?","0","1","0","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Trichothraupis melanops",24.68761468,9.292424242,78.88857143,75.7,19.2,19.8,"1",30,30,20,10,"Trichothraupis_melanops",12901,"Trichothraupis_melanops","P13P14P16","Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Black-goggled Tanager","bow12901","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","other","montane_manu",110038,0,"JEJ","low","Trichothraupis","melanops"
"325",393,"JEJ","SP11","94","SP110094","","Cyphorhinus_thoracicus","Passeriformes","Troglodytidae","","Myrsidea","new sp?","0","1","2","",3,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,3,"Cyphorhinus thoracicus",32.136625,14.70943396,68.504,48.1,9.8,27.7,"0",100,0,0,0,"Cyphorhinus_thoracicus",9790,"Cyphorhinus_thoracicus","M1","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Chestnut-breasted Wren","bow09790","BL3","Troglodytidae","Wrens",162,"PASSERIFORMES","PASSERIFORMES","Passeri","ground","montane_manu",110094,0,"JEJ","high","Cyphorhinus","thoracicus"
"326",394,"JEJ","SP11","41","SP110041","","Myiothlypis_coronata","Passeriformes","Parulidae","","Myrsidea","(paleno/zeledoni?)","0","0","3","",3,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,3,"Myiothlypis coronata",16.03027273,7.691615385,68.21184834,61.3,14.4,22.7,"1",0,70,30,0,"Basileuterus_coronatus",12782,"Basileuterus_coronatus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Russet-crowned Warbler","bow12782","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",110041,0,"JEJ","low","Myiothlypis","coronata"
"327",395,"JEJ","SP11","47","SP110047","","Thripadectes_melanorhynchus","Passeriformes","Furnariidae","","Myrsidea","new sp?","1","1","1","",3,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,3,"Thripadectes melanorhynchus",45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,"1",0,100,0,0,"Thripadectes_melanorhynchus",6857,"Thripadectes_melanorhynchus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Black-billed Treehunter","bow06857","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","understory","montane_manu",110047,0,"JEJ","low","Thripadectes","melanorhynchus"
"328",396,"JEJ","SP11","126","SP110126","","Cyphorhinus_thoracicus","Passeriformes","Troglodytidae","","Myrsidea","new sp?","0","1","0","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Cyphorhinus thoracicus",32.136625,14.70943396,68.504,48.1,9.8,27.7,"0",100,0,0,0,"Cyphorhinus_thoracicus",9790,"Cyphorhinus_thoracicus","M1","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Chestnut-breasted Wren","bow09790","BL3","Troglodytidae","Wrens",162,"PASSERIFORMES","PASSERIFORMES","Passeri","ground","montane_manu",110126,0,"JEJ","low","Cyphorhinus","thoracicus"
"329",397,"JEJ","SP11","159","SP110159","","Myiothlypis_bivittata","Passeriformes","Parulidae","","Myrsidea","(similis/cayanensis?)","1","0","0","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Myiothlypis bivittata",15.17214286,7.87025,63.9925,60.2,14.3,22.2,"1",0,20,80,0,"Basileuterus_bivittatus",12772,"Basileuterus_bivittatus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Two-banded Warbler","bow12772","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","midhigh","montane_manu",110159,0,"JEJ","high","Myiothlypis","bivittata"
"330",398,"JEJ","SP11","367","SP110367","","Thripadectes_melanorhynchus","Passeriformes","Furnariidae","","Myrsidea","new sp?","2","0","0","",2,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,2,"Thripadectes melanorhynchus",45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,"1",0,100,0,0,"Thripadectes_melanorhynchus",6857,"Thripadectes_melanorhynchus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Black-billed Treehunter","bow06857","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","understory","montane_manu",110367,0,"JEJ","med","Thripadectes","melanorhynchus"
"331",399,"JEJ","SP12","61","SP120061","","Thripadectes_melanorhynchus","Passeriformes","Furnariidae","","unknown","","0","0","0","yes",0,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,2,"Thripadectes melanorhynchus",45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,"1",0,100,0,0,"Thripadectes_melanorhynchus",6857,"Thripadectes_melanorhynchus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Black-billed Treehunter","bow06857","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","understory","montane_manu",120061,0,"JEJ","low","Thripadectes","melanorhynchus"
"332",400,"JEJ","SP12","660","SP120660","","Myiothlypis_bivittata","Passeriformes","Parulidae","","Myrsidea","(similis/cayanensis?)","1","1","0","",2,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,2,"Myiothlypis bivittata",15.17214286,7.87025,63.9925,60.2,14.3,22.2,"1",0,20,80,0,"Basileuterus_bivittatus",12772,"Basileuterus_bivittatus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Two-banded Warbler","bow12772","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","midhigh","montane_manu",120660,0,"JEJ","low","Myiothlypis","bivittata"
"333",401,"JEJ","SP12","778","SP120778","","Myiothlypis_coronata","Passeriformes","Parulidae","","Myrsidea","(paleno/zeledoni?)","2","1","1","",4,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,4,"Myiothlypis coronata",16.03027273,7.691615385,68.21184834,61.3,14.4,22.7,"1",0,70,30,0,"Basileuterus_coronatus",12782,"Basileuterus_coronatus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Russet-crowned Warbler","bow12782","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",120778,0,"JEJ","low","Myiothlypis","coronata"
"334",402,"JEJ","SP12","764","SP120764","","Trichothraupis_melanops","Passeriformes","Thraupidae","","Myrsidea","new sp?","0","1","0","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Trichothraupis melanops",24.68761468,9.292424242,78.88857143,75.7,19.2,19.8,"1",30,30,20,10,"Trichothraupis_melanops",12901,"Trichothraupis_melanops","P13P14P16","Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Black-goggled Tanager","bow12901","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","other","montane_manu",120764,0,"JEJ","low","Trichothraupis","melanops"
"335",403,"JEJ","SP12","859","SP120859","","Myiothlypis_bivittata","Passeriformes","Parulidae","","Picicola","(regulus?)","1","0","2","",3,"","Myrsidea","(similis/cayanensis?)",1,0,3,0,4,"","","",NA,NA,NA,"",NA,NA,7,"Myiothlypis bivittata",15.17214286,7.87025,63.9925,60.2,14.3,22.2,"1",0,20,80,0,"Basileuterus_bivittatus",12772,"Basileuterus_bivittatus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Two-banded Warbler","bow12772","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","midhigh","montane_manu",120859,0,"JEJ","low","Myiothlypis","bivittata"
"336",404,"JEJ","SP12","1000","SP121000","","Myiothlypis_coronata","Passeriformes","Parulidae","","Myrsidea","(paleno/zeledoni?)","1","0","0","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Myiothlypis coronata",16.03027273,7.691615385,68.21184834,61.3,14.4,22.7,"1",0,70,30,0,"Basileuterus_coronatus",12782,"Basileuterus_coronatus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Russet-crowned Warbler","bow12782","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",121000,0,"JEJ","low","Myiothlypis","coronata"
"337",405,"JEJ","SP12","954","SP120954","","Thripadectes_melanorhynchus","Passeriformes","Furnariidae","","Myrsidea","new sp?","1","2","1","",5,"","Rallicola","leeae?",1,0,2,0,3,"","Menoponidae","new sp?",4,2,8,"14",NA,NA,8,"Thripadectes melanorhynchus",45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,"1",0,100,0,0,"Thripadectes_melanorhynchus",6857,"Thripadectes_melanorhynchus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Black-billed Treehunter","bow06857","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","understory","montane_manu",120954,0,"JEJ","low","Thripadectes","melanorhynchus"
"338",406,"JEJ","SP12","1001","SP121001","","Cyphorhinus_thoracicus","Passeriformes","Troglodytidae","","Myrsidea","new sp?","0","1","0","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Cyphorhinus thoracicus",32.136625,14.70943396,68.504,48.1,9.8,27.7,"0",100,0,0,0,"Cyphorhinus_thoracicus",9790,"Cyphorhinus_thoracicus","M1","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Chestnut-breasted Wren","bow09790","BL3","Troglodytidae","Wrens",162,"PASSERIFORMES","PASSERIFORMES","Passeri","ground","montane_manu",121001,0,"JEJ","low","Cyphorhinus","thoracicus"
"339",407,"JEJ","SP12","943","SP120943","","Myiothlypis_coronata","Passeriformes","Parulidae","","Myrsidea","(paleno/zeledoni?)","1","1","3","",5,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,5,"Myiothlypis coronata",16.03027273,7.691615385,68.21184834,61.3,14.4,22.7,"1",0,70,30,0,"Basileuterus_coronatus",12782,"Basileuterus_coronatus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Russet-crowned Warbler","bow12782","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",120943,0,"JEJ","low","Myiothlypis","coronata"
"340",408,"JEJ","SP12","1002","SP121002","","Thripadectes_melanorhynchus","Passeriformes","Furnariidae","","Myrsidea","new sp?","5","5","10","",20,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,20,"Thripadectes melanorhynchus",45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,"1",0,100,0,0,"Thripadectes_melanorhynchus",6857,"Thripadectes_melanorhynchus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Black-billed Treehunter","bow06857","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","understory","montane_manu",121002,0,"JEJ","low","Thripadectes","melanorhynchus"
"341",409,"JEJ","SP12","1019","SP121019","","Thripadectes_melanorhynchus","Passeriformes","Furnariidae","","Myrsidea","new sp?","1","2","0","",3,"","Rallicola","leeae?",1,1,1,0,3,"","","",NA,NA,NA,"",NA,NA,6,"Thripadectes melanorhynchus",45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,"1",0,100,0,0,"Thripadectes_melanorhynchus",6857,"Thripadectes_melanorhynchus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Black-billed Treehunter","bow06857","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","understory","montane_manu",121019,0,"JEJ","low","Thripadectes","melanorhynchus"
"342",410,"JEJ","SP12","1031","SP121031","","Cyphorhinus_thoracicus","Passeriformes","Troglodytidae","","Myrsidea","new sp?","0","0","2","",2,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,2,"Cyphorhinus thoracicus",32.136625,14.70943396,68.504,48.1,9.8,27.7,"0",100,0,0,0,"Cyphorhinus_thoracicus",9790,"Cyphorhinus_thoracicus","M1","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Chestnut-breasted Wren","bow09790","BL3","Troglodytidae","Wrens",162,"PASSERIFORMES","PASSERIFORMES","Passeri","ground","montane_manu",121031,0,"JEJ","low","Cyphorhinus","thoracicus"
"343",411,"JEJ","SP12","1046","SP121046","","Thripadectes_melanorhynchus","Passeriformes","Furnariidae","","Myrsidea","new sp?","2","3","4","",12,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,12,"Thripadectes melanorhynchus",45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,"1",0,100,0,0,"Thripadectes_melanorhynchus",6857,"Thripadectes_melanorhynchus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Black-billed Treehunter","bow06857","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","understory","montane_manu",121046,0,"JEJ","low","Thripadectes","melanorhynchus"
"344",412,"JEJ","SP12","1079","SP121079","","Myiothlypis_bivittata","Passeriformes","Parulidae","","Myrsidea","(similis/cayanensis?)","1","3","1","",5,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,5,"Myiothlypis bivittata",15.17214286,7.87025,63.9925,60.2,14.3,22.2,"1",0,20,80,0,"Basileuterus_bivittatus",12772,"Basileuterus_bivittatus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Two-banded Warbler","bow12772","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","midhigh","montane_manu",121079,0,"JEJ","low","Myiothlypis","bivittata"
"345",413,"JEJ","SP12","1090","SP121090","","Thripadectes_melanorhynchus","Passeriformes","Furnariidae","","Myrsidea","new sp?","1","8","3","",12,"","Rallicola","leeae?",2,2,2,0,6,"","","",NA,NA,NA,"",NA,NA,18,"Thripadectes melanorhynchus",45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,"1",0,100,0,0,"Thripadectes_melanorhynchus",6857,"Thripadectes_melanorhynchus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Black-billed Treehunter","bow06857","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","understory","montane_manu",121090,0,"JEJ","low","Thripadectes","melanorhynchus"
"346",414,"JEJ","SP12","1163","SP121163","","Thripadectes_melanorhynchus","Passeriformes","Furnariidae","","Myrsidea","new sp?","4","3","15","",22,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,22,"Thripadectes melanorhynchus",45.98929688,15.72559322,92.50588235,91.5,16.2,26.7,"1",0,100,0,0,"Thripadectes_melanorhynchus",6857,"Thripadectes_melanorhynchus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Black-billed Treehunter","bow06857","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","understory","montane_manu",121163,1,"JEJ","low","Thripadectes","melanorhynchus"
"347",415,"JEJ","SP12","1292","SP121292","","Myiothlypis_bivittata","Passeriformes","Parulidae","","Myrsidea","new sp?","2","3","9","",14,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,14,"Myiothlypis bivittata",15.17214286,7.87025,63.9925,60.2,14.3,22.2,"1",0,20,80,0,"Basileuterus_bivittatus",12772,"Basileuterus_bivittatus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Two-banded Warbler","bow12772","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","midhigh","montane_manu",121292,0,"JEJ","low","Myiothlypis","bivittata"
"348",416,"JEJ","P11","6148","P116148","","Mionectes_oleagineus","Passeriformes","Tyrannidae","","Myrsidea","oleaginei?","1","4","6","",11,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,11,"Mionectes oleagineus",11.49915698,7.792196721,60.54227405,48.2,17.1,16,"1",0,50,50,0,"Mionectes_oleagineus",5763,"Mionectes_oleagineus","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Ochre-bellied Flycatcher","bow05763","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",116148,0,"JEJ","med","Mionectes","oleagineus"
"349",417,"JEJ","P11","6149","P116149","","Myrmoborus_myotherinus","Passeriformes","Thamnophilidae","Yes","Philopteridae","new sp?","1","0","1","",2,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,2,"Myrmoborus myotherinus",20.73168831,10.19666667,62.45783133,40.1,14.8,25.7,"1",50,50,0,0,"Myrmoborus_myotherinus",6561,"Myrmoborus_myotherinus","Thamnophilidae","Antbirds","Antbirds","Black-faced Antbird","bow06561","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","ground-understory","lowland_manu",116149,0,"JEJ","low","Myrmoborus","myotherinus"
"350",418,"JEJ","P11","6155","P116155","","Percnostola_fortis","Passeriformes","Thamnophilidae","","Myrsidea","new sp?","0","1","0","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Hafferia fortis",48.60083333,13.35384615,81.69230769,62.9,10.7,34.1,"1",60,40,0,0,"Myrmeciza_fortis",6592,"Myrmeciza_fortis","Thamnophilidae","Antbirds","Antbirds","Sooty Antbird","bow06592","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","ground","lowland_manu",116155,0,"JEJ","med","Percnostola","fortis"
"351",419,"JEJ","P11","6171","P116171","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Philopteridae","new sp?","0","0","1","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",116171,0,"JEJ","low","Ceratopipra ","chloromeros"
"352",419,"JEJ","P11","6171","P116171","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Philopteridae","new sp?","0","0","1","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",116171,0,"JEJ","low","Ceratopipra ","chloromeros"
"353",419,"JEJ","P11","6171","P116171","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Philopteridae","new sp?","0","0","1","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",116171,0,"JEJ","low","Ceratopipra ","chloromeros"
"354",419,"JEJ","P11","6171","P116171","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Philopteridae","new sp?","0","0","1","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",116171,0,"JEJ","low","Ceratopipra ","chloromeros"
"355",419,"JEJ","P11","6171","P116171","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Philopteridae","new sp?","0","0","1","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",116171,0,"JEJ","low","Ceratopipra ","chloromeros"
"356",419,"JEJ","P11","6171","P116171","","Ceratopipra _chloromeros","Passeriformes","Pipridae","","Philopteridae","new sp?","0","0","1","",1,"","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Ceratopipra chloromeros",16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,"1",0,50,50,0,"Pipra_chloromeros",6342,"Pipra_chloromeros","Pipridae","Manakins","Manakins","Round-tailed Manakin","bow06342","BL3","Pipridae","Manakins",103,"PASSERIFORMES","PASSERIFORMES","Tyranni","undersory-midhigh","lowland_manu",116171,0,"JEJ","low","Ceratopipra ","chloromeros"
