"","sample","Sample_label","Sample_No","Full_Label","species_jetz","species_clean","species_binomial","family","sociality","mass_tidy","elevation_cat","foraging_cat","Powder.lvl","elevation_midpoint","ectoparasites_PA","Lice","Mites","Ticks","total_lice","Female","Male","Nimph","Eggs","total_mites","total_mesostigmatidae","total_no_feathers_mites","species_binomial.x","x","ectoparasite_code","species","species_taxonomy_SACC_2021","elevation_all_years","net_elevation","elevation","elevation_midpoint.1","Species_parameters","Station","X","day","month","year","full_date","date_status","date","year_seasonality"
"521","110175","P11","175","P110175","Lepidothrix_coronata","Lepidothrix coronata","Lepidothrix_coronata","Pipridae",1,9.769768786,"lowland_manu","undersory-midhigh","low",417.5,1,0,1,0,0,"0","0","0","0",2,0,0,"Lepidothrix_coronata",545,"13_10_2011_pantiacolla_Lepidothrix coronata","Lepidothrix coronata","Lepidothrix_coronata",438,NA,438,417.5,"Lepidothrix coronata","pantiacolla",NA,13,10,2011,"2011-10-13",NA,2011-10-13,"286"
"522","110179","P11","179","P110179","Mionectes_oleagineus","Mionectes oleagineus","Mionectes_oleagineus","Tyrannidae",1,11.49915698,"lowland_manu","undersory-midhigh","low",421,0,0,0,0,0,"0","0","0","0",0,0,0,NA,542,"13_10_2011_pantiacolla_Mionectes oleagineus","Mionectes oleagineus","Mionectes_oleagineus",438,NA,438,421,"Mionectes oleagineus","pantiacolla",NA,13,10,2011,"2011-10-13",NA,2011-10-13,"286"
"523","110185","P11","185","P110185","Mionectes_oleagineus","Mionectes oleagineus","Mionectes_oleagineus","Tyrannidae",1,11.49915698,"lowland_manu","undersory-midhigh","low",421,1,1,1,0,4,"1","1","2","0",6,0,0,"Mionectes_oleagineus",543,"13_10_2011_pantiacolla_Mionectes oleagineus","Mionectes oleagineus","Mionectes_oleagineus",438,NA,438,421,"Mionectes oleagineus","pantiacolla",NA,13,10,2011,"2011-10-13",NA,2011-10-13,"286"
"524","110190","P11","190","P110190","Lepidothrix_coronata","Lepidothrix coronata","Lepidothrix_coronata","Pipridae",1,9.769768786,"lowland_manu","undersory-midhigh","low",417.5,1,0,1,0,0,"0","0","0","0",5,0,0,"Lepidothrix_coronata",546,"13_10_2011_pantiacolla_Lepidothrix coronata","Lepidothrix coronata","Lepidothrix_coronata",438,NA,438,417.5,"Lepidothrix coronata","pantiacolla",NA,13,10,2011,"2011-10-13",NA,2011-10-13,"286"
"525","110192","P11","192","P110192","Mionectes_macconnelli","Mionectes macconnelli","Mionectes_macconnelli","Tyrannidae",1,12.63060606,"lowland_manu","midhigh","low",414,1,1,1,0,7,"1","0","6","0",4,0,0,"Mionectes_macconnelli",547,"13_10_2011_pantiacolla_Mionectes macconnelli","Mionectes macconnelli","Mionectes_macconnelli",438,NA,438,414,"Mionectes macconnelli","pantiacolla",NA,13,10,2011,"2011-10-13",NA,2011-10-13,"286"
"526","110193","P11","193","P110193","Pipra_fasciicauda","Pipra fasciicauda","Pipra_fasciicauda","Pipridae",1,16.82485876,"lowland_manu","undersory-midhigh","low",413,1,1,1,0,8,"1","1","4","0",20,0,0,"Pipra_fasciicauda",548,"13_10_2011_pantiacolla_Pipra fasciicauda","Pipra fasciicauda","Pipra_fasciicauda",438,NA,438,413,"Pipra fasciicauda","pantiacolla",NA,13,10,2011,"2011-10-13",NA,2011-10-13,"286"
"527","110198","P11","198","P110198","Mionectes_oleagineus","Mionectes oleagineus","Mionectes_oleagineus","Tyrannidae",1,11.49915698,"lowland_manu","undersory-midhigh","low",421,1,0,1,0,0,"0","0","0","0",1,0,0,"Mionectes_oleagineus",544,"13_10_2011_pantiacolla_Mionectes oleagineus","Mionectes oleagineus","Mionectes_oleagineus",438,NA,438,421,"Mionectes oleagineus","pantiacolla",NA,13,10,2011,"2011-10-13",NA,2011-10-13,"286"
"528","110200","P11","200","P110200","Gymnopithys_salvini","Oneillornis salvini","Oneillornis_salvini","Thamnophilidae",0,25.86508475,"lowland_manu","ground","high",415,0,0,0,0,0,"0","0","0","0",0,0,0,NA,560,"14_10_2011_pantiacolla_Gymnopithys salvini","Gymnopithys salvini","Oneillornis_salvini",438,NA,438,415,"Gymnopithys salvini","pantiacolla",NA,14,10,2011,"2011-10-14",NA,2011-10-14,"287"
"529","110203","P11","203","P110203","Mionectes_oleagineus","Mionectes oleagineus","Mionectes_oleagineus","Tyrannidae",1,11.49915698,"lowland_manu","undersory-midhigh","low",421,1,0,1,0,0,"0","0","0","0",27,0,0,"Mionectes_oleagineus",561,"14_10_2011_pantiacolla_Mionectes oleagineus","Mionectes oleagineus","Mionectes_oleagineus",438,NA,438,421,"Mionectes oleagineus","pantiacolla",NA,14,10,2011,"2011-10-14",NA,2011-10-14,"287"
"530","110207","P11","207","P110207","Pteroglossus_beauharnaesii","Pteroglossus beauharnaisii","Pteroglossus_beauharnaisii","Ramphastidae",0,202.1216667,"lowland_manu","canopy","high",426,1,0,1,0,0,"0","0","0","0",10,0,0,"Pteroglossus_beauharnaisii",557,"14_10_2011_pantiacolla_Pteroglossus beauharnaesii","Pteroglossus beauharnaesii","Pteroglossus_beauharnaisii",438,NA,438,426,"Pteroglossus beauharnaesii","pantiacolla",NA,14,10,2011,"2011-10-14",NA,2011-10-14,"287"
"531","110208","P11","208","P110208","Pteroglossus_beauharnaesii","Pteroglossus beauharnaisii","Pteroglossus_beauharnaisii","Ramphastidae",0,202.1216667,"lowland_manu","canopy","med",426,1,0,1,0,0,"0","0","0","0",11,0,0,"Pteroglossus_beauharnaisii",558,"14_10_2011_pantiacolla_Pteroglossus beauharnaesii","Pteroglossus beauharnaesii","Pteroglossus_beauharnaisii",438,NA,438,426,"Pteroglossus beauharnaesii","pantiacolla",NA,14,10,2011,"2011-10-14",NA,2011-10-14,"287"
"532","116007","P11","6007","P116007","Mionectes_oleagineus","Mionectes oleagineus","Mionectes_oleagineus","Tyrannidae",1,11.49915698,"lowland_manu","undersory-midhigh","med",421,1,0,1,0,0,"0","0","0","0",12,0,0,"Mionectes_oleagineus",4192,"9 ´è_ 11_8_2011_pantiacolla_Mionectes oleagineus",NA,"Mionectes_oleagineus",NA,NA,NA,421,"Mionectes oleagineus","pantiacolla",NA,11,8,2011,"2011-8-11","check date",2011-08-11,"223"
"533","110222","P11","222","P110222","Mionectes_oleagineus","Mionectes oleagineus","Mionectes_oleagineus","Tyrannidae",1,11.49915698,"lowland_manu","undersory-midhigh","low",421,1,0,1,0,0,"0","0","0","0",11,0,0,"Mionectes_oleagineus",567,"15_10_2011_pantiacolla_Mionectes oleagineus","Mionectes oleagineus","Mionectes_oleagineus",438,NA,438,421,"Mionectes oleagineus","pantiacolla",NA,15,10,2011,"2011-10-15",NA,2011-10-15,"288"
"534","110226","P11","226","P110226","Lepidothrix_coronata","Lepidothrix coronata","Lepidothrix_coronata","Pipridae",1,9.769768786,"lowland_manu","undersory-midhigh","low",417.5,0,0,0,0,0,"0","0","0","0",0,0,0,NA,566,"15_10_2011_pantiacolla_Lepidothrix coronata","Lepidothrix coronata","Lepidothrix_coronata",438,NA,438,417.5,"Lepidothrix coronata","pantiacolla",NA,15,10,2011,"2011-10-15",NA,2011-10-15,"288"
"535","110227","P11","227","P110227","Platyrinchus_coronatus","Platyrinchus coronatus","Platyrinchus_coronatus","Tyrannidae",0,9.838095238,"lowland_manu","understory","low",413,0,0,0,0,0,"0","0","0","0",0,0,0,NA,568,"15_10_2011_pantiacolla_Platyrinchus coronatus","Platyrinchus coronatus","Platyrinchus_coronatus",438,NA,438,413,"Platyrinchus coronatus","pantiacolla",NA,15,10,2011,"2011-10-15",NA,2011-10-15,"288"
"536","110228","P11","228","P110228","Pipra_fasciicauda","Pipra fasciicauda","Pipra_fasciicauda","Pipridae",1,16.82485876,"lowland_manu","undersory-midhigh","low",413,1,1,0,0,1,"0","0","1","0",0,0,0,NA,569,"15_10_2011_pantiacolla_Pipra fasciicauda","Pipra fasciicauda","Pipra_fasciicauda",438,NA,438,413,"Pipra fasciicauda","pantiacolla",NA,15,10,2011,"2011-10-15",NA,2011-10-15,"288"
"537","110232","P11","232","P110232","Automolus_ochrolaemus","Automolus ochrolaemus","Automolus_ochrolaemus","Furnariidae",1,34.96803922,"lowland_manu","understory","low",680,1,0,1,0,0,"0","0","0","0",1,0,0,"Automolus_ochrolaemus",574,"17_10_2011_pantiacolla_Automolus ochrolaemus","Automolus ochrolaemus","Automolus_ochrolaemus",422,NA,422,680,"Automolus ochrolaemus","pantiacolla",NA,17,10,2011,"2011-10-17",NA,2011-10-17,"290"
"538","110243","P11","243","P110243","Mionectes_olivaceus","Mionectes olivaceus","Mionectes_olivaceus","Tyrannidae",1,14.85200461,"lowland_manu","understory","low",1262,1,1,0,0,1,"1","0","0","0",0,0,0,NA,578,"18_10_2011_pantiacolla_Mionectes olivaceus","Mionectes olivaceus","Mionectes_olivaceus",422,NA,422,1262,"Mionectes olivaceus","pantiacolla",NA,18,10,2011,"2011-10-18",NA,2011-10-18,"291"
"539","116148","P11","6148","P116148","Mionectes_oleagineus","Mionectes oleagineus","Mionectes_oleagineus","Tyrannidae",1,11.49915698,"lowland_manu","undersory-midhigh","med",421,1,1,1,0,11,"1","4","6","0",11,0,1,"Mionectes_oleagineus",4216,"18_20_8_2011_pantiacolla_Mionectes oleagineus",NA,"Mionectes_oleagineus",NA,NA,NA,421,"Mionectes oleagineus","pantiacolla",NA,18,8,2011,"2011-8-18","check date",2011-08-18,"230"
"540","110256","P11","256","P110256","Gymnopithys_salvini","Oneillornis salvini","Oneillornis_salvini","Thamnophilidae",0,25.86508475,"lowland_manu","ground","low",415,1,1,1,0,1,"0","0","1","0",1,0,0,"Oneillornis_salvini",575,"18_10_2011_pantiacolla_Gymnopithys salvini","Gymnopithys salvini","Oneillornis_salvini",422,NA,422,415,"Gymnopithys salvini","pantiacolla",NA,18,10,2011,"2011-10-18",NA,2011-10-18,"291"
"541","116167","P11","6169","P116167","Mionectes_oleagineus","Mionectes oleagineus","Mionectes_oleagineus","Tyrannidae",1,11.49915698,"lowland_manu","undersory-midhigh","low",421,1,0,1,0,0,"0","0","0","0",18,0,0,"Mionectes_oleagineus",4218,"18_20_8_2011_pantiacolla_Mionectes oleagineus",NA,"Mionectes_oleagineus",NA,NA,NA,421,"Mionectes oleagineus","pantiacolla",NA,20,8,2011,"2011-8-20","check date",2011-08-20,"232"
"542","110268","P11","268","P110268","Platyrinchus_coronatus","Platyrinchus coronatus","Platyrinchus_coronatus","Tyrannidae",0,9.838095238,"lowland_manu","understory","low",413,0,0,0,0,0,"0","0","0","0",0,0,0,NA,583,"19_10_2011_pantiacolla_Platyrinchus coronatus","Platyrinchus coronatus","Platyrinchus_coronatus",422,NA,422,413,"Platyrinchus coronatus","pantiacolla",NA,19,10,2011,"2011-10-19",NA,2011-10-19,"292"
"543","110269","P11","269","P110269","Lepidothrix_coronata","Lepidothrix coronata","Lepidothrix_coronata","Pipridae",1,9.769768786,"lowland_manu","undersory-midhigh","low",417.5,1,0,1,0,0,"0","0","0","0",1,0,0,"Lepidothrix_coronata",584,"19_10_2011_pantiacolla_Lepidothrix coronata","Lepidothrix coronata","Lepidothrix_coronata",422,NA,422,417.5,"Lepidothrix coronata","pantiacolla",NA,19,10,2011,"2011-10-19",NA,2011-10-19,"292"
"544","110273","P11","273","P110273","Euphonia_xanthogaster","Euphonia xanthogaster","Euphonia_xanthogaster","Thraupidae",1,13.62148594,"lowland_manu","midhigh","low",1337,1,0,1,0,0,"0","0","0","0",19,0,0,"Euphonia_xanthogaster",585,"19_10_2011_pantiacolla_Euphonia xanthogaster","Euphonia xanthogaster","Euphonia_xanthogaster",422,NA,422,1337,"Euphonia xanthogaster","pantiacolla",NA,19,10,2011,"2011-10-19",NA,2011-10-19,"292"
"545","110094","P11","94","P110094","Mionectes_olivaceus","Mionectes olivaceus","Mionectes_olivaceus","Tyrannidae",1,14.85200461,"lowland_manu","understory","low",1262,1,1,0,0,1,"0","0","1","0",0,0,0,NA,4121,"4_10_2011_pantiacolla_Mionectes olivaceus",NA,"Mionectes_olivaceus",NA,NA,NA,1262,"Mionectes olivaceus","pantiacolla",NA,4,10,2011,"2011-10-4",NA,2011-10-04,"277"
"546","115895","P11","5895","P115895","Mionectes_olivaceus","Mionectes olivaceus","Mionectes _olivaceus","Tyrannidae",1,14.85200461,"lowland_manu","understory","med",1262,1,0,1,0,0,"0","0","0","0",2,0,1,"Mionectes _olivaceus",5329,"___pantiacolla_Mionectes olivaceus",NA,"Mionectes_olivaceus",NA,NA,NA,1262,"Mionectes olivaceus","pantiacolla",NA,NA,NA,NA,NA,"check date",NA,NA
"547","110292","P11","292","P110292","Xenops_minutus","Xenops minutus","Xenops_minutus","Furnariidae",1,12.16725806,"lowland_manu","undersory-midhigh","med",414,0,0,0,0,0,"0","0","0","0",0,0,0,NA,593,"21_10_2011_pantiacolla_Xenops minutus","Xenops minutus","Xenops_minutus",398,NA,398,414,"Xenops minutus","pantiacolla",NA,21,10,2011,"2011-10-21",NA,2011-10-21,"294"
"548","110293","P11","293","P110293","Gymnopithys_salvini","Oneillornis salvini","Oneillornis_salvini","Thamnophilidae",0,25.86508475,"lowland_manu","ground","med",415,1,0,1,0,0,"0","0","0","0",1,0,0,"Oneillornis_salvini",589,"21_10_2011_pantiacolla_Gymnopithys salvini","Gymnopithys salvini","Oneillornis_salvini",398,NA,398,415,"Gymnopithys salvini","pantiacolla",NA,21,10,2011,"2011-10-21",NA,2011-10-21,"294"
"549","110294","P11","294","P110294","Terenotriccus_erythrurus","Terenotriccus erythrurus","Terenotriccus_erythrurus","Tyrannidae",1,7.369767442,"lowland_manu","midhigh","low",413,1,0,1,0,0,"0","0","0","0",16,0,0,"Terenotriccus_erythrurus",596,"21_10_2011_pantiacolla_Terenotriccus erythrurus","Terenotriccus erythrurus","Terenotriccus_erythrurus",398,NA,398,413,"Terenotriccus erythrurus","pantiacolla",NA,21,10,2011,"2011-10-21",NA,2011-10-21,"294"
"550","110295","P11","295","P110295","Catharus_ustulatus","Catharus ustulatus","Catharus_ustulatus","Turdidae",0,27.51957672,"lowland_manu","ground-understory","med",1307,1,0,1,0,0,"0","0","0","0",20,0,0,"Catharus_ustulatus",599,"22_10_2011_pantiacolla_Catharus ustulatus","Catharus ustulatus","Catharus_ustulatus",398,NA,398,1307,"Catharus ustulatus","pantiacolla",NA,22,10,2011,"2011-10-22",NA,2011-10-22,"295"
"551","110296","P11","296","P110296","Thamnophilus_schistaceus","Thamnophilus schistaceus","Thamnophilus_schistaceus","Thamnophilidae",1,21.191,"lowland_manu","midhigh","low",439,1,1,1,0,6,"1","1","1","0",15,0,0,"Thamnophilus_schistaceus",603,"22_10_2011_pantiacolla_Thamnophilus schistaceus","Thamnophilus schistaceus","Thamnophilus_schistaceus",398,NA,398,439,"Thamnophilus schistaceus","pantiacolla",NA,22,10,2011,"2011-10-22",NA,2011-10-22,"295"
"552","110307","P11","307","P110307","Myrmoborus_myotherinus","Myrmoborus myotherinus","Myrmoborus_myotherinus","Thamnophilidae",1,20.73168831,"lowland_manu","ground-understory","low",426,0,0,0,0,0,"0","0","0","0",0,0,0,NA,608,"25_10_2011_pantiacolla_Myrmoborus myotherinus","Myrmoborus myotherinus","Myrmoborus_myotherinus",410,NA,410,426,"Myrmoborus myotherinus","pantiacolla",NA,25,10,2011,"2011-10-25",NA,2011-10-25,"298"
"553","110311","P11","311","P110311","Mionectes_oleagineus","Mionectes oleagineus","Mionectes_oleagineus","Tyrannidae",1,11.49915698,"lowland_manu","undersory-midhigh","low",421,1,0,1,0,0,"0","0","0","0",1,0,0,"Mionectes_oleagineus",604,"25_10_2011_pantiacolla_Mionectes oleagineus","Mionectes oleagineus","Mionectes_oleagineus",410,NA,410,421,"Mionectes oleagineus","pantiacolla",NA,25,10,2011,"2011-10-25",NA,2011-10-25,"298"
"554","110312","P11","312","P110312","Mionectes_oleagineus","Mionectes oleagineus","Mionectes_oleagineus","Tyrannidae",1,11.49915698,"lowland_manu","undersory-midhigh","low",421,1,1,0,0,5,"1","1","0","0",0,0,0,NA,605,"25_10_2011_pantiacolla_Mionectes oleagineus","Mionectes oleagineus","Mionectes_oleagineus",410,NA,410,421,"Mionectes oleagineus","pantiacolla",NA,25,10,2011,"2011-10-25",NA,2011-10-25,"298"
"555","110317","P11","317","P110317","Lepidothrix_coronata","Lepidothrix coronata","Lepidothrix_coronata","Pipridae",1,9.769768786,"lowland_manu","undersory-midhigh","low",417.5,1,0,1,0,0,"0","0","0","0",1,0,0,"Lepidothrix_coronata",607,"25_10_2011_pantiacolla_Lepidothrix coronata","Lepidothrix coronata","Lepidothrix_coronata",410,NA,410,417.5,"Lepidothrix coronata","pantiacolla",NA,25,10,2011,"2011-10-25",NA,2011-10-25,"298"
"556","116068","P11","6068","P116068","Mionectes_olivaceus","Mionectes olivaceus","Mionectes_olivaceus","Tyrannidae",1,14.85200461,"lowland_manu","understory","low",1262,1,1,1,0,8,"4","2","2","0",80,0,0,"Mionectes_olivaceus",4206,"14-16_8_2011_pantiacolla_Mionectes olivaceus",NA,"Mionectes_olivaceus",NA,NA,NA,1262,"Mionectes olivaceus","pantiacolla",NA,14,8,2011,"2011-8-14","check date",2011-08-14,"226"
"557","110320","P11","320","P110320","Pipra_fasciicauda","Pipra fasciicauda","Pipra_fasciicauda","Pipridae",1,16.82485876,"lowland_manu","undersory-midhigh","low",413,1,1,0,0,1,"1","0","0","0",0,0,0,NA,611,"26_10_2011_pantiacolla_Pipra fasciicauda","Pipra fasciicauda","Pipra_fasciicauda",410,NA,410,413,"Pipra fasciicauda","pantiacolla",NA,26,10,2011,"2011-10-26",NA,2011-10-26,"299"
"558","110322","P11","322","P110322","Pipra_fasciicauda","Pipra fasciicauda","Pipra_fasciicauda","Pipridae",1,16.82485876,"lowland_manu","undersory-midhigh","med",413,1,0,1,0,0,"0","0","0","0",3,0,0,"Pipra_fasciicauda",612,"26_10_2011_pantiacolla_Pipra fasciicauda","Pipra fasciicauda","Pipra_fasciicauda",410,NA,410,413,"Pipra fasciicauda","pantiacolla",NA,26,10,2011,"2011-10-26",NA,2011-10-26,"299"
"559","110323","P11","323","P110323","Arremon_taciturnus","Arremon taciturnus","Arremon_taciturnus","Emberizidae",1,27.7755,"lowland_manu","ground-understory","low",429,1,1,1,0,1,"0","1","0","0",17,0,1,"Arremon_taciturnus",616,"26_10_2011_pantiacolla_Arremon taciturnus","Arremon taciturnus","Arremon_taciturnus",410,NA,410,429,"Arremon taciturnus","pantiacolla",NA,26,10,2011,"2011-10-26",NA,2011-10-26,"299"
"560","110324","P11","324","P110324","Pipra_fasciicauda","Pipra fasciicauda","Pipra_fasciicauda","Pipridae",1,16.82485876,"lowland_manu","undersory-midhigh","low",413,1,1,0,0,1,"0","1","0","0",0,0,0,NA,613,"26_10_2011_pantiacolla_Pipra fasciicauda","Pipra fasciicauda","Pipra_fasciicauda",410,NA,410,413,"Pipra fasciicauda","pantiacolla",NA,26,10,2011,"2011-10-26",NA,2011-10-26,"299"
"561","110325","P11","325","P110325","Thamnophilus_schistaceus","Thamnophilus schistaceus","Thamnophilus_schistaceus","Thamnophilidae",1,21.191,"lowland_manu","midhigh","low",439,1,0,1,0,0,"0","0","0","0",1,0,0,"Thamnophilus_schistaceus",614,"26_10_2011_pantiacolla_Thamnophilus schistaceus","Thamnophilus schistaceus","Thamnophilus_schistaceus",410,NA,410,439,"Thamnophilus schistaceus","pantiacolla",NA,26,10,2011,"2011-10-26",NA,2011-10-26,"299"
"562","110330","P11","330","P110330","Campylopterus_largipennis","Campylopterus largipennis","Campylopterus_largipennis","Trochilidae",0,8.337727273,"lowland_manu","midhigh","low",457,1,0,1,0,0,"0","0","0","0",24,0,0,"Campylopterus_largipennis",629,"28_10_2011_pantiacolla_Campylopterus largipennis","Campylopterus largipennis","Campylopterus_largipennis",432,NA,432,457,"Campylopterus largipennis","pantiacolla",NA,28,10,2011,"2011-10-28",NA,2011-10-28,"301"
"563","110331","P11","331","P110331","Pipra_fasciicauda","Pipra fasciicauda","Pipra_fasciicauda","Pipridae",1,16.82485876,"lowland_manu","undersory-midhigh","med",413,1,0,1,0,0,"0","0","0","0",7,0,0,"Pipra_fasciicauda",620,"28_10_2011_pantiacolla_Pipra fasciicauda","Pipra fasciicauda","Pipra_fasciicauda",432,NA,432,413,"Pipra fasciicauda","pantiacolla",NA,28,10,2011,"2011-10-28",NA,2011-10-28,"301"
"564","110332","P11","332","P110332","Pipra_fasciicauda","Pipra fasciicauda","Pipra_fasciicauda","Pipridae",1,16.82485876,"lowland_manu","undersory-midhigh","low",413,1,0,1,0,0,"0","0","0","0",6,0,0,"Pipra_fasciicauda",621,"28_10_2011_pantiacolla_Pipra fasciicauda","Pipra fasciicauda","Pipra_fasciicauda",432,NA,432,413,"Pipra fasciicauda","pantiacolla",NA,28,10,2011,"2011-10-28",NA,2011-10-28,"301"
"565","110333","P11","333","P110333","Lepidothrix_coronata","Lepidothrix coronata","Lepidothrix_coronata","Pipridae",1,9.769768786,"lowland_manu","undersory-midhigh","high",417.5,1,0,1,0,0,"0","0","0","0",6,0,1,"Lepidothrix_coronata",622,"28_10_2011_pantiacolla_Lepidothrix coronata","Lepidothrix coronata","Lepidothrix_coronata",432,NA,432,417.5,"Lepidothrix coronata","pantiacolla",NA,28,10,2011,"2011-10-28",NA,2011-10-28,"301"
"566","110334","P11","334","P110334","Turdus_albicollis","Turdus albicollis","Turdus_albicollis","Turdidae",0,50.02123288,"lowland_manu","ground","med",411.5,1,1,1,0,1,"0","0","1","0",6,0,1,"Turdus_albicollis",628,"28_10_2011_pantiacolla_Turdus albicollis","Turdus albicollis","Turdus_albicollis",432,NA,432,411.5,"Turdus albicollis","pantiacolla",NA,28,10,2011,"2011-10-28",NA,2011-10-28,"301"
"567","110338","P11","338","P110338","Mionectes_oleagineus","Mionectes oleagineus","Mionectes_oleagineus","Tyrannidae",1,11.49915698,"lowland_manu","undersory-midhigh","low",421,1,0,1,0,0,"0","0","0","0",3,0,1,"Mionectes_oleagineus",627,"28_10_2011_pantiacolla_Mionectes oleagineus","Mionectes oleagineus","Mionectes_oleagineus",432,NA,432,421,"Mionectes oleagineus","pantiacolla",NA,28,10,2011,"2011-10-28",NA,2011-10-28,"301"
"568","110343","P11","343","P110343","Lepidothrix_coronata","Lepidothrix coronata","Lepidothrix_coronata","Pipridae",1,9.769768786,"lowland_manu","undersory-midhigh","med",417.5,1,0,1,0,0,"0","0","0","0",1,0,1,"Lepidothrix_coronata",623,"28_10_2011_pantiacolla_Lepidothrix coronata","Lepidothrix coronata","Lepidothrix_coronata",432,NA,432,417.5,"Lepidothrix coronata","pantiacolla",NA,28,10,2011,"2011-10-28",NA,2011-10-28,"301"
"569","110346","P11","346","P110346","Arremon_taciturnus","Arremon taciturnus","Arremon_taciturnus","Emberizidae",1,27.7755,"lowland_manu","ground-understory","med",429,1,1,1,0,3,"0","2","1","0",16,0,1,"Arremon_taciturnus",632,"29_10_2011_pantiacolla_Arremon taciturnus","Arremon taciturnus","Arremon_taciturnus",432,NA,432,429,"Arremon taciturnus","pantiacolla",NA,29,10,2011,"2011-10-29",NA,2011-10-29,"302"
"570","110348","P11","348","P110348","Mionectes_oleagineus","Mionectes oleagineus","Mionectes_oleagineus","Tyrannidae",1,11.49915698,"lowland_manu","undersory-midhigh","low",421,1,0,1,0,0,"0","0","0","0",0,0,0,"Mionectes_oleagineus",631,"29_10_2011_pantiacolla_Mionectes oleagineus","Mionectes oleagineus","Mionectes_oleagineus",432,NA,432,421,"Mionectes oleagineus","pantiacolla",NA,29,10,2011,"2011-10-29",NA,2011-10-29,"302"
