"","sample","Sample_label","Sample_No","Full_Label","species_jetz","species_clean","species_binomial","family","sociality","mass_tidy","elevation_cat","foraging_cat","Powder.lvl","elevation_midpoint","ectoparasites_PA","Lice","Mites","Ticks","total_lice","Female","Male","Nimph","Eggs","total_mites","total_mesostigmatidae","total_no_feathers_mites","species_binomial.x","x","ectoparasite_code","species","species_taxonomy_SACC_2021","elevation_all_years","net_elevation","elevation","elevation_midpoint.1","Species_parameters","Station","X","day","month","year","full_date","date_status","date","year_seasonality"
"744","130887","P13","887","P130887","Myrmeciza_hemimelaena","Sciaphylax hemimelaena","Sciaphylax_hemimelaena","Thamnophilidae",0,16.58849057,"lowland_manu","ground-understory","low",818,1,0,1,0,0,"0","0","0","0",1,0,0,"Sciaphylax_hemimelaena",3216,"5_11_2013_pantiacolla_Myrmeciza hemimelaena","Myrmeciza hemimelaena","Sciaphylax_hemimelaena",397,NA,397,818,"Myrmeciza hemimelaena","pantiacolla",NA,5,11,2013,"2013-11-5",NA,2013-11-05,"309"
"745","110004","SP11","4","SP110004","Trichothraupis_melanops","Trichothraupis melanops","Trichothraupis_melanops","Thraupidae",1,24.68761468,"montane_manu","other","high",1387,1,1,1,0,1,"0","0","1","0",58,0,0,"Trichothraupis_melanops",1002,"2_9_2011_san_pedro_Trichothraupis melanops","Trichothraupis melanops","Trichothraupis_melanops",1383,NA,1383,1387,"Trichothraupis melanops","san_pedro",NA,2,9,2011,"2011-9-2",NA,2011-09-02,"245"
"746","121047","SP12","1047","SP121047","Phylloscartes_ophthalmicus","Phylloscartes ophthalmicus","Pogonotriccus_opthalmicus","Tyrannidae",1,9.276296296,"montane_manu","midhigh","low",1371,1,0,1,0,0,"0","0","0","0",4,0,0,"Pogonotriccus_opthalmicus",4630,"29_9_2012_san_pedro_Phylloscartes opthalmicus",NA,"Phylloscartes_ophthalmicus",NA,NA,1337,1371,"Phylloscartes opthalmicus","san_pedro",NA,29,9,2012,"2012-9-29",NA,2012-09-29,"273"
"747","120068","SP12","68","SP120068","Phylloscartes_ophthalmicus","Phylloscartes ophthalmicus","Pogonotriccus_opthalmicus","Tyrannidae",1,9.276296296,"montane_manu","midhigh","low",1371,1,1,0,0,1,"0","1","0","0",0,0,0,NA,4585,"29_6_2012_san_pedro_Phylloscartes opthalmicus",NA,"Phylloscartes_ophthalmicus",NA,NA,1387,1371,"Phylloscartes opthalmicus","san_pedro",NA,29,6,2012,"2012-6-29",NA,2012-06-29,"181"
"748","110027","SP11","27","SP110027","Thripadectes_melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus","Furnariidae",1,45.98929688,"montane_manu","understory","low",1337,1,1,1,0,4,"3","0","1","yes",3,0,0,"Thripadectes_melanorhynchus",1012,"12_9_2011_san_pedro_Thripadectes melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus",1383,NA,1383,1337,"Thripadectes melanorhynchus","san_pedro",NA,12,9,2011,"2011-9-12",NA,2011-09-12,"255"
"749","110036","SP11","36","SP110036","Trichothraupis_melanops","Trichothraupis melanops","Trichothraupis_melanops","Thraupidae",1,24.68761468,"montane_manu","other","low",1387,1,1,0,0,1,"0","0","1","0",0,0,0,NA,930,"16_9_2011_san_pedro_Trichothraupis melanops","Trichothraupis melanops","Trichothraupis_melanops",1387,NA,1387,1387,"Trichothraupis melanops","san_pedro",NA,16,9,2011,"2011-9-16",NA,2011-09-16,"259"
"750","110039","SP11","39","SP110039","Thripadectes_melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus","Furnariidae",1,45.98929688,"montane_manu","understory","low",1337,1,1,1,0,2,"1","0","0","0",2,0,0,"Thripadectes_melanorhynchus",928,"16_9_2011_san_pedro_Thripadectes melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus",1387,NA,1387,1337,"Thripadectes melanorhynchus","san_pedro",NA,16,9,2011,"2011-9-16",NA,2011-09-16,"259"
"751","110038","SP11","38","SP110038","Trichothraupis_melanops","Trichothraupis melanops","Trichothraupis_melanops","Thraupidae",1,24.68761468,"montane_manu","other","low",1387,1,1,1,0,1,"0","1","0","0",1,0,0,"Trichothraupis_melanops",931,"16_9_2011_san_pedro_Trichothraupis melanops","Trichothraupis melanops","Trichothraupis_melanops",1387,NA,1387,1387,"Trichothraupis melanops","san_pedro",NA,16,9,2011,"2011-9-16",NA,2011-09-16,"259"
"752","110048","SP11","48","SP110048","Thripadectes_melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus","Furnariidae",1,45.98929688,"montane_manu","understory","low",1337,0,0,0,0,0,"0","0","0","0",0,0,0,NA,937,"19_9_2011_san_pedro_Thripadectes melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus",1387,NA,1387,1337,"Thripadectes melanorhynchus","san_pedro",NA,19,9,2011,"2011-9-19",NA,2011-09-19,"262"
"753","110069","SP11","69","SP110069","Thripadectes_melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus","Furnariidae",1,45.98929688,"montane_manu","understory","low",1337,1,0,1,0,0,"0","0","0","0",1,0,0,"Thripadectes_melanorhynchus",738,"21_9_2011_san_pedro_Thripadectes melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus",1376,NA,1376,1337,"Thripadectes melanorhynchus","san_pedro",NA,21,9,2011,"2011-9-21",NA,2011-09-21,"264"
"754","110094","SP11","94","SP110094","Cyphorhinus_thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus","Troglodytidae",0,32.136625,"montane_manu","ground","high",1348,1,1,1,0,3,"0","1","2","0",1,0,0,"Cyphorhinus_thoracicus",767,"25_9_2011_san_pedro_Cyphorhinus thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus",1395,NA,1395,1348,"Cyphorhinus thoracicus","san_pedro",NA,25,9,2011,"2011-9-25",NA,2011-09-25,"268"
"755","120074","SP12","74","SP120074","Phylloscartes_ophthalmicus","Phylloscartes ophthalmicus","Pogonotriccus_opthalmicus","Tyrannidae",1,9.276296296,"montane_manu","midhigh","low",1371,1,0,1,0,0,"0","0","0","0",52,0,0,"Pogonotriccus_opthalmicus",4588,"24_6_2012_san_pedro_Phylloscartes opthalmicus",NA,"Phylloscartes_ophthalmicus",NA,NA,NA,1371,"Phylloscartes opthalmicus","san_pedro",NA,24,6,2012,"2012-6-24",NA,2012-06-24,"176"
"756","110042","SP11","42","SP110042","Cyphorhinus_thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus","Troglodytidae",0,32.136625,"montane_manu","ground","low",1348,1,0,1,0,0,"0","0","0","0",34,6,6,"Cyphorhinus_thoracicus",934,"17_9_2011_san_pedro_Cyphorhinus thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus",1387,NA,1387,1348,"Cyphorhinus thoracicus","san_pedro",NA,17,9,2011,"2011-9-17",NA,2011-09-17,"260"
"757","110047","SP11","47","SP110047","Thripadectes_melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus","Furnariidae",1,45.98929688,"montane_manu","understory","low",1337,1,1,1,0,3,"1","1","1","0",2,0,0,"Thripadectes_melanorhynchus",936,"19_9_2011_san_pedro_Thripadectes melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus",1387,NA,1387,1337,"Thripadectes melanorhynchus","san_pedro",NA,19,9,2011,"2011-9-19",NA,2011-09-19,"262"
"758","110126","SP11","126","SP110126","Cyphorhinus_thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus","Troglodytidae",0,32.136625,"montane_manu","ground","low",1348,1,1,1,0,1,"0","1","0","0",7,0,0,"Cyphorhinus_thoracicus",818,"1_10_2011_san_pedro_Cyphorhinus thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus",1362,NA,1362,1348,"Cyphorhinus thoracicus","san_pedro",NA,1,10,2011,"2011-10-1",NA,2011-10-01,"274"
"759","121322","SP12","1322","SP121322","Phylloscartes_ophthalmicus","Phylloscartes ophthalmicus","Pogonotriccus_opthalmicus","Tyrannidae",1,9.276296296,"montane_manu","midhigh","low",1371,1,1,1,0,14,"4","3","7","0",11,0,0,"Pogonotriccus_opthalmicus",4654,"10_11_2012_san_pedro_Phylloscartes opthalmicus",NA,"Phylloscartes_ophthalmicus",NA,NA,1262,1371,"Phylloscartes opthalmicus","san_pedro",NA,10,11,2012,"2012-11-10",NA,2012-11-10,"315"
"760","110320","SP11","320","SP110320","Trichothraupis_melanops","Trichothraupis melanops","Trichothraupis_melanops","Thraupidae",1,24.68761468,"montane_manu","other","low",1387,1,0,1,0,0,"0","0","0","0",4,0,0,"Trichothraupis_melanops",907,"27_10_2011_san_pedro_Trichothraupis melanops","Trichothraupis melanops","Trichothraupis_melanops",1262,NA,1262,1387,"Trichothraupis melanops","san_pedro",NA,27,10,2011,"2011-10-27",NA,2011-10-27,"300"
"761","121333","SP12","1333","SP121333","Phylloscartes_ophthalmicus","Phylloscartes ophthalmicus","Pogonotriccus_opthalmicus","Tyrannidae",1,9.276296296,"montane_manu","midhigh","low",1371,1,1,1,0,4,"0","0","4","0",112,0,0,"Pogonotriccus_opthalmicus",4656,"11_11_2012_san_pedro_Phylloscartes opthalmicus",NA,"Phylloscartes_ophthalmicus",NA,NA,1262,1371,"Phylloscartes opthalmicus","san_pedro",NA,11,11,2012,"2012-11-11",NA,2012-11-11,"316"
"762","120863","P12","863","P120863","Pipra_chloromeros","Ceratopipra chloromeros","Ceratopipra _chloromeros","Pipridae",1,16.72324324,"lowland_manu","undersory-midhigh","very low",416,0,0,0,0,0,"0","0","0","0",0,0,0,NA,4441,"15_8_2012_pantiacolla_Pipra chloromeros",NA,"Ceratopipra_chloromeros",NA,NA,415,416,"Pipra chloromeros","pantiacolla",NA,15,8,2012,"2012-8-15",NA,2012-08-15,"228"
"763","110367","SP11","367","SP110367","Thripadectes_melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus","Furnariidae",1,45.98929688,"montane_manu","understory","med",1337,1,1,1,0,2,"2","0","0","0",1,0,0,"Thripadectes_melanorhynchus",891,"2_11_2011_san_pedro_Thripadectes melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus",1307,NA,1307,1337,"Thripadectes melanorhynchus","san_pedro",NA,2,11,2011,"2011-11-2",NA,2011-11-02,"306"
"764","110034","P11","34","P110034","Pipra_chloromeros","Ceratopipra chloromeros","Ceratopipra _chloromeros","Pipridae",1,16.72324324,"lowland_manu","undersory-midhigh","low",416,1,1,1,0,4,"1","1","2","0",8,0,5,"Ceratopipra _chloromeros",4110,"28_9_2011_pantiacolla_Pipra chloromeros",NA,"Ceratopipra_chloromeros",NA,NA,381,416,"Pipra chloromeros","pantiacolla",NA,28,9,2011,"2011-9-28",NA,2011-09-28,"271"
"765","110053","P11","53","P110053","Pipra_chloromeros","Ceratopipra chloromeros","Ceratopipra _chloromeros","Pipridae",1,16.72324324,"lowland_manu","undersory-midhigh","low",416,1,0,1,0,0,"0","0","0","0",4,0,0,"Ceratopipra _chloromeros",4117,"29_9_2011_pantiacolla_Pipra chloromeros",NA,"Ceratopipra_chloromeros",NA,NA,381,416,"Pipra chloromeros","pantiacolla",NA,29,9,2011,"2011-9-29",NA,2011-09-29,"272"
"766","110110","P11","110","P110110","Pipra_chloromeros","Ceratopipra chloromeros","Ceratopipra _chloromeros","Pipridae",1,16.72324324,"lowland_manu","undersory-midhigh","low",416,0,0,0,0,0,"0","0","0","0",0,0,0,NA,4122,"6_10_2011_pantiacolla_Pipra chloromeros",NA,"Ceratopipra_chloromeros",NA,NA,397,416,"Pipra chloromeros","pantiacolla",NA,6,10,2011,"2011-10-6",NA,2011-10-06,"279"
"767","120061","SP12","61","SP120061","Thripadectes_melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus","Furnariidae",1,45.98929688,"montane_manu","understory","low",1337,1,1,0,0,2,"0","0","0","yes",0,0,0,NA,2226,"26_6_2012_san_pedro_Thripadectes melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus",1387,NA,1387,1337,"Thripadectes melanorhynchus","san_pedro",NA,26,6,2012,"2012-6-26",NA,2012-06-26,"178"
"768","120062","SP12","62","SP120062","Trichothraupis_melanops","Trichothraupis melanops","Trichothraupis_melanops","Thraupidae",1,24.68761468,"montane_manu","other","low",1387,1,0,1,0,0,"0","0","0","0",76,0,0,"Trichothraupis_melanops",2225,"26_6_2012_san_pedro_Trichothraupis melanops","Trichothraupis melanops","Trichothraupis_melanops",1387,NA,1387,1387,"Trichothraupis melanops","san_pedro",NA,26,6,2012,"2012-6-26",NA,2012-06-26,"178"
"769","110122","P11","122","P110122","Pipra_chloromeros","Ceratopipra chloromeros","Ceratopipra _chloromeros","Pipridae",1,16.72324324,"lowland_manu","undersory-midhigh","med",416,1,1,0,0,8,"0","2","0","0",0,0,0,NA,4124,"7_10_2011_pantiacolla_Pipra chloromeros",NA,"Ceratopipra_chloromeros",NA,NA,397,416,"Pipra chloromeros","pantiacolla",NA,7,10,2011,"2011-10-7",NA,2011-10-07,"280"
"770","120670","SP12","670","SP120670","Trichothraupis_melanops","Trichothraupis melanops","Trichothraupis_melanops","Thraupidae",1,24.68761468,"montane_manu","other","low",1387,1,0,1,0,0,"0","0","0","0",7,0,0,"Trichothraupis_melanops",2076,"25_7_2012_san_pedro_Trichothraupis melanops","Trichothraupis melanops","Trichothraupis_melanops",1307,NA,1307,1387,"Trichothraupis melanops","san_pedro",NA,25,7,2012,"2012-7-25",NA,2012-07-25,"207"
"771","120675","SP12","675","SP120675","Lophotriccus_pileatus","Lophotriccus pileatus","Lophotriccus_pileatus","Tyrannidae",0,8.351454545,"montane_manu","midhigh","low",1384.5,0,0,0,0,0,"0","0","0","0",0,0,0,NA,2078,"25_7_2012_san_pedro_Lophotriccus pileatus","Lophotriccus pileatus","Lophotriccus_pileatus",1307,NA,1307,1384.5,"Lophotriccus pileatus","san_pedro",NA,25,7,2012,"2012-7-25",NA,2012-07-25,"207"
"772","110210","P11","210","P110210","Pipra_chloromeros","Ceratopipra chloromeros","Ceratopipra _chloromeros","Pipridae",1,16.72324324,"lowland_manu","undersory-midhigh","low",416,0,0,0,0,0,"0","0","0","0",0,0,0,NA,4131,"14_10_2011_pantiacolla_Pipra chloromeros",NA,"Ceratopipra_chloromeros",NA,NA,438,416,"Pipra chloromeros","pantiacolla",NA,14,10,2011,"2011-10-14",NA,2011-10-14,"287"
"773","110246","P11","246","P110246","Pipra_chloromeros","Ceratopipra chloromeros","Ceratopipra _chloromeros","Pipridae",1,16.72324324,"lowland_manu","undersory-midhigh","low",416,1,1,1,0,5,"0","0","1","0",6,0,0,"Ceratopipra _chloromeros",4137,"18_10_2011_pantiacolla_Pipra chloromeros",NA,"Ceratopipra_chloromeros",NA,NA,422,416,"Pipra chloromeros","pantiacolla",NA,18,10,2011,"2011-10-18",NA,2011-10-18,"291"
"774","110278","P11","278","P110278","Pipra_chloromeros","Ceratopipra chloromeros","Ceratopipra _chloromeros","Pipridae",1,16.72324324,"lowland_manu","undersory-midhigh","low",416,1,1,1,0,9,"1","0","0","0",1,0,0,"Ceratopipra _chloromeros",4144,"19_10_2011_pantiacolla_Pipra chloromeros",NA,"Ceratopipra_chloromeros",NA,NA,422,416,"Pipra chloromeros","pantiacolla",NA,19,10,2011,"2011-10-19",NA,2011-10-19,"292"
"775","120764","SP12","764","SP120764","Trichothraupis_melanops","Trichothraupis melanops","Trichothraupis_melanops","Thraupidae",1,24.68761468,"montane_manu","other","low",1387,1,1,1,0,1,"0","1","0","0",4,0,0,"Trichothraupis_melanops",1676,"10_8_2012_san_pedro_Trichothraupis melanops","Trichothraupis melanops","Trichothraupis_melanops",1395,NA,1395,1387,"Trichothraupis melanops","san_pedro",NA,10,8,2012,"2012-8-10",NA,2012-08-10,"223"
"776","120874","SP12","874","SP120874","Myrmotherula_longicauda","Myrmotherula longicauda","Myrmotherula_longicauda","Thamnophilidae",1,8.21,"montane_manu","midhigh","low",1210,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1666,"30_8_2012_san_pedro_Myrmotherula longicauda","Myrmotherula longicauda","Myrmotherula_longicauda",1376,NA,1376,1210,"Myrmotherula longicauda","san_pedro",NA,30,8,2012,"2012-8-30",NA,2012-08-30,"243"
"777","110356","P11","356","P110356","Pipra_chloromeros","Ceratopipra chloromeros","Ceratopipra _chloromeros","Pipridae",1,16.72324324,"lowland_manu","undersory-midhigh","low",416,0,0,0,0,0,"0","0","0","0",0,0,0,NA,4154,"1_11_2011_pantiacolla_Pipra chloromeros",NA,"Ceratopipra_chloromeros",NA,NA,414,416,"Pipra chloromeros","pantiacolla",NA,1,11,2011,"2011-11-1",NA,2011-11-01,"305"
"778","120772","SP12","772","SP120772","Lophotriccus_pileatus","Lophotriccus pileatus","Lophotriccus_pileatus","Tyrannidae",0,8.351454545,"montane_manu","midhigh","low",1384.5,1,0,1,0,0,"0","0","0","0",1,0,0,"Lophotriccus_pileatus",1679,"10_8_2012_san_pedro_Lophotriccus pileatus","Lophotriccus pileatus","Lophotriccus_pileatus",1395,NA,1395,1384.5,"Lophotriccus pileatus","san_pedro",NA,10,8,2012,"2012-8-10",NA,2012-08-10,"223"
"779","110357","P11","357","P110357","Pipra_chloromeros","Ceratopipra chloromeros","Ceratopipra _chloromeros","Pipridae",1,16.72324324,"lowland_manu","undersory-midhigh","low",416,1,1,1,0,4,"1","0","2","0",10,0,1,"Ceratopipra _chloromeros",4155,"1_11_2011_pantiacolla_Pipra chloromeros",NA,"Ceratopipra_chloromeros",NA,NA,414,416,"Pipra chloromeros","pantiacolla",NA,1,11,2011,"2011-11-1",NA,2011-11-01,"305"
"780","110360","P11","360","P110360","Pipra_chloromeros","Ceratopipra chloromeros","Ceratopipra _chloromeros","Pipridae",1,16.72324324,"lowland_manu","undersory-midhigh","low",416,1,1,1,0,2,"0","0","1","0",38,0,0,"Ceratopipra _chloromeros",4156,"1_11_2011_pantiacolla_Pipra chloromeros",NA,"Ceratopipra_chloromeros",NA,NA,414,416,"Pipra chloromeros","pantiacolla",NA,1,11,2011,"2011-11-1",NA,2011-11-01,"305"
"781","110361","P11","361","P110361","Pipra_chloromeros","Ceratopipra chloromeros","Ceratopipra _chloromeros","Pipridae",1,16.72324324,"lowland_manu","undersory-midhigh","low",416,1,0,1,0,0,"0","0","0","0",53,0,0,"Ceratopipra _chloromeros",4157,"1_11_2011_pantiacolla_Pipra chloromeros",NA,"Ceratopipra_chloromeros",NA,NA,414,416,"Pipra chloromeros","pantiacolla",NA,1,11,2011,"2011-11-1",NA,2011-11-01,"305"
"782","121001","SP12","1001","SP121001","Cyphorhinus_thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus","Troglodytidae",0,32.136625,"montane_manu","ground","low",1348,1,1,1,0,1,"0","1","0","0",7,1,1,"Cyphorhinus_thoracicus",1928,"24_9_2012_san_pedro_Cyphorhinus thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus",1362,NA,1362,1348,"Cyphorhinus thoracicus","san_pedro",NA,24,9,2012,"2012-9-24",NA,2012-09-24,"268"
"783","110412","P11","412","P110412","Pipra_chloromeros","Ceratopipra chloromeros","Ceratopipra _chloromeros","Pipridae",1,16.72324324,"lowland_manu","undersory-midhigh","high",416,1,0,1,0,0,"0","0","0","0",2,0,0,"Ceratopipra _chloromeros",4162,"4_11_2011_pantiacolla_Pipra chloromeros",NA,"Ceratopipra_chloromeros",NA,NA,422,416,"Pipra chloromeros","pantiacolla",NA,4,11,2011,"2011-11-4",NA,2011-11-04,"308"
"784","121002","SP12","1002","SP121002","Thripadectes_melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus","Furnariidae",1,45.98929688,"montane_manu","understory","low",1337,1,1,1,0,20,"5","5","10","0",2,0,0,"Thripadectes_melanorhynchus",1929,"24_9_2012_san_pedro_Thripadectes melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus",1362,NA,1362,1337,"Thripadectes melanorhynchus","san_pedro",NA,24,9,2012,"2012-9-24",NA,2012-09-24,"268"
"785","121019","SP12","1019","SP121019","Thripadectes_melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus","Furnariidae",1,45.98929688,"montane_manu","understory","low",1337,1,1,1,0,6,"1","2","0","0",5,0,1,"Thripadectes_melanorhynchus",1940,"27_9_2012_san_pedro_Thripadectes melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus",1337,NA,1337,1337,"Thripadectes melanorhynchus","san_pedro",NA,27,9,2012,"2012-9-27",NA,2012-09-27,"271"
"786","121022","SP12","1022","SP121022","Trichothraupis_melanops","Trichothraupis melanops","Trichothraupis_melanops","Thraupidae",1,24.68761468,"montane_manu","other","low",1387,1,0,1,0,0,"0","0","0","0",3,0,0,"Trichothraupis_melanops",1952,"27_9_2012_san_pedro_Trichothraupis melanops","Trichothraupis melanops","Trichothraupis_melanops",1337,NA,1337,1387,"Trichothraupis melanops","san_pedro",NA,27,9,2012,"2012-9-27",NA,2012-09-27,"271"
"787","121025","SP12","1025","SP121025","Cyphorhinus_thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus","Troglodytidae",0,32.136625,"montane_manu","ground","low",1348,1,0,1,0,0,"0","0","0","0",20,20,20,"Cyphorhinus_thoracicus",1941,"27_9_2012_san_pedro_Cyphorhinus thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus",1337,NA,1337,1348,"Cyphorhinus thoracicus","san_pedro",NA,27,9,2012,"2012-9-27",NA,2012-09-27,"271"
"788","121031","SP12","1031","SP121031","Cyphorhinus_thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus","Troglodytidae",0,32.136625,"montane_manu","ground","low",1348,1,1,1,0,2,"0","0","2","0",54,16,16,"Cyphorhinus_thoracicus",1942,"27_9_2012_san_pedro_Cyphorhinus thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus",1337,NA,1337,1348,"Cyphorhinus thoracicus","san_pedro",NA,27,9,2012,"2012-9-27",NA,2012-09-27,"271"
"789","121046","SP12","1046","SP121046","Thripadectes_melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus","Furnariidae",1,45.98929688,"montane_manu","understory","low",1337,1,1,1,0,12,"2","3","4","0",2,1,1,"Thripadectes_melanorhynchus",1956,"29_9_2012_san_pedro_Thripadectes melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus",1337,NA,1337,1337,"Thripadectes melanorhynchus","san_pedro",NA,29,9,2012,"2012-9-29",NA,2012-09-29,"273"
"790","121057","SP12","1057","SP121057","Cyphorhinus_thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus","Troglodytidae",0,32.136625,"montane_manu","ground","low",1348,1,0,1,0,0,"0","0","0","0",30,0,0,"Cyphorhinus_thoracicus",1959,"29_9_2012_san_pedro_Cyphorhinus thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus",1337,NA,1337,1348,"Cyphorhinus thoracicus","san_pedro",NA,29,9,2012,"2012-9-29",NA,2012-09-29,"273"
"791","121059","SP12","1059","SP121059","Cyphorhinus_thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus","Troglodytidae",0,32.136625,"montane_manu","ground","none",1348,1,0,1,0,0,"0","0","0","0",2,2,2,"Cyphorhinus_thoracicus",1960,"29_9_2012_san_pedro_Cyphorhinus thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus",1337,NA,1337,1348,"Cyphorhinus thoracicus","san_pedro",NA,29,9,2012,"2012-9-29",NA,2012-09-29,"273"
"792","121064","SP12","1064","SP121064","Cyphorhinus_thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus","Troglodytidae",0,32.136625,"montane_manu","ground","med",1348,1,0,1,0,0,"0","0","0","0",229,0,0,"Cyphorhinus_thoracicus",1961,"29_9_2012_san_pedro_Cyphorhinus thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus",1337,NA,1337,1348,"Cyphorhinus thoracicus","san_pedro",NA,29,9,2012,"2012-9-29",NA,2012-09-29,"273"
"793","121065","SP12","1065","SP121065","Cyphorhinus_thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus","Troglodytidae",0,32.136625,"montane_manu","ground","low",1348,1,0,1,0,0,"0","0","0","0",78,0,0,"Cyphorhinus_thoracicus",1962,"29_9_2012_san_pedro_Cyphorhinus thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus",1337,NA,1337,1348,"Cyphorhinus thoracicus","san_pedro",NA,29,9,2012,"2012-9-29",NA,2012-09-29,"273"
"794","121066","SP12","1066","SP121066","Cyphorhinus_thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus","Troglodytidae",0,32.136625,"montane_manu","ground","low",1348,1,0,1,0,0,"0","0","0","0",85,31,31,"Cyphorhinus_thoracicus",1963,"29_9_2012_san_pedro_Cyphorhinus thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus",1337,NA,1337,1348,"Cyphorhinus thoracicus","san_pedro",NA,29,9,2012,"2012-9-29",NA,2012-09-29,"273"
"795","115955","P11","5955","P115955","Pipra_chloromeros","Ceratopipra chloromeros","Ceratopipra _chloromeros","Pipridae",1,16.72324324,"lowland_manu","undersory-midhigh","med",416,1,1,1,0,7,"0","0","1","0",22,0,0,"Ceratopipra _chloromeros",4182,"10_8_2011_pantiacolla_Pipra chloromeros",NA,"Ceratopipra_chloromeros",NA,NA,397,416,"Pipra chloromeros","pantiacolla",NA,10,8,2011,"2011-8-10",NA,2011-08-10,"222"
"796","116053","P11","6053","P116053","Pipra_chloromeros","Ceratopipra chloromeros","Ceratopipra _chloromeros","Pipridae",1,16.72324324,"lowland_manu","undersory-midhigh","low",416,1,0,1,0,0,"0","0","0","0",16,0,0,"Ceratopipra _chloromeros",4201,"14_8_2011_pantiacolla_Pipra chloromeros",NA,"Ceratopipra_chloromeros",NA,NA,415,416,"Pipra chloromeros","pantiacolla",NA,14,8,2011,"2011-8-14",NA,2011-08-14,"226"
"797","121090","SP12","1090","SP121090","Thripadectes_melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus","Furnariidae",1,45.98929688,"montane_manu","understory","low",1337,1,1,0,0,18,"1","8","3","0",0,0,0,NA,2011,"2_10_2012_san_pedro_Thripadectes melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus",1302,NA,1302,1337,"Thripadectes melanorhynchus","san_pedro",NA,2,10,2012,"2012-10-2",NA,2012-10-02,"276"
"798","121098","SP12","1098","SP121098","Thripadectes_melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus","Furnariidae",1,45.98929688,"montane_manu","understory","low",1337,0,0,0,0,0,"0","0","0","0",0,0,0,NA,2023,"3_10_2012_san_pedro_Thripadectes melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus",1302,NA,1302,1337,"Thripadectes melanorhynchus","san_pedro",NA,3,10,2012,"2012-10-3",NA,2012-10-03,"277"
"799","116054","P11","6054","P116054","Pipra_chloromeros","Ceratopipra chloromeros","Ceratopipra _chloromeros","Pipridae",1,16.72324324,"lowland_manu","undersory-midhigh","med",416,1,1,1,0,10,"1","3","5","0",53,0,0,"Ceratopipra _chloromeros",4202,"14_8_2011_pantiacolla_Pipra chloromeros",NA,"Ceratopipra_chloromeros",NA,NA,415,416,"Pipra chloromeros","pantiacolla",NA,14,8,2011,"2011-8-14",NA,2011-08-14,"226"
