NO#,Collection,Sample label,Sample No. #,Full_Label,Powder lvl,Host genus,Host species,Order,Family,Lice,Mites,Ticks,Other,Host Family,Order2,Date of collection,Country,Province,Locality,Altitude
1063,JEJ,P11,193,P110193,low,Pipra,fasciicauda,Passeriformes,Pipridae,Yes,Yes,No,No,,,,,,,
1064,JEJ,P11,198,P110198,low,Mionectes,oleagineus,Passeriformes,Tyrannidae,No,Yes,No,Yes,,,,,,,
1065,JEJ,P11,200,P110200,high,Oneillornis,salvini,Passeriformes,Thamnophilidae,No,No,No,Yes,,,,,,,
1066,JEJ,P11,203,P110203,low,Mionectes,oleagineus,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
1067,JEJ,P11,207,P110207,high,Pteroglossus,beauharnaisii,Piciformes,Ramphastidae,No,Yes,No,No,,,,,,,
1068,JEJ,P11,208,P110208,med,Pteroglossus,beauharnaisii,Piciformes,Ramphastidae,No,Yes,No,No,,,,,,,
1069,JEJ,P11,210,P110210,low,Ceratopipra ,chloromeros,Passeriformes,Pipridae,No,No,No,No,,,,,,,
1070,JEJ,P11,222,P110222,low,Mionectes,oleagineus,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
1071,JEJ,P11,226,P110226,low,Lepidothrix,coronata,Passeriformes,Pipridae,No,No,No,No,,,,,,,
1072,JEJ,P11,227,P110227,low,Platyrinchus,coronatus,Passeriformes,Tyrannidae,No,No,No,No,,,,,,,
1073,JEJ,P11,228,P110228,low,Pipra,fasciicauda,Passeriformes,Pipridae,Yes,No,No,Yes,,,,,,,
1074,JEJ,P11,232,P110232,low,Automolus,ochrolaemus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
1075,JEJ,P11,243,P110243,low,Mionectes,olivaceus,Passeriformes,Tyrannidae,Yes,No,No,No,,,,,,,
1076,JEJ,P11,246,P110246,low,Ceratopipra ,chloromeros,Passeriformes,Pipridae,Yes,Yes,No,No,,,,,,,
1077,JEJ,P11,256,P110256,low,Oneillornis,salvini,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1078,JEJ,P11,258,P110258,low,Lepidothrix,coronata,Passeriformes,Pipridae,No,Yes,No,No,,,,,,,
1079,JEJ,P11,268,P110268,low,Platyrinchus,coronatus,Passeriformes,Tyrannidae,No,No,No,Yes,,,,,,,
1080,JEJ,P11,269,P110269,low,Lepidothrix,coronata,Passeriformes,Pipridae,No,Yes,No,No,,,,,,,
1081,JEJ,P11,273,P110273,low,Euphonia,xanthogaster,Passeriformes,Fringillidae,No,Yes,No,Yes,,,,,,,
1082,JEJ,P11,275,P110275,low,Dendroma,erythroptera,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
1083,JEJ,P11,278,P110278,low,Ceratopipra ,chloromeros,Passeriformes,Pipridae,Yes,Yes,No,No,,,,,,,
1084,JEJ,P11,292,P110292,med,Xenops,minutus,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
1085,JEJ,P11,293,P110293,med,Oneillornis,salvini,Passeriformes,Thamnophilidae,No,Yes,No,Yes,,,,,,,
1086,JEJ,P11,294,P110294,low,Terenotriccus,erythrurus,Passeriformes,"Tityridae
",No,Yes,No,No,,,,,,,
1087,JEJ,P11,295,P110295,med,Catharus,ustulatus,Passeriformes,Turdidae,No,Yes,No,No,,,,,,,
1088,JEJ,P11,296,P110296,low,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,Yes,Yes,No,Yes,,,,,,,
1089,JEJ,P11,307,P110307,low,Myrmoborus,myotherinus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
1090,JEJ,P11,311,P110311,low,Mionectes,oleagineus,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
1091,JEJ,P11,312,P110312,low,Mionectes,oleagineus,Passeriformes,Tyrannidae,Yes,No,No,No,,,,,,,
1092,JEJ,P11,317,P110317,low,Lepidothrix,coronata,Passeriformes,Pipridae,No,Yes,No,No,,,,,,,
1093,JEJ,P11,318,P110318,low,Epinecrophylla,leucophthalma,Passeriformes,Thamnophilidae,No,no,No,No,,,,,,,
1094,JEJ,P11,320,P110320,low,Pipra,fasciicauda,Passeriformes,Pipridae,Yes,no,No,No,,,,,,,
1095,JEJ,P11,322,P110322,med,Pipra,fasciicauda,Passeriformes,Pipridae,No,Yes,No,Yes,,,,,,,
1096,JEJ,P11,323,P110323,low,Arremon,taciturnus,Passeriformes,Passerellidae,Yes,Yes,No,No,,,,,,,
1097,JEJ,P11,324,P110324,low,Pipra,fasciicauda,Passeriformes,Pipridae,Yes,no,No,No,,,,,,,
1098,JEJ,P11,325,P110325,low,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1099,JEJ,P11,330,P110330,low,Campylopterus,largipennis,Apodiformes,Trochilidae,No,Yes,No,No,,,,,,,
1100,JEJ,P11,331,P110331,med,Pipra,fasciicauda,Passeriformes,Pipridae,No,Yes,No,No,,,,,,,
1101,JEJ,P11,332,P110332,low,Pipra,fasciicauda,Passeriformes,Pipridae,No,Yes,No,Yes,,,,,,,
1102,JEJ,P11,333,P110333,high,Lepidothrix,coronata,Passeriformes,Pipridae,No,Yes,No,No,,,,,,,
1103,JEJ,P11,334,P110334,med,Turdus,albicollis,Passeriformes,Turdidae,Yes,Yes,No,Yes,,,,,,,
1104,JEJ,P11,338,P110338,low,Mionectes,oleagineus,Passeriformes,Tyrannidae,No,Yes,No,Yes,,,,,,,
1105,JEJ,P11,343,P110343,med,Lepidothrix,coronata,Passeriformes,Pipridae,No,Yes,No,No,,,,,,,
1106,JEJ,P11,346,P110346,med,Arremon,taciturnus,Passeriformes,Passerellidae,Yes,Yes,No,No,,,,,,,
1107,JEJ,P11,348,P110348,low,Mionectes,oleagineus,Passeriformes,Tyrannidae,No,Yes,No,Yes,,,,,,,
1108,JEJ,P11,356,P110356,low,Ceratopipra ,chloromeros,Passeriformes,Pipridae,No,No,No,No,,,,,,,
1109,JEJ,P11,357,P110357,low,Ceratopipra ,chloromeros,Passeriformes,Pipridae,Yes,Yes,No,No,,,,,,,
1110,JEJ,P11,359,P110359,low,Arremon,taciturnus,Passeriformes,Passerellidae,No,No,No,Yes,,,,,,,
1111,JEJ,P11,360,P110360,low,Ceratopipra ,chloromeros,Passeriformes,Pipridae,Yes,Yes,No,Yes,,,,,,,
1112,JEJ,P11,361,P110361,low,Ceratopipra ,chloromeros,Passeriformes,Pipridae,No,Yes,No,Yes,,,,,,,
1113,JEJ,P11,364,P110364,high,Aulacorhynchus,prasinus,Piciformes,Ramphastidae,No,Yes,No,Yes,,,,,,,
1114,JEJ,P11,367,P110367,low,Xenops,minutus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
1115,JEJ,P11,368,P110368,med,Pipra,fasciicauda,Passeriformes,Pipridae,Yes,No,No,No,,,,,,,
1116,JEJ,P11,373,P110373,low,Tangara,schrankii,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
1117,JEJ,P11,375,P110375,low,Mionectes,oleagineus,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
1118,JEJ,P11,376,P110376,low,Automolus,subulatus,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
1119,JEJ,P11,386,P110386,low,Neoctantes,niger,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
1120,JEJ,P11,392,P110392,low,Catharus,ustulatus,Passeriformes,Turdidae,No,Yes,No,No,,,,,,,
1121,JEJ,P11,393,P110393,low,Pipra,fasciicauda,Passeriformes,Pipridae,No,No,No,No,,,,,,,
1122,JEJ,P11,396,P110396,low,Epinecrophylla,erythrura,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1123,JEJ,P11,399,P110399,low,Mionectes,macconnelli,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1124,JEJ,P11,402,P110402,low,Catharus,ustulatus,Passeriformes,Turdidae,No,Yes,No,No,,,,,,,
1125,JEJ,P11,404,P110404,low,Mionectes,oleagineus,Passeriformes,Tyrannidae,No,Yes,No,Yes,,,,,,,
1126,JEJ,P11,405,P110405,med,Cyanoloxia,cyanoides,Passeriformes,Cardinalidae,No,Yes,No,No,,,,,,,
1127,JEJ,P11,412,P110412,high,Ceratopipra ,chloromeros,Passeriformes,Pipridae,No,Yes,No,No,,,,,,,
1128,JEJ,P11,417,P110417,low,Geotrygon,montana,Columbiformes,"Columbidae
",Yes,Yes,No,No,,,,,,,
1129,JEJ,P11,418,P110418,low,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1130,JEJ,P11,420,P110420,low,Mionectes,macconnelli,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1131,JEJ,P11,421,P110421,med,Trogon,violaceus,Trogoniformes,Trogonidae,No,No,No,Yes,,,,,,,
1132,JEJ,P11,422,P110422,low,Lepidothrix,coronata,Passeriformes,Pipridae,No,Yes,No,Yes,,,,,,,
1133,JEJ,P11,424,P110424,med,Saltator,maximus,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
1134,JEJ,P11,425,P110425,med,Pipra,fasciicauda,Passeriformes,Pipridae,No,No,No,Yes,,,,,,,
1135,JEJ,P11,5895,P115895,med,Mionectes ,olivaceus,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
1136,JEJ,P11,5906,P115906,high,Mionectes,macconnelli,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1137,JEJ,P11,5910,P115910,high,Cyanoloxia,cyanoides,Passeriformes,Cardinalidae,No,Yes,No,No,,,,,,,
1138,JEJ,P11,5919,P115919,high,Mionectes,olivaceus,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1139,JEJ,P11,5925,P115925,med,Phlegopsis,nigromaculata,Passeriformes,Thamnophilidae,Yes,Yes,No,Yes,,,,,,,
1140,JEJ,P11,5929,P115929,high,Automolus,melanopezus,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
1141,JEJ,P11,5932,P115932,high,Mionectes,macconnelli,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
1142,JEJ,P11,5935,P115935,med,Xenops,minutus,Passeriformes,Furnariidae,No,Yes,No,Yes,,,,,,,
1143,JEJ,P11,5936,P115936,med,Sclerurus,mexicanus,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
1144,JEJ,P11,5937,P115937,low,Syndactyla ,ucayalae,Passeriformes,"Furnariidae
",Yes,Yes,No,Yes,,,,,,,
1145,JEJ,P11,5940,P115940,low,Percnostola,goeldii,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1146,JEJ,P11,5942,P115942,low,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1147,JEJ,P11,5944,P115944,med,Mionectes,macconnelli,Passeriformes,Tyrannidae,Yes,Yes,No,Yes,,,,,,,
1148,JEJ,P11,5945,P115945,low,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1149,JEJ,P11,5948,P115948,med,Terenotriccus,erythrurus,Passeriformes,"Tityridae
",Yes,Yes,No,No,,,,,,,
1150,JEJ,P11,5950,P115950,low,Oneillornis,salvini,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1151,JEJ,P11,5952,P115952,low,Pipra,fasciicauda,Passeriformes,Pipridae,Yes,Yes,No,No,,,,,,,
1152,JEJ,P11,5955,P115955,med,Ceratopipra ,chloromeros,Passeriformes,Pipridae,Yes,Yes,No,No,,,,,,,
1153,JEJ,P11,5956,P115956,low,Pipra,fasciicauda,Passeriformes,Pipridae,Yes,Yes,No,Yes,,,,,,,
1154,JEJ,P11,5958,P115958,low,Mionectes,oleagineus,Passeriformes,Tyrannidae,Yes,Yes,No,Yes,,,,,,,
1155,JEJ,P11,5959,P115959,high,Mionectes,macconnelli,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1156,JEJ,P11,5960,P115960,med,Mionectes,macconnelli,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1157,JEJ,P11,5964,P115964,high,Pipra,fasciicauda,Passeriformes,Pipridae,Yes,Yes,No,No,,,,,,,
1158,JEJ,P11,5984,P115984,med,Cyphorhinus,arada,Passeriformes,Troglodytidae,No,Yes,No,No,,,,,,,
1159,JEJ,P11,5991,P115991,low,Percnostola,goeldii,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1160,JEJ,P11,5993,P115993,low,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1161,JEJ,P11,5997,P115997,low,Ramphastos,tucanus,Passeriformes,Ramphastidae,Yes,No,No,No,,,,,,,
1162,JEJ,P11,5999,P115999,low,Anabazenops,dorsalis,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
1163,JEJ,P11,6004,P116004,med,Mionectes,macconnelli,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1164,JEJ,P11,6005,P116005,med,Oneillornis,salvini,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1165,JEJ,P11,6007,P116007,med,Mionectes,oleagineus,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
1166,JEJ,P11,6012,P116012,high,Pipra,fasciicauda,Passeriformes,Pipridae,Yes,Yes,No,Yes,,,,,,,
1167,JEJ,P11,6013,P116013,low,Lepidothrix,coronata,Passeriformes,Pipridae,Yes,Yes,No,Yes,,,,,,,
1168,JEJ,P11,6014,P116014,med,Pipra,fasciicauda,Passeriformes,Pipridae,Yes,Yes,No,Yes,,,,,,,
1169,JEJ,P11,6019,P116019,high,Mionectes,macconnelli,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1170,JEJ,P11,6022,P116022,med,Pipra,fasciicauda,Passeriformes,Pipridae,Yes,Yes,No,No,,,,,,,
1171,JEJ,P11,6030,P116030,low,Myrmoborus,myotherinus,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1172,JEJ,P11,6034,P116034,high,Dendroma,rufa,Passeriformes,"Furnariidae
",Yes,Yes,No,No,,,,,,,
1173,JEJ,P11,6037,P116037,low,Epinecrophylla,leucophthalma,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1174,JEJ,P11,6041,P116041,low,Arremon,taciturnus,Passeriformes,Passerellidae,Yes,Yes,No,No,,,,,,,
1175,JEJ,P11,6043,P116043,low,Myrmoborus,myotherinus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1176,JEJ,P11,6048,P116048,med,Deconychura,longicauda,Passeriformes,"Furnariidae
",No,Yes,Yes,No,,,,,,,
1177,JEJ,P11,6049,P116049,med,Piprites,chloris,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
1178,JEJ,P11,6051,P116051,med,Lepidothrix,coronata,Passeriformes,Pipridae,No,Yes,No,No,,,,,,,
1179,JEJ,P11,6053,P116053,low,Ceratopipra ,chloromeros,Passeriformes,Pipridae,No,Yes,No,No,,,,,,,
1180,JEJ,P11,6054,P116054,med,Ceratopipra ,chloromeros,Passeriformes,Pipridae,Yes,Yes,No,No,,,,,,,
1181,JEJ,P11,6057,P116057,med,Automolus,infuscatus,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
1182,JEJ,P11,6058,P116058,med,Habia,rubica,Passeriformes,Cardinalidae,Yes,Yes,No,No,,,,,,,
1183,JEJ,P11,6059,P116059,low,Laniocera,hypopyrra,Passeriformes,"Tityridae
",Yes,Yes,No,No,,,,,,,
1184,JEJ,P11,6068,P116068,low,Mionectes,olivaceus,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1185,JEJ,P11,6079,P116079,low,Oneillornis,salvini,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1186,JEJ,P11,6082,P116082,low,Conopophaga,peruviana,Passeriformes,Conopophagidae,Yes,Yes,No,No,,,,,,,
1187,JEJ,P11,6085,P116085,low,Habia,rubica,Passeriformes,Cardinalidae,Yes,Yes,No,No,,,,,,,
1188,JEJ,P11,6089,P116089,med,Deconychura,longicauda,Passeriformes,"Furnariidae
",No,No,No,No,,,,,,,
1189,JEJ,P11,6092,P116092,med,Dichrozona,cincta,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1190,JEJ,P11,6094,P116094,med,Mionectes,macconnelli,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1191,JEJ,P11,6096,P116096,high,Xenops,minutus,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
1192,JEJ,P11,6097,P116097,low,Xenops,minutus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
1193,JEJ,P11,6110,P116110,med,Mionectes,olivaceus,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1194,JEJ,P11,6120,P116120,med,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1195,JEJ,P11,6111,P116111,low,Pipra,fasciicauda,Passeriformes,Pipridae,Yes,Yes,No,No,,,,,,,
1196,JEJ,P11,6112,P116112,med,Mionectes,macconnelli,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1197,JEJ,P11,6115,P116115,med,Arremon,taciturnus,Passeriformes,Passerellidae,Yes,Yes,No,No,,,,,,,
1198,JEJ,P11,6116,P116116,low,Myrmoborus,lophotes,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1199,JEJ,P11,6121,P116121,low,Pipra,fasciicauda,Passeriformes,Pipridae,Yes,Yes,No,Yes,,,,,,,
1200,JEJ,P11,6123,P116123,med,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,Yes,No,No,No,,,,,,,
1201,JEJ,P11,6131,P116131,low,Laniocera,hypopyrra,Passeriformes,"Tityridae
",Yes,Yes,No,No,,,,,,,
1202,JEJ,P11,6142,P116142,low,Mionectes,olivaceus,Passeriformes,Tyrannidae,No,No,No,No,,,,,,,
1203,JEJ,P11,6150,P116150,low,Oneillornis,salvini,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1204,JEJ,P11,6151,P116151,med,Oneillornis,salvini,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1205,JEJ,P11,6152,P116152,high,Oneillornis,salvini,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1206,JEJ,P11,6206,P116206,low,Sciaphylax,hemimelaena,Passeriformes,Thamnophilidae,Yes,Yes,No,Yes,,,,,,,
1207,JEJ,P11,6215,P116215,high,Oneillornis,salvini,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1208,JEJ,P11,6254,P116254,low,Automolus,ochrolaemus,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
1209,JEJ,P11,6261,P116261,med,Deconychura,longicauda,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
1210,JEJ,P11,6276,P116276,low,Automolus,ochrolaemus,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
1211,JEJ,P11,6287,P116287,low,Automolus,ochrolaemus,Passeriformes,Furnariidae,Yes,Yes,No,Yes,,,,,,,
1212,JEJ,P11,6303,P116303,high,Rhytipterna,simplex,Passeriformes,Tyrannidae,Yes,No,No,No,,,,,,,
1213,JEJ,P11,6325,P116325,high,Oneillornis,salvini,Passeriformes,Thamnophilidae,No,Yes,No,Yes,,,,,,,
1214,JEJ,P11,6336,P116336,low,Myrmotherula,longipennis,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
1215,JEJ,P12,612,P120612,low,Percnostola,goeldii,Passeriformes,Thamnophilidae,Yes,No,No,No,,,,,,,
1216,JEJ,P12,615,P120615,low,Arremon,taciturnus,Passeriformes,Passerellidae,No,Yes,No,No,,,,,,,
1217,JEJ,P12,621,P120621,low,Sciaphylax,hemimelaena,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1218,JEJ,P12,629,P120629,low,Percnostola,goeldii,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1219,JEJ,P12,666,P120666,low,Tangara,schrankii,Passeriformes,Thraupidae,No,No,No,No,,,,,,,
1220,JEJ,P12,703,P120703,low,Glyphorynchus,spirurus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
1221,JEJ,P12,676,P120676,low,Phlegopsis,nigromaculata,Passeriformes,Thamnophilidae,No,Yes,No,Yes,,,,,,,
1222,JEJ,P12,685,P120685,low,Myrmotherula,menetriesii,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1223,JEJ,P12,695,P120695,low,Myrmotherula,longipennis,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1224,JEJ,P12,711,P120711,low,Automolus,ochrolaemus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
1225,JEJ,P12,712,P120712,low,Habia,rubica,Passeriformes,Cardinalidae,No,Yes,No,No,,,,,,,
1226,JEJ,P12,715,P120715,low,Automolus,ochrolaemus,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
1227,JEJ,P12,716,P120716,low,Pipra,fasciicauda,Passeriformes,Pipridae,No,Yes,No,No,,,,,,,
1228,JEJ,P12,713,P120713,low,Habia,rubica,Passeriformes,Cardinalidae,Yes,No,No,No,,,,,,,
1229,JEJ,P12,744,P120744,low,Terenotriccus,erythrurus,Passeriformes,"Tityridae
",No,Yes,No,No,,,,,,,
1230,JEJ,P12,752,P120752,low,Oneillornis,salvini,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
1231,JEJ,P12,769,P120769,low,Phlegopsis,nigromaculata,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
1232,JEJ,P12,779,P120779,low,Arremon,taciturnus,Passeriformes,Passerellidae,No,Yes,No,No,,,,,,,
1233,JEJ,P12,795,P120795,low,Xiphorhynchus,elegans,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
1234,JEJ,P12,783,P120783,low,XIphorhynchus,elegans,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
1235,JEJ,P12,790,P120790,none,Arremon,taciturnus,Passeriformes,Passerellidae,No,Yes,No,No,,,,,,,
1236,JEJ,P12,799,P120799,low,Myrmotherula,menetriesii,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1237,JEJ,P12,800,P120800,low,Automolus,ochrolaemus,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
1238,JEJ,P12,814,P120814,low,Habia,rubica,Passeriformes,Cardinalidae,No,Yes,No,No,,,,,,,
1239,JEJ,P12,850,P120850,low,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,No,No,No,Yes,,,,,,,
1240,JEJ,P12,870,P120870,low,Ramphotrigon,fuscicauda,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
1241,JEJ,P12,913,P120913,low,Habia,rubica,Passeriformes,Cardinalidae,Yes,Yes,No,No,,,,,,,
1242,JEJ,P12,920,P120920,low,Arremon,taciturnus,Passeriformes,Passerellidae,No,Yes,No,No,,,,,,,
1243,JEJ,P12,964,P120964,low,Oneillornis,salvini,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
1244,JEJ,P12,1005,P121005,med,Tangara,schrankii,Passeriformes,Thraupidae,No,No,No,Yes,,,,,,,
1245,JEJ,P12,1042,P121042,low,Arremon,taciturnus,Passeriformes,Passerellidae,No,Yes,No,No,,,,,,,
1246,JEJ,P12,1064,P121064,low,Tangara,schrankii,Passeriformes,Thraupidae,No,No,No,No,,,,,,,
1247,JEJ,P12,1135,P121135,low,Phlegopsis,nigromaculata,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1248,JEJ,P12,1354,P121354,low,Arremon,taciturnus,Passeriformes,Passerellidae,No,No,No,No,,,,,,,
1249,JEJ,P12,1399,P121399,low,Xiphorhynchus,elegans,Passeriformes,Furnariidae,No,Yes,Yes,No,,,,,,,
1250,JEJ,P12,1417,P121417,low,Arremon,taciturnus,Passeriformes,Passerellidae,Yes,Yes,No,No,,,,,,,
1251,JEJ,P12,1426,P121426,low,Habia,rubica,Passeriformes,Cardinalidae,No,No,No,No,,,,,,,
1252,JEJ,P12,1430,P121430,low,Arremon,taciturnus,Passeriformes,Passerellidae,No,Yes,No,No,,,,,,,
1253,JEJ,P12,1467,P121467,low,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
1254,JEJ,P12,1508,P121508,low,Oneillornis,salvini,Passeriformes,Thamnophilidae,No,Yes,No,Yes,,,,,,,
1255,JEJ,P12,1511,P121511,low,Myiobius,barbatus,Passeriformes,"Tityridae
",No,No,No,No,,,,,,,
1256,JEJ,P12,1575,P121575,low,Tangara,schrankii,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
1257,JEJ,P12,1580,P121580,low,Terenotriccus,erythrurus,Passeriformes,"Tityridae
",No,Yes,No,Yes,,,,,,,
1258,JEJ,P12,1593,P121593,low,Myrmotherula,longipennis,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
1259,JEJ,P12,1775,P121775,low,Phaethornis,koepckeae,Apodiformes,Trochilidae,Yes,No,No,No,,,,,,,
1260,JEJ,P12,1756,P121756,low,Arremon,taciturnus,Passeriformes,Passerellidae,No,No,No,No,,,,,,,
1261,JEJ,P12,1798,P121798,low,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
1262,JEJ,P13,2,P130002,low,Rhytipterna,simplex,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1263,JEJ,P13,3,P130003,low,Oneillornis,salvini,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1264,JEJ,P13,60,P130060,low,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1265,JEJ,P13,298,P130298,med,Oneillornis,salvini,Passeriformes,Thamnophilidae,Yes,Yes,No,Yes,,,,,,,
1266,JEJ,P13,269,P130269,med,Arremon,taciturnus,Passeriformes,Passerellidae,Yes,Yes,No,No,,,,,,,
1267,JEJ,P13,182,P130182,low,Oneillornis,salvini,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1268,JEJ,P13,67,P130067,low,Thamnophilus,schistaceus,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1269,JEJ,P13,131,P130131,low,Arremon,taciturnus,Passeriformes,Passerellidae,Yes,Yes,No,No,,,,,,,
1270,JEJ,P13,155,P130155,low,Oneillornis,salvini,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1271,JEJ,P13,180,P130180,low,Oneillornis,salvini,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1272,JEJ,SP12,1342,SP121342,low,Myrmotherula,schisticolor,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1273,JEJ,SP12,1402,SP121402,low,Myiothlypis,coronata,Passeriformes,Parulidae,Yes,Yes,No,No,,,,,,,
1274,JEJ,SP12,1325,SP121325,low,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,No,Yes,No,No,,,,,,,
1275,JEJ,P13,335,P130335,low,Sciaphylax,hemimelaena,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
1276,JEJ,P13,332,P130332,low,Deconychura,longicauda,Passeriformes,"Furnariidae
",No,No,No,No,,,,,,,
1277,JEJ,P13,334,P130334,med,Rhytipterna,simplex,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
1278,JEJ,P13,351,P130351,med,Arremon,taciturnus,Passeriformes,Passerellidae,Yes,Yes,No,No,,,,,,,
