NO.,Collection,Sample.label,Sample.No...,Full_Label,Powder.lvl,species_binomial,Order,Family,Lice,Mites,Ticks,Other,Host.Family,Order2,Date.of.collection,Country,Province,Locality,Altitude,species_clean,mass_tidy,bill_tidy,wing_tidy,tail_tidy,wing_index_tidy,tarsus_tidy,sociality,ForStrat_ground,ForStrat_understory,ForStrat_midhigh,ForStrat_canopy,species_jetz,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,foraging_cat,elevation_cat,sample
1092,JEJ,P11,317,P110317,low,Lepidothrix_coronata,Passeriformes,Pipridae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Lepidothrix coronata,9.769768786,6.224307229,56.94444444,26.6,17.9,14.2,1,0,50,50,0,Lepidothrix coronata,6346,Lepidothrix_coronata,Pipridae,Manakins,Manakins,Blue-crowned Manakin,bow06346,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110317
1093,JEJ,P11,318,P110318,low,Epinecrophylla_leucophthalma,Passeriformes,Thamnophilidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Epinecrophylla leucophthalma,10.10645161,8.955151515,49.82352941,39.1,16.2,15.9,1,0,80,20,0,Epinecrophylla leucophthalma,6480,Epinecrophylla_leucophthalma,Thamnophilidae,Antbirds,Antbirds,White-eyed Antwren,bow06480,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,110318
1094,JEJ,P11,320,P110320,low,Pipra_fasciicauda,Passeriformes,Pipridae,1,0,0,No,NA,NA,NA,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110320
1095,JEJ,P11,322,P110322,med,Pipra_fasciicauda,Passeriformes,Pipridae,0,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110322
1096,JEJ,P11,323,P110323,low,Arremon_taciturnus,Passeriformes,Passerellidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Arremon taciturnus,27.7755,10.00218182,73.3880597,61.3,10.9,23.8,1,50,50,0,0,Arremon taciturnus,12615,Arremon_taciturnus,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Pectoral Sparrow,bow12615,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_iquitos,110323
1097,JEJ,P11,324,P110324,low,Pipra_fasciicauda,Passeriformes,Pipridae,1,0,0,No,NA,NA,NA,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110324
1098,JEJ,P11,325,P110325,low,Thamnophilus_schistaceus,Passeriformes,Thamnophilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Thamnophilus schistaceus,21.191,11.22071429,64.3125,51.8,13.2,20.1,1,0,20,80,0,Thamnophilus schistaceus,6424,Thamnophilus_schistaceus,Thamnophilidae,Antbirds,Antbirds,Plain-winged Antshrike,bow06424,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,110325
1099,JEJ,P11,330,P110330,low,Campylopterus_largipennis,Apodiformes,Trochilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Campylopterus largipennis,8.337727273,24.65652174,72.57692308,47,61.1,5.6,0,0,40,60,0,Campylopterus largipennis,2503,Campylopterus_largipennis,Trochilidae,Hummingbirds,Hummingbirds,Grey-breasted Sabrewing,bow02503,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,midhigh,lowland_iquitos,110330
1100,JEJ,P11,331,P110331,med,Pipra_fasciicauda,Passeriformes,Pipridae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110331
1101,JEJ,P11,332,P110332,low,Pipra_fasciicauda,Passeriformes,Pipridae,0,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110332
1102,JEJ,P11,333,P110333,high,Lepidothrix_coronata,Passeriformes,Pipridae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Lepidothrix coronata,9.769768786,6.224307229,56.94444444,26.6,17.9,14.2,1,0,50,50,0,Lepidothrix coronata,6346,Lepidothrix_coronata,Pipridae,Manakins,Manakins,Blue-crowned Manakin,bow06346,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110333
1103,JEJ,P11,334,P110334,med,Turdus_albicollis,Passeriformes,Turdidae,1,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Turdus albicollis,50.02123288,11.26238806,104.8428571,90,21.2,30,0,80,0,20,0,Turdus albicollis,9003,Turdus_albicollis,M5,Thrushes,"Thrushes, Dippers, Chats, Old World Flycatchers",White-necked Thrush,bow09003,BL3,Turdidae,Thrushes,178,PASSERIFORMES,PASSERIFORMES,Passeri,ground,lowland_iquitos,110334
1104,JEJ,P11,338,P110338,low,Mionectes_oleagineus,Passeriformes,Tyrannidae,0,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Mionectes oleagineus,11.49915698,7.792196721,60.54227405,48.2,17.1,16,1,0,50,50,0,Mionectes oleagineus,5763,Mionectes_oleagineus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ochre-bellied Flycatcher,bow05763,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110338
1105,JEJ,P11,343,P110343,med,Lepidothrix_coronata,Passeriformes,Pipridae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Lepidothrix coronata,9.769768786,6.224307229,56.94444444,26.6,17.9,14.2,1,0,50,50,0,Lepidothrix coronata,6346,Lepidothrix_coronata,Pipridae,Manakins,Manakins,Blue-crowned Manakin,bow06346,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110343
1106,JEJ,P11,346,P110346,med,Arremon_taciturnus,Passeriformes,Passerellidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Arremon taciturnus,27.7755,10.00218182,73.3880597,61.3,10.9,23.8,1,50,50,0,0,Arremon taciturnus,12615,Arremon_taciturnus,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Pectoral Sparrow,bow12615,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_iquitos,110346
1107,JEJ,P11,348,P110348,low,Mionectes_oleagineus,Passeriformes,Tyrannidae,0,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Mionectes oleagineus,11.49915698,7.792196721,60.54227405,48.2,17.1,16,1,0,50,50,0,Mionectes oleagineus,5763,Mionectes_oleagineus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ochre-bellied Flycatcher,bow05763,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110348
1108,JEJ,P11,356,P110356,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110356
1108,JEJ,P11,356,P110356,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110356
1108,JEJ,P11,356,P110356,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110356
1108,JEJ,P11,356,P110356,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110356
1108,JEJ,P11,356,P110356,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110356
1108,JEJ,P11,356,P110356,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110356
1109,JEJ,P11,357,P110357,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110357
1109,JEJ,P11,357,P110357,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110357
1109,JEJ,P11,357,P110357,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110357
1109,JEJ,P11,357,P110357,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110357
1109,JEJ,P11,357,P110357,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110357
1109,JEJ,P11,357,P110357,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110357
1110,JEJ,P11,359,P110359,low,Arremon_taciturnus,Passeriformes,Passerellidae,0,0,0,Yes,NA,NA,NA,NA,NA,NA,NA,Arremon taciturnus,27.7755,10.00218182,73.3880597,61.3,10.9,23.8,1,50,50,0,0,Arremon taciturnus,12615,Arremon_taciturnus,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Pectoral Sparrow,bow12615,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_iquitos,110359
1111,JEJ,P11,360,P110360,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,1,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110360
1111,JEJ,P11,360,P110360,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,1,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110360
1111,JEJ,P11,360,P110360,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,1,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110360
1111,JEJ,P11,360,P110360,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,1,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110360
1111,JEJ,P11,360,P110360,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,1,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110360
1111,JEJ,P11,360,P110360,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,1,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110360
1112,JEJ,P11,361,P110361,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,0,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110361
1112,JEJ,P11,361,P110361,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,0,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110361
1112,JEJ,P11,361,P110361,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,0,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110361
1112,JEJ,P11,361,P110361,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,0,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110361
1112,JEJ,P11,361,P110361,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,0,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110361
1112,JEJ,P11,361,P110361,low,Ceratopipra _chloromeros,Passeriformes,Pipridae,0,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110361
1114,JEJ,P11,367,P110367,low,Xenops_minutus,Passeriformes,Furnariidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Xenops minutus,12.16725806,10.44927273,61.44827586,49.2,22.1,14.7,1,0,50,50,0,Xenops minutus,6880,Xenops_minutus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain Xenops,bow06880,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110367
1115,JEJ,P11,368,P110368,med,Pipra_fasciicauda,Passeriformes,Pipridae,1,0,0,No,NA,NA,NA,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110368
1116,JEJ,P11,373,P110373,low,Tangara_schrankii,Passeriformes,Thraupidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Tangara schrankii,19.85320755,7.328113208,67.51923077,40.8,24.1,17.5,1,0,0,60,40,Tangara schrankii,13018,Tangara_schrankii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Green-and-gold Tanager,bow13018,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,lowland_iquitos,110373
1117,JEJ,P11,375,P110375,low,Mionectes_oleagineus,Passeriformes,Tyrannidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Mionectes oleagineus,11.49915698,7.792196721,60.54227405,48.2,17.1,16,1,0,50,50,0,Mionectes oleagineus,5763,Mionectes_oleagineus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ochre-bellied Flycatcher,bow05763,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110375
1118,JEJ,P11,376,P110376,low,Automolus_subulatus,Passeriformes,Furnariidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Automolus subulatus,28.85,15.55466667,78.23529412,69.3,19,20.1,1,0,50,50,0,Hyloctistes subulatus,6829,Hyloctistes_subulatus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Striped Woodhaunter,bow06829,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110376
1119,JEJ,P11,386,P110386,low,Neoctantes_niger,Passeriformes,Thamnophilidae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Neoctantes niger,35.6,12.525,77.5,54.3,10.7,23.9,0,0,30,70,0,Neoctantes niger,6445,Neoctantes_niger,Thamnophilidae,Antbirds,Antbirds,Black Bushbird,bow06445,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,110386
1120,JEJ,P11,392,P110392,low,Catharus_ustulatus,Passeriformes,Turdidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Catharus ustulatus,27.51957672,8.9580625,97.05208333,68.3,31.8,29.6,0,50,50,0,0,Catharus ustulatus,8906,Catharus_ustulatus,M5,Thrushes,"Thrushes, Dippers, Chats, Old World Flycatchers",Swainson's Thrush,bow08906,BL3,Turdidae,Thrushes,178,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_iquitos,110392
1121,JEJ,P11,393,P110393,low,Pipra_fasciicauda,Passeriformes,Pipridae,0,0,0,No,NA,NA,NA,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110393
1122,JEJ,P11,396,P110396,low,Epinecrophylla_erythrura,Passeriformes,Thamnophilidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Epinecrophylla erythrura,10.562,9.088888889,52.8,43.8,13.5,15.7,1,0,20,80,0,Epinecrophylla erythrura,6485,Epinecrophylla_erythrura,Thamnophilidae,Antbirds,Antbirds,Rufous-tailed Antwren,bow06485,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,110396
1123,JEJ,P11,399,P110399,low,Mionectes_macconnelli,Passeriformes,Tyrannidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Mionectes macconnelli,12.63060606,7.94,61.75,49.8,16.7,16,1,0,20,80,0,Mionectes macconnelli,5764,Mionectes_macconnelli,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",MacConnell's Flycatcher,bow05764,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,110399
1124,JEJ,P11,402,P110402,low,Catharus_ustulatus,Passeriformes,Turdidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Catharus ustulatus,27.51957672,8.9580625,97.05208333,68.3,31.8,29.6,0,50,50,0,0,Catharus ustulatus,8906,Catharus_ustulatus,M5,Thrushes,"Thrushes, Dippers, Chats, Old World Flycatchers",Swainson's Thrush,bow08906,BL3,Turdidae,Thrushes,178,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_iquitos,110402
1125,JEJ,P11,404,P110404,low,Mionectes_oleagineus,Passeriformes,Tyrannidae,0,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Mionectes oleagineus,11.49915698,7.792196721,60.54227405,48.2,17.1,16,1,0,50,50,0,Mionectes oleagineus,5763,Mionectes_oleagineus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ochre-bellied Flycatcher,bow05763,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110404
