X.,Collection,Sample_Group,Sample.No...,Sample.Full..,species_binomial,Host.Order,Host.Family,Box.Location,Mite.Group,Mite.Genus,Mite.Species,Total,Mite.Group2,Mite.Genus2,Mite.Species2,Total2,Comment,total_mites,X,X.1,X.2,X.3,species_clean,mass_tidy,bill_tidy,wing_tidy,tail_tidy,wing_index_tidy,tarsus_tidy,sociality,ForStrat_ground,ForStrat_understory,ForStrat_midhigh,ForStrat_canopy,species_jetz,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,foraging_cat,elevation_cat,sample,total_lice
702,JEJ,P11,5937,P115937,Syndactyla _ucayalae,Passeriformes,"Furnariidae
",,Feather,,NA,248,,,NA,NA,,248,NA,NA,NA,NA,Syndactyla ucayalae,52.21692308,17.11142857,98,85.1,15.5,27,1,0,70,30,0,Simoxenops ucayalae,6851,Simoxenops_ucayalae,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Peruvian Recurvebill,bow06851,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,115937,248
703,JEJ,P11,5940,P115940,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Feather,,NA,11,,,NA,NA,,11,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115940,11
703,JEJ,P11,5940,P115940,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Feather,,NA,11,,,NA,NA,,11,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115940,11
703,JEJ,P11,5940,P115940,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Feather,,NA,11,,,NA,NA,,11,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115940,11
703,JEJ,P11,5940,P115940,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Feather,,NA,11,,,NA,NA,,11,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115940,11
703,JEJ,P11,5940,P115940,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Feather,,NA,11,,,NA,NA,,11,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115940,11
703,JEJ,P11,5940,P115940,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Feather,,NA,11,,,NA,NA,,11,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115940,11
704,JEJ,P11,5942,P115942,Thamnophilus_schistaceus,Passeriformes,Thamnophilidae,,Feather,,NA,8,,,NA,NA,,8,NA,NA,NA,NA,Thamnophilus schistaceus,21.191,11.22071429,64.3125,51.8,13.2,20.1,1,0,20,80,0,Thamnophilus schistaceus,6424,Thamnophilus_schistaceus,Thamnophilidae,Antbirds,Antbirds,Plain-winged Antshrike,bow06424,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115942,8
705,JEJ,P11,5944,P115944,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Feather,,NA,5,,,NA,NA,,5,NA,NA,NA,NA,Mionectes macconnelli,12.63060606,7.94,61.75,49.8,16.7,16,1,0,20,80,0,Mionectes macconnelli,5764,Mionectes_macconnelli,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",MacConnell's Flycatcher,bow05764,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115944,5
706,JEJ,P11,5945,P115945,Thamnophilus_schistaceus,Passeriformes,Thamnophilidae,,Trombiculid,,NA,2,,,NA,NA,,2,NA,NA,NA,NA,Thamnophilus schistaceus,21.191,11.22071429,64.3125,51.8,13.2,20.1,1,0,20,80,0,Thamnophilus schistaceus,6424,Thamnophilus_schistaceus,Thamnophilidae,Antbirds,Antbirds,Plain-winged Antshrike,bow06424,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115945,2
707,JEJ,P11,5948,P115948,Terenotriccus_erythrurus,Passeriformes,"Tityridae
",,Feather,,NA,48,,,NA,NA,,48,NA,NA,NA,NA,Terenotriccus erythrurus,7.369767442,5.111627907,47.74468085,38.1,16.2,14.8,1,0,30,70,0,Terenotriccus erythrurus,5999,Terenotriccus_erythrurus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ruddy-tailed Flycatcher,bow05999,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115948,48
708,JEJ,P11,5950,P115950,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Oribatida,,NA,1,,,NA,NA,,1,NA,NA,NA,NA,Oneillornis salvini,25.86508475,11.39172727,71.90677966,45.1,16.5,25.5,0,60,40,0,0,Gymnopithys salvini,6602,Gymnopithys_salvini,Thamnophilidae,Antbirds,Antbirds,White-throated Antbird,bow06602,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,115950,1
709,JEJ,P11,5952,P115952,Pipra_fasciicauda,Passeriformes,Pipridae,,Feather,,NA,16,,,NA,NA,,16,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115952,16
710,JEJ,P11,5955,P115955,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,22,,,NA,NA,,22,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115955,22
710,JEJ,P11,5955,P115955,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,22,,,NA,NA,,22,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115955,22
710,JEJ,P11,5955,P115955,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,22,,,NA,NA,,22,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115955,22
710,JEJ,P11,5955,P115955,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,22,,,NA,NA,,22,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115955,22
710,JEJ,P11,5955,P115955,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,22,,,NA,NA,,22,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115955,22
710,JEJ,P11,5955,P115955,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,22,,,NA,NA,,22,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115955,22
711,JEJ,P11,5956,P115956,Pipra_fasciicauda,Passeriformes,Pipridae,,Feather,,NA,14,,,NA,NA,,14,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115956,14
712,JEJ,P11,5958,P115958,Mionectes_oleagineus,Passeriformes,Tyrannidae,,Feather,,NA,78,Mesostigmatid,,NA,1,,79,NA,NA,NA,NA,Mionectes oleagineus,11.49915698,7.792196721,60.54227405,48.2,17.1,16,1,0,50,50,0,Mionectes oleagineus,5763,Mionectes_oleagineus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ochre-bellied Flycatcher,bow05763,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115958,79
713,JEJ,P11,5959,P115959,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Feather,,NA,268,,,NA,NA,,268,NA,NA,NA,NA,Mionectes macconnelli,12.63060606,7.94,61.75,49.8,16.7,16,1,0,20,80,0,Mionectes macconnelli,5764,Mionectes_macconnelli,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",MacConnell's Flycatcher,bow05764,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115959,268
714,JEJ,P11,5960,P115960,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Feather,,NA,73,Unknown,,NA,2,,75,NA,NA,NA,NA,Mionectes macconnelli,12.63060606,7.94,61.75,49.8,16.7,16,1,0,20,80,0,Mionectes macconnelli,5764,Mionectes_macconnelli,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",MacConnell's Flycatcher,bow05764,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115960,75
715,JEJ,P11,5964,P115964,Pipra_fasciicauda,Passeriformes,Pipridae,,Feather,,NA,107,,,NA,NA,,107,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115964,107
716,JEJ,P11,5984,P115984,Cyphorhinus_arada,Passeriformes,Troglodytidae,,Feather,,NA,47,Mesostigmatid,,NA,5,,52,NA,NA,NA,NA,Cyphorhinus arada,26.05117647,12.58315789,64.31578947,39,10.1,24,0,50,50,0,0,Cyphorhinus arada,9791,Cyphorhinus_arada,M1,"Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers",Musician Wren,bow09791,BL3,Troglodytidae,Wrens,162,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_iquitos,115984,52
717,JEJ,P11,5991,P115991,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Feather,,NA,13,,,NA,NA,,13,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115991,13
717,JEJ,P11,5991,P115991,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Feather,,NA,13,,,NA,NA,,13,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115991,13
717,JEJ,P11,5991,P115991,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Feather,,NA,13,,,NA,NA,,13,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115991,13
717,JEJ,P11,5991,P115991,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Feather,,NA,13,,,NA,NA,,13,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115991,13
717,JEJ,P11,5991,P115991,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Feather,,NA,13,,,NA,NA,,13,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115991,13
717,JEJ,P11,5991,P115991,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Feather,,NA,13,,,NA,NA,,13,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115991,13
718,JEJ,P11,5993,P115993,Thamnophilus_schistaceus,Passeriformes,Thamnophilidae,,Feather,,NA,31,Oribatida,,NA,1,,32,NA,NA,NA,NA,Thamnophilus schistaceus,21.191,11.22071429,64.3125,51.8,13.2,20.1,1,0,20,80,0,Thamnophilus schistaceus,6424,Thamnophilus_schistaceus,Thamnophilidae,Antbirds,Antbirds,Plain-winged Antshrike,bow06424,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115993,32
719,JEJ,P11,5999,P115999,Anabazenops_dorsalis,Passeriformes,Furnariidae,,Feather,,NA,1,Unknown,,NA,1,,2,NA,NA,NA,NA,Anabazenops dorsalis,34.91,13.8,90,77,13.9,23.5,1,0,0,100,0,Anabazenops dorsalis,6862,Anabazenops_dorsalis,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Dusky-cheeked Foliage-gleaner,bow06862,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115999,2
720,JEJ,P11,6004,P116004,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Feather,,NA,71,,,NA,NA,,71,NA,NA,NA,NA,Mionectes macconnelli,12.63060606,7.94,61.75,49.8,16.7,16,1,0,20,80,0,Mionectes macconnelli,5764,Mionectes_macconnelli,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",MacConnell's Flycatcher,bow05764,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,116004,71
721,JEJ,P11,6005,P116005,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Feather,,NA,12,,,NA,NA,,12,NA,NA,NA,NA,Oneillornis salvini,25.86508475,11.39172727,71.90677966,45.1,16.5,25.5,0,60,40,0,0,Gymnopithys salvini,6602,Gymnopithys_salvini,Thamnophilidae,Antbirds,Antbirds,White-throated Antbird,bow06602,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,116005,12
722,JEJ,P11,6007,P116007,Mionectes_oleagineus,Passeriformes,Tyrannidae,,Feather,,NA,12,,,NA,NA,,12,NA,NA,NA,NA,Mionectes oleagineus,11.49915698,7.792196721,60.54227405,48.2,17.1,16,1,0,50,50,0,Mionectes oleagineus,5763,Mionectes_oleagineus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ochre-bellied Flycatcher,bow05763,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,116007,12
723,JEJ,P11,6012,P116012,Pipra_fasciicauda,Passeriformes,Pipridae,,Feather,,NA,90,Oribatida,,NA,2,,92,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,116012,92
724,JEJ,P11,6013,P116013,Lepidothrix_coronata,Passeriformes,Pipridae,,Feather,,NA,25,,,NA,NA,,25,NA,NA,NA,NA,Lepidothrix coronata,9.769768786,6.224307229,56.94444444,26.6,17.9,14.2,1,0,50,50,0,Lepidothrix coronata,6346,Lepidothrix_coronata,Pipridae,Manakins,Manakins,Blue-crowned Manakin,bow06346,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,116013,25
725,JEJ,P11,6014,P116014,Pipra_fasciicauda,Passeriformes,Pipridae,,Feather,,NA,27,,,NA,NA,,27,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,116014,27
726,JEJ,P11,6019,P116019,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Feather,,NA,425,,,NA,NA,,425,NA,NA,NA,NA,Mionectes macconnelli,12.63060606,7.94,61.75,49.8,16.7,16,1,0,20,80,0,Mionectes macconnelli,5764,Mionectes_macconnelli,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",MacConnell's Flycatcher,bow05764,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,116019,425
727,JEJ,P11,6022,P116022,Pipra_fasciicauda,Passeriformes,Pipridae,,Feather,,NA,7,,,NA,NA,,7,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,116022,7
728,JEJ,P11,6030,P116030,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,,Feather,,NA,24,,,NA,NA,,24,NA,NA,NA,NA,Myrmoborus myotherinus,20.73168831,10.19666667,62.45783133,40.1,14.8,25.7,1,50,50,0,0,Myrmoborus myotherinus,6561,Myrmoborus_myotherinus,Thamnophilidae,Antbirds,Antbirds,Black-faced Antbird,bow06561,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,116030,24
729,JEJ,P11,6034,P116034,Dendroma_rufa,Passeriformes,"Furnariidae
",,Feather,,NA,34,,,NA,NA,,34,NA,NA,NA,NA,Dendroma rufa,22.25,15.9,81.5,85,19.8,24.1,0,0,0,40,60,Philydor rufum,6848,Philydor_rufum,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Buff-fronted Foliage-gleaner,bow06848,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,116034,34
730,JEJ,P11,6037,P116037,Epinecrophylla_leucophthalma,Passeriformes,Thamnophilidae,,Feather,,NA,4,,,NA,NA,,4,NA,NA,NA,NA,Epinecrophylla leucophthalma,10.10645161,8.955151515,49.82352941,39.1,16.2,15.9,1,0,80,20,0,Epinecrophylla leucophthalma,6480,Epinecrophylla_leucophthalma,Thamnophilidae,Antbirds,Antbirds,White-eyed Antwren,bow06480,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,116037,4
731,JEJ,P11,6041,P116041,Arremon_taciturnus,Passeriformes,Passerellidae,,Feather,,NA,7,,,NA,NA,,7,NA,NA,NA,NA,Arremon taciturnus,27.7755,10.00218182,73.3880597,61.3,10.9,23.8,1,50,50,0,0,Arremon taciturnus,12615,Arremon_taciturnus,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Pectoral Sparrow,bow12615,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_iquitos,116041,7
732,JEJ,P11,6043,P116043,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,,Feather,,NA,1,,,NA,NA,,1,NA,NA,NA,NA,Myrmoborus myotherinus,20.73168831,10.19666667,62.45783133,40.1,14.8,25.7,1,50,50,0,0,Myrmoborus myotherinus,6561,Myrmoborus_myotherinus,Thamnophilidae,Antbirds,Antbirds,Black-faced Antbird,bow06561,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,116043,1
733,JEJ,P11,6048,P116048,Deconychura_longicauda,Passeriformes,"Furnariidae
",,Feather,,NA,4,,,NA,NA,,4,NA,NA,NA,NA,Deconychura longicauda,30.6912,19.3005,99.95454545,99.9,20.6,22.9,1,0,0,80,20,Deconychura longicauda,6898,Deconychura_longicauda,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Long-tailed Woodcreeper,bow06898,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,116048,4
734,JEJ,P11,6049,P116049,Piprites_chloris,Passeriformes,Tyrannidae,,Feather,,NA,53,Oribatida,,NA,1,,54,NA,NA,NA,NA,Piprites chloris,18.9,7.75,67,50.3,25.3,16.8,0,0,0,20,80,Piprites chloris,6391,Piprites_chloris,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Wing-barred Piprites,bow06391,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,116049,54
735,JEJ,P11,6051,P116051,Lepidothrix_coronata,Passeriformes,Pipridae,,Feather,,NA,27,,,NA,NA,,27,NA,NA,NA,NA,Lepidothrix coronata,9.769768786,6.224307229,56.94444444,26.6,17.9,14.2,1,0,50,50,0,Lepidothrix coronata,6346,Lepidothrix_coronata,Pipridae,Manakins,Manakins,Blue-crowned Manakin,bow06346,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,116051,27
736,JEJ,P11,6053,P116053,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,16,,,NA,NA,,16,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,116053,16
736,JEJ,P11,6053,P116053,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,16,,,NA,NA,,16,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,116053,16
