#No,Collection,Sample_group,Sample No. #,Full_Label,comment,Host Genus,Host Species,Host Order,Host Family,New Association,Lice Genus,Lice Species,Female,Male,Nimph,Eggs,Total,BoxLocation1,Lice Genus2,Lice Species2,Female2,Male2,Nimph2,Eggs2,Total2,BoxLocation2,Lice Genus3,Lice Species3,Female3,Male3,Nimph3,Eggs3,Total,BoxLocation3,total_lice
437,JEJ,SP12,70,SP120070,,Diglossa,glauca,Passeriformes,Thraupidae,,Philopterus-like,new sp?,2,1,1,yes,4,,,,,,,,,,,,,,,,,,4
438,JEJ,SP12,1114,SP121114,,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Myrsidea,olivacei?,1,0,3,,4,,,,,,,,,,,,,,,,,,4
439,JEJ,SP12,1171,SP121171,,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Myrsidea,olivacei?,0,2,1,,3,,,,,,,,,,,,,,,,,,3
440,JEJ,SP12,1215,SP121215,,Sphenopsis,melanotis,Passeriformes,Thraupidae,,Myrsidea,new sp?,2,1,4,,7,,,,,,,,,,,,,,,,,,7
441,JEJ,SP12,1239,SP121239,,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Myrsidea,olivacei?,2,2,3,,7,,,,,,,,,,,,,,,,,,7
442,JEJ,TL12,53,TL120053,,Anisognathus,somptuosus,Passeriformes,Thraupidae,,Myrsidea,new sp?,2,2,2,,6,,,,,,,,,,,,,,,,,,6
443,JEJ,TL12,60,TL120060,,Iridosornis,analis,Passeriformes,Thraupidae,,Myrsidea,new sp?,0,1,0,,1,,,,,,,,,,,,,,,,,,1
444,JEJ,TL12,62,TL120062,,Iridosornis,analis,Passeriformes,Thraupidae,,Myrsidea,new sp?,1,2,2,,5,,,,,,,,,,,,,,,,,,5
445,JEJ,TU12,49,TU120049,,Buthraupis,montana,Passeriformes,Thraupidae,,Myrsidea,new sp?,0,0,1,,1,,,,,,,,,,,,,,,,,,1
446,JEJ,VC12,88,VC120088,,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Myrsidea,olivacei?,0,2,3,,5,,,,,,,,,,,,,,,,,,5
447,JEJ,VC12,89,VC120089,,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Myrsidea,olivacei?,1,1,2,,4,,,,,,,,,,,,,,,,,,4
448,JEJ,VC12,108,VC120108,,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Myrsidea,olivacei?,0,2,2,,4,,,,,,,,,,,,,,,,,,4
449,JEJ,W12,483,W120483,,Buthraupis,montana,Passeriformes,Thraupidae,,Myrsidea,new sp?,0,0,1,,1,,Philopterus-like,new sp?,0,1,0,,1,,,,,,,,,,2
450,JEJ,W12,525,W120525,,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,,Philopterus-like,new sp?,1,0,0,,1,,,,,,,,,,,,,,,,,,1
451,JEJ,W13,188,W130188,,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,,Philopterus-like,new sp?,2,1,0,,3,,,,,,,,,,,,,,,,,,3
452,JEJ,W13,234,W130234,,Buthraupis,montana,Passeriformes,Thraupidae,,Myrsidea,new sp?,0,1,0,,1,,,,,,,,,,,,,,,,,,1
453,JEJ,W13,566,W130566,,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,,Myrsidea,cyanocephalae?,2,5,3,,10,,Philopterus-like,new sp?,11,10,14,,35,,,,,,,,,,45
454,JEJ,W13,603,W130603,,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,,Philopterus-like,new sp?,1,0,2,,3,,,,,,,,,,,,,,,,,,3
455,JEJ,W13,850,W130850,,Haplospiza,rustica,Passeriformes,Thraupidae,,Brueelia?,new sp?,1,1,0,,2,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
