#No,Collection,Sample_group,Sample No. #,Full_Label,comment,Host Genus,Host Species,species_binomial,Host Order,host_family,New Association,Lice Genus,lice_genus_tidy,Lice Species,Female,Male,Nimph,Eggs,Total,BoxLocation1
134,JUM,,1582,1582,,Micromonacha,lanceolata,Micromonacha_lanceolata,Piciformes,Bucconidae,Yes,Brueelia?,Brueelia,new sp?,0,0,3,,3,L-03
134,JUM,,1582,1582,,Micromonacha,lanceolata,Micromonacha_lanceolata,Piciformes,Bucconidae,Yes,,,,,,,,,
134,JUM,,1582,1582,,Micromonacha,lanceolata,Micromonacha_lanceolata,Piciformes,Bucconidae,Yes,,,,,,,,,
271,JEJ,P11,55,P110055,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,(oleaginei/olivacei?),0,0,8,,8,
271,JEJ,P11,55,P110055,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
271,JEJ,P11,55,P110055,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
288,JEJ,P11,138,P110138,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,(oleaginei/olivacei?),3,6,3,,12,
288,JEJ,P11,138,P110138,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
288,JEJ,P11,138,P110138,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
295,JEJ,P11,192,P110192,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,(oleaginei/olivacei?),1,0,6,,7,
295,JEJ,P11,192,P110192,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
295,JEJ,P11,192,P110192,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
314,JEJ,P11,399,P110399,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Philopteridae,Philopteridae,new sp?,0,0,1,,1,
314,JEJ,P11,399,P110399,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
314,JEJ,P11,399,P110399,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
316,JEJ,P11,420,P110420,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,unknown eggs,,unknown eggs,0,0,0,Yes,0,
316,JEJ,P11,420,P110420,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Philopteridae,Philopteridae,new sp?,1,1,0,0,,
316,JEJ,P11,420,P110420,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
318,JEJ,P11,5906,P115906,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,(oleaginei/olivacei?),3,5,13,,21,
318,JEJ,P11,5906,P115906,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
318,JEJ,P11,5906,P115906,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
324,JEJ,P11,5944,P115944,in sheet wrongly as 43,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,(oleaginei/olivacei?),0,0,2,,2,
324,JEJ,P11,5944,P115944,in sheet wrongly as 43,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
324,JEJ,P11,5944,P115944,in sheet wrongly as 43,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
330,JEJ,P11,5959,P115959,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,(oleaginei/olivacei?),4,1,1,,6,
330,JEJ,P11,5959,P115959,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
330,JEJ,P11,5959,P115959,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
331,JEJ,P11,5960,P115960,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,(oleaginei/olivacei?),1,0,2,,3,
331,JEJ,P11,5960,P115960,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Menoponidae,Menoponidae,new sp?,1,0,1,,2,
331,JEJ,P11,5960,P115960,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
336,JEJ,P11,6004,P116004,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,(oleaginei/olivacei?),5,4,7,,18,
336,JEJ,P11,6004,P116004,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
336,JEJ,P11,6004,P116004,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
341,JEJ,P11,6019,P116019,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,(oleaginei/olivacei?),2,2,8,,12,
341,JEJ,P11,6019,P116019,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
341,JEJ,P11,6019,P116019,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
353,JEJ,P11,6094,P116094,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,(oleaginei/olivacei?),12,12,23,,47,
353,JEJ,P11,6094,P116094,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
353,JEJ,P11,6094,P116094,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
358,JEJ,P11,6112,P116112,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,(oleaginei/olivacei?),3,0,5,,9,
358,JEJ,P11,6112,P116112,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
358,JEJ,P11,6112,P116112,,Mionectes,macconnelli,Mionectes_macconnelli,Passeriformes,Tyrannidae,,,,,,,,,,
84,JUM,,2103,2103,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,No,Myrsidea,Myrsidea,oleaginei?,4,0,5,,9,L-02
84,JUM,,2103,2103,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,No,,,,,,,,,
84,JUM,,2103,2103,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,No,,,,,,,,,
83,JUM,,3808,3808,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,Yes,Rallicola,Rallicola,new sp?,1,0,1,,2,L-02
83,JUM,,3808,3808,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,Yes,,,,,,,,,
83,JUM,,3808,3808,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,Yes,,,,,,,,,
65,JUM,,M625,M625,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,No,Myrsidea,Myrsidea,oleaginei?,0,1,0,,1,L-02
65,JUM,,M625,M625,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,No,,,,,,,,,
65,JUM,,M625,M625,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,No,,,,,,,,,
292,JEJ,P11,185,P110185,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,oleaginei?,1,1,2,,4,
292,JEJ,P11,185,P110185,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,,,,,,,,,,
292,JEJ,P11,185,P110185,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,,,,,,,,,,
303,JEJ,P11,312,P110312,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,oleaginei?,1,1,0,,2,
303,JEJ,P11,312,P110312,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,,Philopteridae,Philopteridae,new sp?,0,0,3,0,3,
303,JEJ,P11,312,P110312,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,,,,,,,,,,
329,JEJ,P11,5958,P115958,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,oleaginei?,1,0,6,,7,
329,JEJ,P11,5958,P115958,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,,,,,,,,,,
329,JEJ,P11,5958,P115958,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,,,,,,,,,,
416,JEJ,P11,6148,P116148,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,oleaginei?,1,4,6,,11,
416,JEJ,P11,6148,P116148,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,,,,,,,,,,
416,JEJ,P11,6148,P116148,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,,,,,,,,,,
6,JUM,,V91,V91,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,No,Myrsidea,Myrsidea,oleaginei?,0,0,2,,2,L-01
6,JUM,,V91,V91,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,No,,,,,,,,0,
6,JUM,,V91,V91,,Mionectes,oleagineus,Mionectes_oleagineus,Passeriformes,Tyrannidae,No,,,,,,,,,
278,JEJ,P11,94,P110094,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,olivacei?,0,0,1,,1,
278,JEJ,P11,94,P110094,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
278,JEJ,P11,94,P110094,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
298,JEJ,P11,243,P110243,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,olivacei?,1,0,0,,1,
298,JEJ,P11,243,P110243,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
298,JEJ,P11,243,P110243,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
319,JEJ,P11,5919,P115919,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,olivacei?,0,3,8,,11,
319,JEJ,P11,5919,P115919,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
319,JEJ,P11,5919,P115919,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
350,JEJ,P11,6068,P116068,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,olivacei?,4,2,2,,8,
350,JEJ,P11,6068,P116068,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
350,JEJ,P11,6068,P116068,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
355,JEJ,P11,6110,P116110,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,olivacei?,0,0,2,,2,
355,JEJ,P11,6110,P116110,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
355,JEJ,P11,6110,P116110,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
420,JEJ,P11,6183,P116183,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,olivacei?,2,2,0,,4,
420,JEJ,P11,6183,P116183,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
420,JEJ,P11,6183,P116183,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
421,JEJ,P11,6186,P116186,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,olivacei?,3,2,3,,8,
421,JEJ,P11,6186,P116186,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
421,JEJ,P11,6186,P116186,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
426,JEJ,P11,6233,P116233,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,olivacei?,1,0,0,,1,
426,JEJ,P11,6233,P116233,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
426,JEJ,P11,6233,P116233,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
427,JEJ,P11,6441,P116441,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,olivacei?,1,0,1,,2,
427,JEJ,P11,6441,P116441,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
427,JEJ,P11,6441,P116441,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
429,JEJ,P11,6485,P116485,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,olivacei?,0,2,0,,2,
429,JEJ,P11,6485,P116485,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
429,JEJ,P11,6485,P116485,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
430,JEJ,P11,6487,P116487,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,olivacei?,0,1,1,,2,
430,JEJ,P11,6487,P116487,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
430,JEJ,P11,6487,P116487,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
435,JEJ,P13,372,P130372,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,olivacei?,2,6,6,,14,
435,JEJ,P13,372,P130372,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
435,JEJ,P13,372,P130372,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
438,JEJ,SP12,1114,SP121114,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,olivacei?,1,0,3,,4,
438,JEJ,SP12,1114,SP121114,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
438,JEJ,SP12,1114,SP121114,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
439,JEJ,SP12,1171,SP121171,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,olivacei?,0,2,1,,3,
439,JEJ,SP12,1171,SP121171,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
439,JEJ,SP12,1171,SP121171,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
441,JEJ,SP12,1239,SP121239,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,olivacei?,2,2,3,,7,
441,JEJ,SP12,1239,SP121239,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
441,JEJ,SP12,1239,SP121239,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
446,JEJ,VC12,88,VC120088,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,olivacei?,0,2,3,,5,
446,JEJ,VC12,88,VC120088,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
446,JEJ,VC12,88,VC120088,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
447,JEJ,VC12,89,VC120089,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,olivacei?,1,1,2,,4,
447,JEJ,VC12,89,VC120089,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
447,JEJ,VC12,89,VC120089,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
448,JEJ,VC12,108,VC120108,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,Myrsidea,Myrsidea,olivacei?,0,2,2,,4,
448,JEJ,VC12,108,VC120108,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
448,JEJ,VC12,108,VC120108,,Mionectes,olivaceus,Mionectes_olivaceus,Passeriformes,Tyrannidae,,,,,,,,,,
269,JEJ,P11,42,P110042,,Momotus,momota,Momotus_momota,Coraciiformes,Momotidae,,Brueelia,Brueelia,marginella/  xilitla?,1,0,0,,1,
269,JEJ,P11,42,P110042,,Momotus,momota,Momotus_momota,Coraciiformes,Momotidae,,,,,,,,,,
269,JEJ,P11,42,P110042,,Momotus,momota,Momotus_momota,Coraciiformes,Momotidae,,,,,,,,,,
226,JEJ,W12,1161,W121161,,Myioborus,melanocephalus,Myioborus_melanocephalus,Passeriformes,"Parulidae
",,Menoponidae,Menoponidae,new sp?,0,1,0,,1,
226,JEJ,W12,1161,W121161,,Myioborus,melanocephalus,Myioborus_melanocephalus,Passeriformes,"Parulidae
",,,,,,,,,,
226,JEJ,W12,1161,W121161,,Myioborus,melanocephalus,Myioborus_melanocephalus,Passeriformes,"Parulidae
",,,,,,,,,,
209,JEJ,SP12,1362,SP121362,,Myioborus,miniatus,Myioborus_miniatus,Passeriformes,Parulidae,No,Menoponidae,Menoponidae,new sp - not Myrsidea!,1,0,5,,6,L-05
209,JEJ,SP12,1362,SP121362,,Myioborus,miniatus,Myioborus_miniatus,Passeriformes,Parulidae,No,,,,,,,,,
209,JEJ,SP12,1362,SP121362,,Myioborus,miniatus,Myioborus_miniatus,Passeriformes,Parulidae,No,,,,,,,,,
397,JEJ,SP11,159,SP110159,,Myiothlypis,bivittata,Myiothlypis_bivittata,Passeriformes,Parulidae,,Myrsidea,Myrsidea,(similis/cayanensis?),1,0,0,,1,
397,JEJ,SP11,159,SP110159,,Myiothlypis,bivittata,Myiothlypis_bivittata,Passeriformes,Parulidae,,,,,,,,,,
397,JEJ,SP11,159,SP110159,,Myiothlypis,bivittata,Myiothlypis_bivittata,Passeriformes,Parulidae,,,,,,,,,,
400,JEJ,SP12,660,SP120660,,Myiothlypis,bivittata,Myiothlypis_bivittata,Passeriformes,Parulidae,,Myrsidea,Myrsidea,(similis/cayanensis?),1,1,0,,2,
400,JEJ,SP12,660,SP120660,,Myiothlypis,bivittata,Myiothlypis_bivittata,Passeriformes,Parulidae,,,,,,,,,,
400,JEJ,SP12,660,SP120660,,Myiothlypis,bivittata,Myiothlypis_bivittata,Passeriformes,Parulidae,,,,,,,,,,
403,JEJ,SP12,859,SP120859,,Myiothlypis,bivittata,Myiothlypis_bivittata,Passeriformes,Parulidae,,Picicola,Picicola,(regulus?),1,0,2,,3,
403,JEJ,SP12,859,SP120859,,Myiothlypis,bivittata,Myiothlypis_bivittata,Passeriformes,Parulidae,,Myrsidea,Myrsidea,(similis/cayanensis?),1,0,3,0,4,
403,JEJ,SP12,859,SP120859,,Myiothlypis,bivittata,Myiothlypis_bivittata,Passeriformes,Parulidae,,,,,,,,,,
412,JEJ,SP12,1079,SP121079,,Myiothlypis,bivittata,Myiothlypis_bivittata,Passeriformes,Parulidae,,Myrsidea,Myrsidea,(similis/cayanensis?),1,3,1,,5,
412,JEJ,SP12,1079,SP121079,,Myiothlypis,bivittata,Myiothlypis_bivittata,Passeriformes,Parulidae,,,,,,,,,,
412,JEJ,SP12,1079,SP121079,,Myiothlypis,bivittata,Myiothlypis_bivittata,Passeriformes,Parulidae,,,,,,,,,,
415,JEJ,SP12,1292,SP121292,,Myiothlypis,bivittata,Myiothlypis_bivittata,Passeriformes,Parulidae,,Myrsidea,Myrsidea,new sp?,2,3,9,,14,
415,JEJ,SP12,1292,SP121292,,Myiothlypis,bivittata,Myiothlypis_bivittata,Passeriformes,Parulidae,,,,,,,,,,
415,JEJ,SP12,1292,SP121292,,Myiothlypis,bivittata,Myiothlypis_bivittata,Passeriformes,Parulidae,,,,,,,,,,
388,JEJ,SP11,9,SP110009,,Myiothlypis,coronata,Myiothlypis_coronata,Passeriformes,Parulidae,,Picicola?,Picicola,regulus?,1,0,1,,2,
388,JEJ,SP11,9,SP110009,,Myiothlypis,coronata,Myiothlypis_coronata,Passeriformes,Parulidae,,Myrsidea,Myrsidea,(paleno/zeledoni?),2,1,5,0,7,
388,JEJ,SP11,9,SP110009,,Myiothlypis,coronata,Myiothlypis_coronata,Passeriformes,Parulidae,,,,,,,,,,
394,JEJ,SP11,41,SP110041,,Myiothlypis,coronata,Myiothlypis_coronata,Passeriformes,Parulidae,,Myrsidea,Myrsidea,(paleno/zeledoni?),0,0,3,,3,
394,JEJ,SP11,41,SP110041,,Myiothlypis,coronata,Myiothlypis_coronata,Passeriformes,Parulidae,,,,,,,,,,
394,JEJ,SP11,41,SP110041,,Myiothlypis,coronata,Myiothlypis_coronata,Passeriformes,Parulidae,,,,,,,,,,
401,JEJ,SP12,778,SP120778,,Myiothlypis,coronata,Myiothlypis_coronata,Passeriformes,Parulidae,,Myrsidea,Myrsidea,(paleno/zeledoni?),2,1,1,,4,
401,JEJ,SP12,778,SP120778,,Myiothlypis,coronata,Myiothlypis_coronata,Passeriformes,Parulidae,,,,,,,,,,
401,JEJ,SP12,778,SP120778,,Myiothlypis,coronata,Myiothlypis_coronata,Passeriformes,Parulidae,,,,,,,,,,
407,JEJ,SP12,943,SP120943,,Myiothlypis,coronata,Myiothlypis_coronata,Passeriformes,Parulidae,,Myrsidea,Myrsidea,(paleno/zeledoni?),1,1,3,,5,
407,JEJ,SP12,943,SP120943,,Myiothlypis,coronata,Myiothlypis_coronata,Passeriformes,Parulidae,,,,,,,,,,
407,JEJ,SP12,943,SP120943,,Myiothlypis,coronata,Myiothlypis_coronata,Passeriformes,Parulidae,,,,,,,,,,
404,JEJ,SP12,1000,SP121000,,Myiothlypis,coronata,Myiothlypis_coronata,Passeriformes,Parulidae,,Myrsidea,Myrsidea,(paleno/zeledoni?),1,0,0,,1,
404,JEJ,SP12,1000,SP121000,,Myiothlypis,coronata,Myiothlypis_coronata,Passeriformes,Parulidae,,,,,,,,,,
404,JEJ,SP12,1000,SP121000,,Myiothlypis,coronata,Myiothlypis_coronata,Passeriformes,Parulidae,,,,,,,,,,
385,JEJ,SP12,1402,SP121402,,Myiothlypis,coronata,Myiothlypis_coronata,Passeriformes,Parulidae,,Myrsidea,Myrsidea,(paleno/zeledoni?),0,0,2,,2,
385,JEJ,SP12,1402,SP121402,,Myiothlypis,coronata,Myiothlypis_coronata,Passeriformes,Parulidae,,,,,,,,,,
385,JEJ,SP12,1402,SP121402,,Myiothlypis,coronata,Myiothlypis_coronata,Passeriformes,Parulidae,,,,,,,,,,
360,JEJ,P11,6116,P116116,,Myrmoborus,lophotes,Myrmoborus_lophotes,Passeriformes,Thamnophilidae,,Formicaphagus,Formicaphagus,new sp?,1,2,2,,5,
360,JEJ,P11,6116,P116116,,Myrmoborus,lophotes,Myrmoborus_lophotes,Passeriformes,Thamnophilidae,,,,,,,,,,
360,JEJ,P11,6116,P116116,,Myrmoborus,lophotes,Myrmoborus_lophotes,Passeriformes,Thamnophilidae,,,,,,,,,,
101,JUM,,M826,M826,,Myrmoborus,myotherinus,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,Yes,Philopteridae?,Philopteridae,new sp?,1,0,0,,1,L-03
101,JUM,,M826,M826,,Myrmoborus,myotherinus,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
101,JUM,,M826,M826,,Myrmoborus,myotherinus,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
343,JEJ,P11,6030,P116030,,Myrmoborus,myotherinus,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,,Philopterus like?,Philopteridae,new sp?,1,0,0,,1,
343,JEJ,P11,6030,P116030,,Myrmoborus,myotherinus,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,,,,,,,,,,
343,JEJ,P11,6030,P116030,,Myrmoborus,myotherinus,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,,,,,,,,,,
417,JEJ,P11,6149,P116149,,Myrmoborus,myotherinus,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,Yes,Philopteridae,Philopteridae,new sp?,1,0,1,,2,
417,JEJ,P11,6149,P116149,,Myrmoborus,myotherinus,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
417,JEJ,P11,6149,P116149,,Myrmoborus,myotherinus,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
26,JUM,,V400,V400,,Myrmoborus,myotherinus,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,new sp?,2,3,3,,8,L-01
26,JUM,,V400,V400,,Myrmoborus,myotherinus,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,Yes,,,,,,,,0,
26,JUM,,V400,V400,,Myrmoborus,myotherinus,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
27,JUM,,V408,V408,,Myrmoborus,myotherinus,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,new sp?,0,1,0,,1,L-01
27,JUM,,V408,V408,,Myrmoborus,myotherinus,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,Yes,,,,,,,,0,
27,JUM,,V408,V408,,Myrmoborus,myotherinus,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
154,JEJ,P11,6078,P116078,,Myrmotherula,axillaris,Myrmotherula_axillaris,Passeriformes,Thamnophilidae,Yes,Ricinus,Ricinus,new sp?,3,2,3,,8,L-04
154,JEJ,P11,6078,P116078,,Myrmotherula,axillaris,Myrmotherula_axillaris,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
154,JEJ,P11,6078,P116078,,Myrmotherula,axillaris,Myrmotherula_axillaris,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
