#No,Collection,Sample_group,Sample No. #,Full_Label,comment,Host Genus,Host Species,species_binomial,Host Order,host_family,New Association,Lice Genus,lice_genus_tidy,Lice Species,Female,Male,Nimph,Eggs,Total,BoxLocation1
356,JEJ,P11,6120,P116120,,Thamnophilus,schistaceus,Thamnophilus_schistaceus,Passeriformes,Thamnophilidae,,,,,,,,,,
362,JEJ,P11,6123,P116123,,Thamnophilus,schistaceus,Thamnophilus_schistaceus,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,new sp?,3,2,7,,12,
362,JEJ,P11,6123,P116123,,Thamnophilus,schistaceus,Thamnophilus_schistaceus,Passeriformes,Thamnophilidae,,,,,,,,,,
362,JEJ,P11,6123,P116123,,Thamnophilus,schistaceus,Thamnophilus_schistaceus,Passeriformes,Thamnophilidae,,,,,,,,,,
8,JUM,,V120,V120,,Threnetes,leucurus,Threnetes_leucurus,Passeriformes,Apodiformes,Yes,Myrsidea,Myrsidea,new sp.?/or contamination,1,0,0,,1,L-01
8,JUM,,V120,V120,,Threnetes,leucurus,Threnetes_leucurus,Passeriformes,Apodiformes,Yes,,,,,,,,0,
8,JUM,,V120,V120,,Threnetes,leucurus,Threnetes_leucurus,Passeriformes,Apodiformes,Yes,,,,,,,,,
389,JEJ,SP11,27,SP110027,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,Myrsidea,new sp?,3,0,1,yes,4,
389,JEJ,SP11,27,SP110027,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,,,,,,,,,
389,JEJ,SP11,27,SP110027,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,,,,,,,,,
391,JEJ,SP11,39,SP110039,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,Myrsidea,new sp?,1,0,0,,1,
391,JEJ,SP11,39,SP110039,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Rallicola,Rallicola,leeae?,1,0,0,,1,
391,JEJ,SP11,39,SP110039,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,,,,,,,,,
395,JEJ,SP11,47,SP110047,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,Myrsidea,new sp?,1,1,1,,3,
395,JEJ,SP11,47,SP110047,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,,,,,,,,,
395,JEJ,SP11,47,SP110047,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,,,,,,,,,
398,JEJ,SP11,367,SP110367,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,Myrsidea,new sp?,2,0,0,,2,
398,JEJ,SP11,367,SP110367,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,,,,,,,,,
398,JEJ,SP11,367,SP110367,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,,,,,,,,,
399,JEJ,SP12,61,SP120061,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,unknown,,,0,0,0,yes,0,
399,JEJ,SP12,61,SP120061,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,,,,,,,,,
399,JEJ,SP12,61,SP120061,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,,,,,,,,,
405,JEJ,SP12,954,SP120954,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,Myrsidea,new sp?,1,2,1,,5,
405,JEJ,SP12,954,SP120954,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Rallicola,Rallicola,leeae?,1,0,2,0,3,
405,JEJ,SP12,954,SP120954,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Menoponidae,Menoponidae,new sp?,4,2,8,14,,
408,JEJ,SP12,1002,SP121002,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,Myrsidea,new sp?,5,5,10,,20,
408,JEJ,SP12,1002,SP121002,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,,,,,,,,,
408,JEJ,SP12,1002,SP121002,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,,,,,,,,,
409,JEJ,SP12,1019,SP121019,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,Myrsidea,new sp?,1,2,0,,3,
409,JEJ,SP12,1019,SP121019,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Rallicola,Rallicola,leeae?,1,1,1,0,3,
409,JEJ,SP12,1019,SP121019,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,,,,,,,,,
411,JEJ,SP12,1046,SP121046,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,Myrsidea,new sp?,2,3,4,,12,
411,JEJ,SP12,1046,SP121046,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,,,,,,,,,
411,JEJ,SP12,1046,SP121046,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,,,,,,,,,
413,JEJ,SP12,1090,SP121090,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,Myrsidea,new sp?,1,8,3,,12,
413,JEJ,SP12,1090,SP121090,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Rallicola,Rallicola,leeae?,2,2,2,0,6,
413,JEJ,SP12,1090,SP121090,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,,,,,,,,,
414,JEJ,SP12,1163,SP121163,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,Myrsidea,Myrsidea,new sp?,4,3,15,,22,
414,JEJ,SP12,1163,SP121163,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,,,,,,,,,
414,JEJ,SP12,1163,SP121163,,Thripadectes,melanorhynchus,Thripadectes_melanorhynchus,Passeriformes,Furnariidae,,,,,,,,,,
387,JEJ,SP11,4,SP110004,,Trichothraupis,melanops,Trichothraupis_melanops,Passeriformes,Thraupidae,,Myrsidea,Myrsidea,new sp?,0,0,1,,1,
387,JEJ,SP11,4,SP110004,,Trichothraupis,melanops,Trichothraupis_melanops,Passeriformes,Thraupidae,,,,,,,,,,
387,JEJ,SP11,4,SP110004,,Trichothraupis,melanops,Trichothraupis_melanops,Passeriformes,Thraupidae,,,,,,,,,,
390,JEJ,SP11,36,SP110036,,Trichothraupis,melanops,Trichothraupis_melanops,Passeriformes,Thraupidae,,Myrsidea,Myrsidea,new sp?,0,0,1,,1,
390,JEJ,SP11,36,SP110036,,Trichothraupis,melanops,Trichothraupis_melanops,Passeriformes,Thraupidae,,,,,,,,,,
390,JEJ,SP11,36,SP110036,,Trichothraupis,melanops,Trichothraupis_melanops,Passeriformes,Thraupidae,,,,,,,,,,
392,JEJ,SP11,38,SP110038,,Trichothraupis,melanops,Trichothraupis_melanops,Passeriformes,Thraupidae,,Myrsidea,Myrsidea,new sp?,0,1,0,,1,
392,JEJ,SP11,38,SP110038,,Trichothraupis,melanops,Trichothraupis_melanops,Passeriformes,Thraupidae,,,,,,,,,,
392,JEJ,SP11,38,SP110038,,Trichothraupis,melanops,Trichothraupis_melanops,Passeriformes,Thraupidae,,,,,,,,,,
402,JEJ,SP12,764,SP120764,,Trichothraupis,melanops,Trichothraupis_melanops,Passeriformes,Thraupidae,,Myrsidea,Myrsidea,new sp?,0,1,0,,1,
402,JEJ,SP12,764,SP120764,,Trichothraupis,melanops,Trichothraupis_melanops,Passeriformes,Thraupidae,,,,,,,,,,
402,JEJ,SP12,764,SP120764,,Trichothraupis,melanops,Trichothraupis_melanops,Passeriformes,Thraupidae,,,,,,,,,,
42,JUM,,M500,M500,,Turdus,albicollis,Turdus_albicollis,Passeriformes,Turdidae,Yes,Philopterus,Philopteridae,(various…),0,0,1,,1,L-01
42,JUM,,M500,M500,,Turdus,albicollis,Turdus_albicollis,Passeriformes,Turdidae,Yes,,,,,,,,0,
42,JUM,,M500,M500,,Turdus,albicollis,Turdus_albicollis,Passeriformes,Turdidae,Yes,,,,,,,,,
54,JUM,,M581,M581,,Turdus,albicollis,Turdus_albicollis,Passeriformes,Turdidae,Yes,Myrsidea,Myrsidea,(various?),1,0,1,,2,L-02
54,JUM,,M581,M581,,Turdus,albicollis,Turdus_albicollis,Passeriformes,Turdidae,Yes,,,,,,,,,
54,JUM,,M581,M581,,Turdus,albicollis,Turdus_albicollis,Passeriformes,Turdidae,Yes,,,,,,,,,
289,JEJ,P11,144,P110144,,Turdus,albicollis,Turdus_albicollis,Passeriformes,Turdidae,,Myrsidea,Myrsidea,(various?),3,2,11,,16,
289,JEJ,P11,144,P110144,,Turdus,albicollis,Turdus_albicollis,Passeriformes,Turdidae,,,,,,,,,,
289,JEJ,P11,144,P110144,,Turdus,albicollis,Turdus_albicollis,Passeriformes,Turdidae,,,,,,,,,,
290,JEJ,P11,166,P110166,,Turdus,albicollis,Turdus_albicollis,Passeriformes,Turdidae,,Myrsidea,Myrsidea,(various?),1,2,4,,7,
290,JEJ,P11,166,P110166,,Turdus,albicollis,Turdus_albicollis,Passeriformes,Turdidae,,,,,,,,,,
290,JEJ,P11,166,P110166,,Turdus,albicollis,Turdus_albicollis,Passeriformes,Turdidae,,,,,,,,,,
307,JEJ,P11,334,P110334,,Turdus,albicollis,Turdus_albicollis,Passeriformes,Turdidae,,Myrsidea,Myrsidea,(various?),0,0,1,,1,
307,JEJ,P11,334,P110334,,Turdus,albicollis,Turdus_albicollis,Passeriformes,Turdidae,,,,,,,,,,
307,JEJ,P11,334,P110334,,Turdus,albicollis,Turdus_albicollis,Passeriformes,Turdidae,,,,,,,,,,
87,JUM,,1022,1022,,Willisornis,poecilinotus,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,Yes,Ricinus,Ricinus,new sp?,1,0,0,,1,L-02
126,JUM,,1022,1022,,Willisornis,poecilinotus,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,Yes,Ricinus,Ricinus,new sp?,0,0,0,,1,L-03
87,JUM,,1022,1022,,Willisornis,poecilinotus,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,Yes,Philopterus?,Philopteridae,new sp?,0,0,1,,1,L-02
126,JUM,,1022,1022,,Willisornis,poecilinotus,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
87,JUM,,1022,1022,,Willisornis,poecilinotus,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
126,JUM,,1022,1022,,Willisornis,poecilinotus,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
180,JEJ,P12,675,P120675,,Willisornis,poecilinotus,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,No,Ricinus,Ricinus,new sp?,2,0,1,,3,L-04
180,JEJ,P12,675,P120675,,Willisornis,poecilinotus,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,No,,,,,,,,,
180,JEJ,P12,675,P120675,,Willisornis,poecilinotus,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,No,,,,,,,,,
10,JUM,,V163,V163,,Willisornis,poecilinotus,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,Yes,Philopteridae,Philopteridae,new sp.?,0,0,1,,1,L-01
10,JUM,,V163,V163,,Willisornis,poecilinotus,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,Yes,,,,,,,,0,
10,JUM,,V163,V163,,Willisornis,poecilinotus,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
97,JUM,,V813,V813,,Willisornis,poecilinotus,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,Yes,Myrsidea,Myrsidea,new sp?,0,2,0,,2,L-03
97,JUM,,V813,V813,,Willisornis,poecilinotus,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
97,JUM,,V813,V813,,Willisornis,poecilinotus,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
51,JUM,,M561,M561,,Xenops,minutus,Xenops_minutus,Passeriformes,Furnariidae,Yes,Myrsidea,Myrsidea,new sp?,0,3,13,,16,L-02
51,JUM,,M561,M561,,Xenops,minutus,Xenops_minutus,Passeriformes,Furnariidae,Yes,,,,,,,,0,
51,JUM,,M561,M561,,Xenops,minutus,Xenops_minutus,Passeriformes,Furnariidae,Yes,,,,,,,,,
354,JEJ,P11,6096,P116096,,Xenops,minutus,Xenops_minutus,Passeriformes,Furnariidae,,Rallicola,Rallicola,inexpectata?,0,0,3,,,
354,JEJ,P11,6096,P116096,,Xenops,minutus,Xenops_minutus,Passeriformes,Furnariidae,,,,,,,,,,
354,JEJ,P11,6096,P116096,,Xenops,minutus,Xenops_minutus,Passeriformes,Furnariidae,,,,,,,,,,
43,JUM,,M502,M502,,Xiphorhynchus,elegans,Xiphorhynchus_elegans,Passeriformes,Furnariidae,Yes,Rallicola,Rallicola,(various…),0,0,1,,1,L-01
43,JUM,,M502,M502,,Xiphorhynchus,elegans,Xiphorhynchus_elegans,Passeriformes,Furnariidae,Yes,,,,,,,,,
43,JUM,,M502,M502,,Xiphorhynchus,elegans,Xiphorhynchus_elegans,Passeriformes,Furnariidae,Yes,,,,,,,,,
13,JUM,,V192,V192,,Xiphorhynchus,elegans,Xiphorhynchus_elegans,Passeriformes,Furnariidae,Yes,Rallicola,Rallicola,(various…),2,1,1,,4,L-01
13,JUM,,V192,V192,,Xiphorhynchus,elegans,Xiphorhynchus_elegans,Passeriformes,Furnariidae,Yes,,,,,,,,0,
13,JUM,,V192,V192,,Xiphorhynchus,elegans,Xiphorhynchus_elegans,Passeriformes,Furnariidae,Yes,,,,,,,,,
76,JUM,,V694,V694,,Xiphorhynchus,elegans,Xiphorhynchus_elegans,Passeriformes,Furnariidae,Yes,Myrsidea,Myrsidea,new sp?,0,0,1,,1,L-02
76,JUM,,V694,V694,,Xiphorhynchus,elegans,Xiphorhynchus_elegans,Passeriformes,Furnariidae,Yes,Ricinus,Ricinus,new sp?,1,0,0,,1,L-02
76,JUM,,V694,V694,,Xiphorhynchus,elegans,Xiphorhynchus_elegans,Passeriformes,Furnariidae,Yes,,,,,,,,,
99,JUM,,V820,V820,,Xiphorhynchus,elegans,Xiphorhynchus_elegans,Passeriformes,Furnariidae,Yes,Ricinus,Ricinus,new sp?,0,0,1,,1,L-03
99,JUM,,V820,V820,,Xiphorhynchus,elegans,Xiphorhynchus_elegans,Passeriformes,Furnariidae,Yes,,,,,,,,,
99,JUM,,V820,V820,,Xiphorhynchus,elegans,Xiphorhynchus_elegans,Passeriformes,Furnariidae,Yes,,,,,,,,,
