,sample,Sample_label,Sample_No,Full_Label,species_jetz,species_clean,species_binomial,family,sociality,mass_tidy,elevation_cat,foraging_cat,Powder.lvl,elevation_midpoint,ectoparasites_PA,general_diversity,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x,x,ectoparasite_code,species,species_taxonomy_SACC_2021,elevation_all_years,net_elevation,elevation,elevation_midpoint.1,Species_parameters,Station,X,day,month,year,full_date,date_status,date,year_seasonality,mass_individual_day,mass_ind_count,
138,116299,P11,6299,P116299,Schiffornis_turdina,Schiffornis turdina,Schiffornis_turdina,Cotingidae,0,30.18625,lowland_manu,understory,low,876,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,270,25_8_2011_pantiacolla_Schiffornis turdina,Schiffornis turdina,Schiffornis_turdina,837,NA,837,876,Schiffornis turdina,pantiacolla,NA,25,8,2011,2011-08-25,NA,2011-08-25,237,32.15666667,3,
139,116302,P11,6302,P116302,Schiffornis_turdina,Schiffornis turdina,Schiffornis_turdina,Cotingidae,0,30.18625,lowland_manu,understory,low,876,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,280,26_8_2011_pantiacolla_Schiffornis turdina,Schiffornis turdina,Schiffornis_turdina,837,NA,837,876,Schiffornis turdina,pantiacolla,NA,26,8,2011,2011-08-26,NA,2011-08-26,238,30.5,1,
25,110171,NA,P110171,P110171,Sclerurus_caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,37.54095238,lowland_manu,ground,low,413,1,2,1,1,0,1,1,0,0,0,3,1,1,Sclerurus_caudacutus,541,13_10_2011_pantiacolla_Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,438,NA,438,413,Sclerurus caudacutus,pantiacolla,NA,13,10,2011,2011-10-13,NA,2011-10-13,286,36.57,1,
34,110342,NA,P110342,P110342,Sclerurus_caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,37.54095238,lowland_manu,ground,low,413,1,1,0,1,0,0,0,0,0,0,6,0,0,Sclerurus_caudacutus,619,28_10_2011_pantiacolla_Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,432,NA,432,413,Sclerurus caudacutus,pantiacolla,NA,28,10,2011,2011-10-28,NA,2011-10-28,301,40.92,1,
39,115901,NA,P115901,P115901,Sclerurus_caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,37.54095238,lowland_manu,ground,low,413,1,2,1,1,0,7,5,2,0,0,548,0,0,Sclerurus_caudacutus,15,9_8_2011_pantiacolla_Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,397,NA,397,413,Sclerurus caudacutus,pantiacolla,NA,9,8,2011,2011-08-09,NA,2011-08-09,221,NA,NA,
180,120781,P12,781,P120781,Sclerurus_caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,37.54095238,lowland_manu,ground,low,413,1,1,0,1,0,0,0,0,0,0,1,0,0,Sclerurus_caudacutus,1134,14_7_2012_pantiacolla_Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,NA,NA,NA,413,Sclerurus caudacutus,pantiacolla,NA,14,7,2012,2012-07-14,NA,2012-07-14,196,48.73,2,
233,121367,P12,1367,P121367,Sclerurus_caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,37.54095238,lowland_manu,ground,low,413,1,1,0,1,0,0,0,0,0,0,109,0,0,Sclerurus_caudacutus,1357,20_10_2012_pantiacolla_Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,415,NA,415,413,Sclerurus caudacutus,pantiacolla,NA,20,10,2012,2012-10-20,NA,2012-10-20,294,38.78,1,
224,121457,P12,1457,P121457,Sclerurus_caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,37.54095238,lowland_manu,ground,low,413,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1417,31_10_2012_pantiacolla_Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,398,NA,398,413,Sclerurus caudacutus,pantiacolla,NA,31,10,2012,2012-10-31,NA,2012-10-31,305,40.5,1,
404,130442,P13,442,P130442,Sclerurus_caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,37.54095238,lowland_manu,ground,low,413,1,1,0,1,0,0,0,0,0,0,112,0,0,Sclerurus_caudacutus,3120,24_9_2013_pantiacolla_Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,395,NA,395,413,Sclerurus caudacutus,pantiacolla,NA,24,9,2013,2013-09-24,NA,2013-09-24,267,36.17,1,
405,131053,P13,1053,P131053,Sclerurus_caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,37.54095238,lowland_manu,ground,low,413,1,1,0,1,0,0,0,0,0,0,1146,0,0,Sclerurus_caudacutus,3255,15_11_2013_pantiacolla_Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,421,NA,421,413,Sclerurus caudacutus,pantiacolla,NA,15,11,2013,2013-11-15,NA,2013-11-15,319,36.965,2,
407,131067,P13,1067,P131067,Sclerurus_caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,37.54095238,lowland_manu,ground,high,413,1,1,0,1,0,0,0,0,0,0,2266,0,0,Sclerurus_caudacutus,3260,16_11_2013_pantiacolla_Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,421,NA,421,413,Sclerurus caudacutus,pantiacolla,NA,16,11,2013,2013-11-16,NA,2013-11-16,320,34.57,1,
605,115937,P11,5937,P115937,Simoxenops_ucayalae,Syndactyla ucayalae,Syndactyla _ucayalae,Furnariidae,1,52.21692308,lowland_manu,understory,low,717,1,2,1,1,0,44,10,15,19,Yes,248,0,0,Syndactyla _ucayalae,18,10_8_2011_pantiacolla_Simoxenops ucayalae,Simoxenops ucayalae,Syndactyla_ucayalae,397,NA,397,717,Simoxenops ucayalae,pantiacolla,NA,10,8,2011,2011-08-10,NA,2011-08-10,222,49.5,1,
841,110164,SP11,164,SP110164,Sporophila_nigricollis,Sporophila nigricollis,Sporophila_nigricollis,Emberizidae,0,11.3925,montane_manu,understory,med,1337,1,1,0,1,0,0,0,0,0,0,16,0,0,Sporophila_nigricollis,830,5_10_2011_san_pedro_Sporophila nigricollis,Sporophila nigricollis,Sporophila_nigricollis,1337,NA,1337,1337,Sporophila nigricollis,san_pedro,NA,5,10,2011,2011-10-05,NA,2011-10-05,278,11.6,1,
842,110196,SP11,196,SP110196,Sporophila_nigricollis,Sporophila nigricollis,Sporophila_nigricollis,Emberizidae,0,11.3925,montane_manu,understory,low,1337,1,1,0,1,0,0,0,0,0,0,1,0,0,Sporophila_nigricollis,849,8_10_2011_san_pedro_Sporophila nigricollis,Sporophila nigricollis,Sporophila_nigricollis,1337,NA,1337,1337,Sporophila nigricollis,san_pedro,NA,8,10,2011,2011-10-08,NA,2011-10-08,281,11.89,2,
843,110197,SP11,197,SP110197,Sporophila_nigricollis,Sporophila nigricollis,Sporophila_nigricollis,Emberizidae,0,11.3925,montane_manu,understory,low,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,850,8_10_2011_san_pedro_Sporophila nigricollis,Sporophila nigricollis,Sporophila_nigricollis,1337,NA,1337,1337,Sporophila nigricollis,san_pedro,NA,8,10,2011,2011-10-08,NA,2011-10-08,281,11.89,2,
520,110174,P11,174,P110174,Synallaxis_cabanisi,Synallaxis cabanisi,Synallaxis_cabanisi,Furnariidae,0,18.982,lowland_manu,understory,low,1084,1,2,1,1,0,1,0,0,1,0,10,0,0,Synallaxis_cabanisi,551,13_10_2011_pantiacolla_Synallaxis cabanisi,Synallaxis cabanisi,Synallaxis_cabanisi,438,NA,438,1084,Synallaxis cabanisi,pantiacolla,NA,13,10,2011,2011-10-13,NA,2011-10-13,286,19.96,1,
152,110022,SP11,22,SP110022,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,med,1308.5,1,1,1,0,0,4,1,1,2,0,0,0,0,NA,1015,12_9_2011_san_pedro_Anabacerthia striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,1383,NA,1383,1308.5,Anabacerthia striaticollis,san_pedro,NA,12,9,2011,2011-09-12,NA,2011-09-12,255,24.78,1,
153,110023,SP11,23,SP110023,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,med,1308.5,1,1,0,1,0,0,0,0,0,0,7,0,0,Tangara_arthus,1016,12_9_2011_san_pedro_Tangara arthus,Tangara arthus,Tangara_arthus,1383,NA,1383,1308.5,Tangara arthus,san_pedro,NA,12,9,2011,2011-09-12,NA,2011-09-12,255,20.38,1,
839,120072,SP12,72,SP120072,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,1,0,1,0,0,0,0,0,0,44,0,0,Tangara_arthus,4587,29_6_2012_san_pedro_Tangara arthus,NA,Tangara_arthus,NA,NA,1387,1308.5,Tangara arthus,san_pedro,NA,29,6,2012,2012-06-29,NA,2012-06-29,181,NA,NA,
318,120104,TL12,104,TL120104,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,2,1,1,0,7,2,4,1,0,12,0,0,Tangara_arthus,1801,1_11_2012_san_pedro_Tangara arthus,Tangara arthus,Tangara_arthus,1735,NA,1735,1308.5,Tangara arthus,san_pedro,NA,1,11,2012,2012-11-01,NA,2012-11-01,306,21.66,1,
262,120666,SP12,666,SP120666,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,2,1,1,0,8,2,1,5,0,6,0,1,Tangara_arthus,2064,24_7_2012_san_pedro_Tangara arthus,Tangara arthus,Tangara_arthus,1307,NA,1307,1308.5,Tangara arthus,san_pedro,NA,24,7,2012,2012-07-24,NA,2012-07-24,206,21.25,1,
267,120787,SP12,787,SP120787,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,1,0,1,0,0,0,0,0,0,1,0,0,Tangara_arthus,1686,11_8_2012_san_pedro_Tangara arthus,Tangara arthus,Tangara_arthus,1395,NA,1395,1308.5,Tangara arthus,san_pedro,NA,11,8,2012,2012-08-11,NA,2012-08-11,224,20.3,1,
240,121081,SP12,1081,SP121081,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,2,1,1,0,2,0,2,1,0,20,1,1,Tangara_arthus,2009,1_10_2012_san_pedro_Tangara arthus,Tangara arthus,Tangara_arthus,1302,NA,1302,1308.5,Tangara arthus,san_pedro,NA,1,10,2012,2012-10-01,NA,2012-10-01,275,20.4,1,
284,121104,SP12,1104,SP121104,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,1,0,1,0,0,0,0,0,0,18,0,0,Tangara_arthus,2028,3_10_2012_san_pedro_Tangara arthus,Tangara arthus,Tangara_arthus,1302,NA,1302,1308.5,Tangara arthus,san_pedro,NA,3,10,2012,2012-10-03,NA,2012-10-03,277,21.6,1,
840,121138,SP12,1138,SP121138,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,2,1,1,0,1,1,0,0,0,4,0,0,Tangara_arthus,4640,17_10_2012_san_pedro_Tangara arthus,NA,Tangara_arthus,NA,NA,1387,1308.5,Tangara arthus,san_pedro,NA,17,10,2012,2012-10-17,NA,2012-10-17,291,NA,NA,
294,121308,SP12,1308,SP121308,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,2,1,1,0,1,0,1,0,0,1,0,0,Tangara_arthus,2186,10_11_2012_san_pedro_Tangara arthus,Tangara arthus,Tangara_arthus,1262,NA,1262,1308.5,Tangara arthus,san_pedro,NA,10,11,2012,2012-11-10,NA,2012-11-10,315,19.55,1,
513,110137,P11,137,P110137,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,med,421,1,2,1,1,0,4,1,2,1,0,4,0,0,Tangara_schrankii,529,10_10_2011_pantiacolla_Tangara schrankii,Tangara schrankii,Tangara_schrankii,413,NA,413,421,Tangara schrankii,pantiacolla,NA,10,10,2011,2011-10-10,NA,2011-10-10,283,17.95,1,
578,110373,P11,373,P110373,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,low,421,1,2,1,1,0,6,1,1,4,0,1,0,0,Tangara_schrankii,636,1_11_2011_pantiacolla_Tangara schrankii,Tangara schrankii,Tangara_schrankii,414,NA,414,421,Tangara schrankii,pantiacolla,NA,1,11,2011,2011-11-01,NA,2011-11-01,305,19.85,1,
680,120666,P12,666,P120666,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,low,421,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1078,26_6_2012_pantiacolla_Tangara schrankii,Tangara schrankii,Tangara_schrankii,438,NA,438,421,Tangara schrankii,pantiacolla,NA,26,6,2012,2012-06-26,NA,2012-06-26,178,18.6,1,
705,121005,P12,1005,P121005,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,med,421,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1213,30_8_2012_pantiacolla_Tangara schrankii,Tangara schrankii,Tangara_schrankii,422,NA,422,421,Tangara schrankii,pantiacolla,NA,30,8,2012,2012-08-30,NA,2012-08-30,243,20.2,1,
707,121064,P12,1064,P121064,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,low,421,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1247,5_9_2012_pantiacolla_Tangara schrankii,Tangara schrankii,Tangara_schrankii,421,NA,421,421,Tangara schrankii,pantiacolla,NA,5,9,2012,2012-09-05,NA,2012-09-05,249,31.31,5,
716,121575,P12,1575,P121575,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,low,421,1,1,0,1,0,0,0,0,0,0,3,0,1,Tangara_schrankii,1478,19_11_2012_pantiacolla_Tangara schrankii,Tangara schrankii,Tangara_schrankii,413,NA,413,421,Tangara schrankii,pantiacolla,NA,19,11,2012,2012-11-19,NA,2012-11-19,324,19.12,1,
497,110088,P11,88,P110088,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,med,413,1,1,0,1,0,0,0,0,0,0,3,0,0,Terenotriccus_erythrurus,494,3_10_2011_pantiacolla_Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,392,NA,392,413,Terenotriccus erythrurus,pantiacolla,NA,3,10,2011,2011-10-03,NA,2011-10-03,276,6.91,1,
501,110100,P11,100,P110100,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,low,413,1,2,1,1,0,1,0,0,1,0,10,0,0,Terenotriccus_erythrurus,504,5_10_2011_pantiacolla_Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,397,NA,397,413,Terenotriccus erythrurus,pantiacolla,NA,5,10,2011,2011-10-05,NA,2011-10-05,278,11.15,1,
549,110294,P11,294,P110294,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,low,413,1,1,0,1,0,0,0,0,0,0,16,0,0,Terenotriccus_erythrurus,596,21_10_2011_pantiacolla_Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,398,NA,398,413,Terenotriccus erythrurus,pantiacolla,NA,21,10,2011,2011-10-21,NA,2011-10-21,294,7.46,1,
610,115948,P11,5948,P115948,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,med,413,1,2,1,1,0,1,1,0,0,0,48,0,0,Terenotriccus_erythrurus,41,10_8_2011_pantiacolla_Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,397,NA,397,413,Terenotriccus erythrurus,pantiacolla,NA,10,8,2011,2011-08-10,NA,2011-08-10,222,7.41,1,
690,120744,P12,744,P120744,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,low,413,1,1,0,1,0,0,0,0,0,0,4,0,0,Terenotriccus_erythrurus,1120,2_7_2012_pantiacolla_Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,NA,NA,NA,413,Terenotriccus erythrurus,pantiacolla,NA,2,7,2012,2012-07-02,NA,2012-07-02,184,8.2,1,
717,121580,P12,1580,P121580,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,low,413,1,1,0,1,0,0,0,0,0,0,6,0,0,Terenotriccus_erythrurus,1475,19_11_2012_pantiacolla_Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,413,NA,413,413,Terenotriccus erythrurus,pantiacolla,NA,19,11,2012,2012-11-19,NA,2012-11-19,324,7.5,1,
741,130355,P13,355,P130355,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,low,413,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3047,17_9_2013_pantiacolla_Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,415,NA,415,413,Terenotriccus erythrurus,pantiacolla,NA,17,9,2013,2013-09-17,NA,2013-09-17,260,7.36,1,
820,116223,P11,6223,P116223,Thalurania_furcata,Thalurania furcata,Thalurania_furcata,Trochilidae,0,4.515660377,lowland_manu,other,low,420,1,2,1,1,0,1,1,0,0,0,24,0,0,Thalurania_furcata,224,19_8_2011_pantiacolla_Thalurania furcata,Thalurania furcata,Thalurania_furcata,600,NA,600,420,Thalurania furcata,pantiacolla,NA,19,8,2011,2011-08-19,NA,2011-08-19,231,4.4,2,
11,110033,NA,P110033,P110033,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,low,421,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,453,28_9_2011_pantiacolla_Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,381,NA,381,421,Thamnomanes ardesiacus,pantiacolla,NA,28,9,2011,2011-09-28,NA,2011-09-28,271,17.93,2,
12,110039,NA,P110039,P110039,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,low,421,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,454,28_9_2011_pantiacolla_Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,381,NA,381,421,Thamnomanes ardesiacus,pantiacolla,NA,28,9,2011,2011-09-28,NA,2011-09-28,271,17.93,2,
14,110073,NA,P110073,P110073,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,med,421,1,1,0,1,0,0,0,0,0,0,4,0,0,Thamnomanes_ardesiacus,484,1_10_2011_pantiacolla_Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,392,NA,392,421,Thamnomanes ardesiacus,pantiacolla,NA,1,10,2011,2011-10-01,NA,2011-10-01,274,14.74,2,
15,110076,NA,P110076,P110076,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,low,421,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,485,1_10_2011_pantiacolla_Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,392,NA,392,421,Thamnomanes ardesiacus,pantiacolla,NA,1,10,2011,2011-10-01,NA,2011-10-01,274,18.24,2,
32,110297,NA,P110297,P110297,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,low,421,1,1,0,1,0,0,0,0,0,0,13,0,0,Thamnomanes_ardesiacus,598,22_10_2011_pantiacolla_Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,398,NA,398,421,Thamnomanes ardesiacus,pantiacolla,NA,22,10,2011,2011-10-22,NA,2011-10-22,295,20.5,1,
113,116154,P11,6154,P116154,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,med,421,1,1,0,1,0,0,0,0,0,0,4,0,0,Thamnomanes_ardesiacus,150,18_8_2011_pantiacolla_Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,600,NA,600,421,Thamnomanes ardesiacus,pantiacolla,NA,18,8,2011,2011-08-18,NA,2011-08-18,230,20.075,2,
844,116163,P11,6163,P116163,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,low,421,1,1,0,1,0,0,0,0,0,0,14,0,0,Thamnomanes_ardesiacus,4217,20_8_2011_pantiacolla_Thamnomanes ardesiacus,NA,Thamnomanes_ardesiacus,NA,NA,NA,421,Thamnomanes ardesiacus,pantiacolla,NA,20,8,2011,2011-08-20,check date,2011-08-20,232,17.55,1,
128,116246,P11,6246,P116246,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,low,421,1,1,0,1,0,0,0,0,0,0,12,0,0,Thamnomanes_ardesiacus,227,20_8_2011_pantiacolla_Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,600,NA,600,421,Thamnomanes ardesiacus,pantiacolla,NA,20,8,2011,2011-08-20,NA,2011-08-20,232,17.55,1,
188,120788,P12,788,P120788,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,low,421,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1136,16_7_2012_pantiacolla_Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,NA,NA,415,421,Thamnomanes ardesiacus,pantiacolla,NA,16,7,2012,2012-07-16,NA,2012-07-16,198,19.95,1,
217,121352,P12,1352,P121352,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,low,421,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1356,20_10_2012_pantiacolla_Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,415,NA,415,421,Thamnomanes ardesiacus,pantiacolla,NA,20,10,2012,2012-10-20,NA,2012-10-20,294,19.91,1,
382,130047,P13,47,P130047,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,low,421,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2893,27_8_2013_pantiacolla_Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,432,NA,432,421,Thamnomanes ardesiacus,pantiacolla,NA,27,8,2013,2013-08-27,NA,2013-08-27,239,18.12,2,
380,130050,P13,50,P130050,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,low,421,1,1,0,1,0,0,0,0,0,0,10,0,0,Thamnomanes_ardesiacus,2906,28_8_2013_pantiacolla_Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,432,NA,432,421,Thamnomanes ardesiacus,pantiacolla,NA,28,8,2013,2013-08-28,NA,2013-08-28,240,18.32,1,
378,130157,P13,157,P130157,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,low,421,1,1,0,1,0,0,0,0,0,0,3,0,0,Thamnomanes_ardesiacus,2954,5_9_2013_pantiacolla_Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,398,NA,398,421,Thamnomanes ardesiacus,pantiacolla,NA,5,9,2013,2013-09-05,NA,2013-09-05,248,17.52,1,
20,110128,NA,P110128,P110128,Thamnomanes_schistogynus,Thamnomanes schistogynus,Thamnomanes_schistogynus,Thamnophilidae,1,17.905,lowland_manu,midhigh,low,430,1,1,0,1,0,0,0,0,0,0,33,0,0,Thamnomanes_schistogynus,518,7_10_2011_pantiacolla_Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnomanes_schistogynus,397,NA,397,430,Thamnomanes schistogynus,pantiacolla,NA,7,10,2011,2011-10-07,NA,2011-10-07,280,16.78,1,
47,115979,NA,P115979,P115979,Thamnomanes_schistogynus,Thamnomanes schistogynus,Thamnomanes_schistogynus,Thamnophilidae,1,17.905,lowland_manu,midhigh,med,430,1,1,0,1,0,0,0,0,0,0,14,1,1,Thamnomanes_schistogynus,46,11_8_2011_pantiacolla_Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnomanes_schistogynus,397,NA,397,430,Thamnomanes schistogynus,pantiacolla,NA,11,8,2011,2011-08-11,NA,2011-08-11,223,18.45,2,
48,116000,NA,P116000,P116000,Thamnomanes_schistogynus,Thamnomanes schistogynus,Thamnomanes_schistogynus,Thamnophilidae,1,17.905,lowland_manu,midhigh,low,430,1,1,0,1,0,0,0,0,0,0,37,0,0,Thamnomanes_schistogynus,48,11_8_2011_pantiacolla_Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnomanes_schistogynus,397,NA,397,430,Thamnomanes schistogynus,pantiacolla,NA,11,8,2011,2011-08-11,NA,2011-08-11,223,18.45,2,
108,116038,P11,6038,P116038,Thamnomanes_schistogynus,Thamnomanes schistogynus,Thamnomanes_schistogynus,Thamnophilidae,1,17.905,lowland_manu,midhigh,med,430,1,1,0,1,0,0,0,0,0,0,14,0,0,Thamnomanes_schistogynus,66,14_8_2011_pantiacolla_Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnomanes_schistogynus,415,NA,415,430,Thamnomanes schistogynus,pantiacolla,NA,14,8,2011,2011-08-14,NA,2011-08-14,226,16.48,2,
850,116360,P11,6360,P116360,Thamnomanes_schistogynus,Thamnomanes schistogynus,Thamnomanes_schistogynus,Thamnophilidae,1,17.905,lowland_manu,midhigh,med,430,1,1,0,1,0,0,0,0,0,0,2,0,0,Thamnomanes_schistogynus,4234,30_8_2011_pantiacolla_Thamnomanes schistogynus,NA,Thamnomanes_schistogynus,NA,NA,385,430,Thamnomanes schistogynus,pantiacolla,NA,30,8,2011,2011-08-30,NA,2011-08-30,242,NA,NA,
