,sample,Sample_label,Sample_No,Full_Label,species_jetz,species_clean,species_binomial,family,sociality,mass_tidy,elevation_cat,foraging_cat,Powder.lvl,elevation_midpoint,ectoparasites_PA,general_diversity,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x,x,ectoparasite_code,species,species_taxonomy_SACC_2021,elevation_all_years,net_elevation,elevation,elevation_midpoint.1,Species_parameters,Station,X,day,month,year,full_date,date_status,date,year_seasonality,mass_individual_day,mass_ind_count,
826,116487,P11,6487,P116487,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,med,1262,1,1,1,0,0,2,0,1,1,0,0,0,0,NA,426,6_9_2011_pantiacolla_Mionectes olivaceus,Mionectes olivaceus,Mionectes_olivaceus,397,NA,397,1262,Mionectes olivaceus,pantiacolla,NA,6,9,2011,2011-09-06,NA,2011-09-06,249,15.44,2,
827,116489,P11,6489,P116489,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,med,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,427,6_9_2011_pantiacolla_Mionectes olivaceus,Mionectes olivaceus,Mionectes_olivaceus,397,NA,397,1262,Mionectes olivaceus,pantiacolla,NA,6,9,2011,2011-09-06,NA,2011-09-06,249,15.44,2,
589,120088,VC12,88,VC120088,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,med,1262,1,2,1,1,0,5,0,2,3,0,2,0,0,Mionectes_olivaceus,4721,_9_2012_villa_carmen_Mionectes olivaceus,NA,Mionectes_olivaceus,NA,NA,NA,1262,Mionectes olivaceus,villa_carmen,NA,14,9,2012,2012-09-14,check date,2012-09-14,258,NA,NA,
597,120089,VC12,89,VC120089,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,high,1262,1,1,1,0,0,4,1,1,2,0,0,0,0,NA,4722,_9_2012_villa_carmen_Mionectes olivaceus,NA,Mionectes_olivaceus,NA,NA,NA,1262,Mionectes olivaceus,villa_carmen,NA,23,9,2012,2012-09-23,check date,2012-09-23,267,NA,NA,
602,120108,VC12,108,VC120108,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,1,2,1,1,0,4,0,2,2,0,16,0,0,Mionectes_olivaceus,4731,_9_2012_villa_carmen_Mionectes olivaceus,NA,Mionectes_olivaceus,NA,NA,NA,1262,Mionectes olivaceus,villa_carmen,NA,27,9,2012,2012-09-27,check date,2012-09-27,271,NA,NA,
191,120806,P12,806,P120806,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1143,23_7_2012_pantiacolla_Mionectes olivaceus,Mionectes olivaceus,Mionectes_olivaceus,NA,NA,NA,1262,Mionectes olivaceus,pantiacolla,NA,23,7,2012,2012-07-23,NA,2012-07-23,205,12.75,1,
848,121114,SP12,1114,SP121114,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,montane_manu,understory,med,1262,1,2,1,1,0,4,1,0,3,0,13,0,0,Mionectes_olivaceus,1812,4_10_2012_san_pedro_Mionectes olivaceus,Mionectes olivaceus,Mionectes_olivaceus,1339,NA,1339,1262,Mionectes olivaceus,san_pedro,NA,4,10,2012,2012-10-04,NA,2012-10-04,278,16.45,1,
849,121171,SP12,1171,SP121171,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,montane_manu,understory,low,1262,1,2,1,1,0,3,0,2,1,0,12,0,0,Mionectes_olivaceus,1843,22_10_2012_san_pedro_Mionectes olivaceus,Mionectes olivaceus,Mionectes_olivaceus,1418,NA,1418,1262,Mionectes olivaceus,san_pedro,NA,22,10,2012,2012-10-22,NA,2012-10-22,296,15.975,4,
851,121239,SP12,1239,SP121239,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,montane_manu,understory,low,1262,1,2,1,1,0,7,2,2,3,0,2,0,0,Mionectes_olivaceus,2089,6_11_2012_san_pedro_Mionectes olivaceus,Mionectes olivaceus,Mionectes_olivaceus,1307,NA,1307,1262,Mionectes olivaceus,san_pedro,NA,6,11,2012,2012-11-06,NA,2012-11-06,311,15.57142857,7,
838,130372,P13,372,P130372,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,med,1262,1,2,1,1,0,14,2,6,6,0,18,0,0,Mionectes_olivaceus,3071,19_9_2013_pantiacolla_Mionectes olivaceus,Mionectes olivaceus,Mionectes_olivaceus,410,NA,410,1262,Mionectes olivaceus,pantiacolla,NA,19,9,2013,2013-09-19,NA,2013-09-19,262,16.54,1,
613,120704,P12,704,P120704,Mionectes_striaticollis,Mionectes striaticollis,Mionectes_striaticollis,Tyrannidae,1,14.66976498,lowland_manu,midhigh,low,1573,1,1,0,1,0,0,0,0,0,0,1003,0,0,Mionectes_striaticollis,4392,29_6_2012_pantiacolla_Cyanocompsa cyanoides,NA,Mionectes_striaticollis,NA,NA,415,1573,Cyanocompsa cyanoides,pantiacolla,NA,29,6,2012,2012-06-29,NA,2012-06-29,181,NA,NA,
480,110042,P11,42,P110042,Momotus_momota,Momotus momota,Momotus_momota,Momotidae,0,110.3235714,lowland_manu,ground-midhigh,low,429,1,2,1,1,0,1,1,0,0,0,1,0,1,Momotus_momota,457,28_9_2011_pantiacolla_Momotus momota,Momotus momota,Momotus_momota,381,NA,381,429,Momotus momota,pantiacolla,NA,28,9,2011,2011-09-28,NA,2011-09-28,271,30.24,1,
491,110068,P11,68,P110068,Momotus_momota,Momotus momota,Momotus_momota,Momotidae,0,110.3235714,lowland_manu,ground-midhigh,med,429,1,1,0,1,0,0,0,0,0,0,1,0,1,Momotus_momota,476,30_9_2011_pantiacolla_Momotus momota,Momotus momota,Momotus_momota,392,NA,392,429,Momotus momota,pantiacolla,NA,30,9,2011,2011-09-30,NA,2011-09-30,273,218,1,
51,110167,P11,167,P110167,Monasa_morphoeus,Monasa morphoeus,Monasa_morphoeus,Bucconidae,1,73.41272727,lowland_manu,ground-midhigh,low,417,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,539,11_10_2011_pantiacolla_Monasa morphoeus,Monasa morphoeus,Monasa_morphoeus,413,NA,413,417,Monasa morphoeus,pantiacolla,NA,11,10,2011,2011-10-11,NA,2011-10-11,284,78,1,
52,116337,P11,6337,P116337,Monasa_morphoeus,Monasa morphoeus,Monasa_morphoeus,Bucconidae,1,73.41272727,lowland_manu,ground-midhigh,med,417,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,286,29_8_2011_pantiacolla_Monasa morphoeus,Monasa morphoeus,Monasa_morphoeus,385,NA,385,417,Monasa morphoeus,pantiacolla,NA,29,8,2011,2011-08-29,NA,2011-08-29,241,72,2,
53,116338,P11,6338,P116338,Monasa_morphoeus,Monasa morphoeus,Monasa_morphoeus,Bucconidae,1,73.41272727,lowland_manu,ground-midhigh,low,417,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,287,29_8_2011_pantiacolla_Monasa morphoeus,Monasa morphoeus,Monasa_morphoeus,385,NA,385,417,Monasa morphoeus,pantiacolla,NA,29,8,2011,2011-08-29,NA,2011-08-29,241,72,2,
57,120872,P12,872,P120872,Monasa_nigrifrons,Monasa nigrifrons,Monasa_nigrifrons,Bucconidae,1,80.46733333,lowland_manu,other,low,409,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1158,15_8_2012_pantiacolla_Monasa nigrifrons,Monasa nigrifrons,Monasa_nigrifrons,NA,NA,415,409,Monasa nigrifrons,pantiacolla,NA,15,8,2012,2012-08-15,NA,2012-08-15,228,72.125,2,
58,121117,P12,1117,P121117,Monasa_nigrifrons,Monasa nigrifrons,Monasa_nigrifrons,Bucconidae,1,80.46733333,lowland_manu,other,low,409,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1263,19_9_2012_pantiacolla_Monasa nigrifrons,Monasa nigrifrons,Monasa_nigrifrons,381,NA,381,409,Monasa nigrifrons,pantiacolla,NA,19,9,2012,2012-09-19,NA,2012-09-19,263,94,1,
125,116228,P11,6228,P116228,Myiobius_barbatus,Myiobius barbatus,Myiobius_barbatus,Tyrannidae,1,12.84714286,lowland_manu,midhigh,low,424,1,1,0,1,0,0,0,0,0,0,4,0,0,Myiobius_barbatus,218,19_8_2011_pantiacolla_Myiobius barbatus,Myiobius barbatus,Myiobius_barbatus,600,NA,600,424,Myiobius barbatus,pantiacolla,NA,19,8,2011,2011-08-19,NA,2011-08-19,231,17.7,1,
236,121409,P12,1409,P121409,Myiobius_barbatus,Myiobius barbatus,Myiobius_barbatus,Tyrannidae,1,12.84714286,lowland_manu,midhigh,low,424,1,1,0,1,0,0,0,0,0,0,33,0,0,Myiobius_barbatus,1377,25_10_2012_pantiacolla_Myiobius barbatus,Myiobius barbatus,Myiobius_barbatus,385,NA,385,424,Myiobius barbatus,pantiacolla,NA,25,10,2012,2012-10-25,NA,2012-10-25,299,12.72,1,
220,121446,P12,1446,P121446,Myiobius_barbatus,Myiobius barbatus,Myiobius_barbatus,Tyrannidae,1,12.84714286,lowland_manu,midhigh,low,424,1,1,0,1,0,0,0,0,0,0,2,0,0,Myiobius_barbatus,1396,27_10_2012_pantiacolla_Myiobius barbatus,Myiobius barbatus,Myiobius_barbatus,385,NA,385,424,Myiobius barbatus,pantiacolla,NA,27,10,2012,2012-10-27,NA,2012-10-27,301,14.6,2,
232,121511,P12,1511,P121511,Myiobius_barbatus,Myiobius barbatus,Myiobius_barbatus,Tyrannidae,1,12.84714286,lowland_manu,midhigh,low,424,1,1,0,1,0,0,0,0,0,0,3,0,0,Myiobius_barbatus,1432,2_11_2012_pantiacolla_Myiobius barbatus,Myiobius barbatus,Myiobius_barbatus,398,NA,398,424,Myiobius barbatus,pantiacolla,NA,2,11,2012,2012-11-02,NA,2012-11-02,307,12.5,1,
355,120764,W12,764,W120764,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,1,1,0,1,0,0,0,0,0,0,1,0,0,Myioborus_melanocephalus,2595,18_10_2012_wayqecha_Myioborus melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,2681,NA,2681,2578,Myioborus melanocephalus,wayqecha,NA,18,10,2012,2012-10-18,NA,2012-10-18,292,NA,NA,
357,120790,W12,790,W120790,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,low,2578,1,1,0,1,0,0,0,0,0,0,1,0,0,Myioborus_melanocephalus,2596,18_10_2012_wayqecha_Myioborus melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,2681,NA,2681,2578,Myioborus melanocephalus,wayqecha,NA,18,10,2012,2012-10-18,NA,2012-10-18,292,26.24,1,
372,121090,W12,1090,W121090,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,low,2578,1,1,0,1,0,0,0,0,0,0,5,0,0,Myioborus_melanocephalus,2499,24_11_2012_wayqecha_Myioborus melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,2542,NA,2542,2578,Myioborus melanocephalus,wayqecha,NA,24,11,2012,2012-11-24,NA,2012-11-24,329,12.74,1,
375,121136,W12,1136,W121136,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,1,1,0,1,0,0,0,0,0,0,12,0,0,Myioborus_melanocephalus,2521,28_11_2012_wayqecha_Myioborus melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,2521,NA,2521,2578,Myioborus melanocephalus,wayqecha,NA,28,11,2012,2012-11-28,NA,2012-11-28,333,14.13,1,
376,121161,W12,1161,W121161,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,1,2,1,1,0,1,0,1,0,0,23,0,0,Myioborus_melanocephalus,2545,2_12_2012_wayqecha_Myioborus melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,2521,NA,2521,2578,Myioborus melanocephalus,wayqecha,NA,2,12,2012,2012-12-02,NA,2012-12-02,337,12.29,1,
416,130232,W13,232,W130232,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,1,1,0,1,0,0,0,0,0,0,4,0,0,Myioborus_melanocephalus,3826,8_9_2013_wayqecha_Myioborus melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,2521,NA,2521,2578,Myioborus melanocephalus,wayqecha,NA,8,9,2013,2013-09-08,NA,2013-09-08,251,11.7,2,
418,130233,W13,233,W130233,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,1,1,0,1,0,0,0,0,0,0,1,0,0,Myioborus_melanocephalus,3827,8_9_2013_wayqecha_Myioborus melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,2521,NA,2521,2578,Myioborus melanocephalus,wayqecha,NA,8,9,2013,2013-09-08,NA,2013-09-08,251,11.7,2,
422,130257,W13,257,W130257,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,1,1,0,1,0,0,0,0,0,0,1,0,0,Myioborus_melanocephalus,3867,11_9_2013_wayqecha_Myioborus melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,2617,NA,2617,2578,Myioborus melanocephalus,wayqecha,NA,11,9,2013,2013-09-11,NA,2013-09-11,254,NA,NA,
429,130351,W13,351,W130351,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,low,2578,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3954,28_9_2013_wayqecha_Myioborus melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,2742,NA,2742,2578,Myioborus melanocephalus,wayqecha,NA,28,9,2013,2013-09-28,NA,2013-09-28,271,27,1,
430,130353,W13,353,W130353,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3955,28_9_2013_wayqecha_Myioborus melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,2742,NA,2742,2578,Myioborus melanocephalus,wayqecha,NA,28,9,2013,2013-09-28,NA,2013-09-28,271,38.06,2,
436,130416,W13,416,W130416,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4021,2_10_2013_wayqecha_Myioborus melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,2833,NA,2833,2578,Myioborus melanocephalus,wayqecha,NA,2,10,2013,2013-10-02,NA,2013-10-02,275,12.71,1,
446,130633,W13,633,W130633,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,low,2578,1,1,0,1,0,0,0,0,0,0,9,0,0,Myioborus_melanocephalus,3836,9_11_2013_wayqecha_Myioborus melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,2521,NA,2521,2578,Myioborus melanocephalus,wayqecha,NA,9,11,2013,2013-11-09,NA,2013-11-09,313,12.58,1,
162,110084,SP11,84,SP110084,Myioborus_miniatus,Myioborus miniatus,Myioborus_miniatus,Parulidae,1,9.782295082,montane_manu,midhigh,low,1404,1,1,0,1,0,0,0,0,0,0,12,0,0,Myioborus_miniatus,754,24_9_2011_san_pedro_Myioborus miniatus,Myioborus miniatus,Myioborus_miniatus,1395,NA,1395,1404,Myioborus miniatus,san_pedro,NA,24,9,2011,2011-09-24,NA,2011-09-24,267,10.355,2,
163,110086,SP11,86,SP110086,Myioborus_miniatus,Myioborus miniatus,Myioborus_miniatus,Parulidae,1,9.782295082,montane_manu,midhigh,med,1404,1,1,0,1,0,0,0,0,0,0,10,0,0,Myioborus_miniatus,755,24_9_2011_san_pedro_Myioborus miniatus,Myioborus miniatus,Myioborus_miniatus,1395,NA,1395,1404,Myioborus miniatus,san_pedro,NA,24,9,2011,2011-09-24,NA,2011-09-24,267,NA,NA,
164,110087,SP11,87,SP110087,Myioborus_miniatus,Myioborus miniatus,Myioborus_miniatus,Parulidae,1,9.782295082,montane_manu,midhigh,low,1404,1,1,0,1,0,0,0,0,0,0,4,0,0,Myioborus_miniatus,765,25_9_2011_san_pedro_Myioborus miniatus,Myioborus miniatus,Myioborus_miniatus,1395,NA,1395,1404,Myioborus miniatus,san_pedro,NA,25,9,2011,2011-09-25,NA,2011-09-25,268,34.9,1,
298,121360,SP12,1360,SP121360,Myioborus_miniatus,Myioborus miniatus,Myioborus_miniatus,Parulidae,1,9.782295082,montane_manu,midhigh,low,1404,1,1,0,1,0,0,0,0,0,0,10,0,0,Myioborus_miniatus,1608,16_11_2012_san_pedro_Myioborus miniatus,Myioborus miniatus,Myioborus_miniatus,1449,NA,1449,1404,Myioborus miniatus,san_pedro,NA,16,11,2012,2012-11-16,NA,2012-11-16,321,9.405,2,
299,121362,SP12,1362,SP121362,Myioborus_miniatus,Myioborus miniatus,Myioborus_miniatus,Parulidae,1,9.782295082,montane_manu,midhigh,low,1404,1,2,1,1,0,6,1,0,5,0,70,0,0,Myioborus_miniatus,1609,16_11_2012_san_pedro_Myioborus miniatus,Myioborus miniatus,Myioborus_miniatus,1449,NA,1449,1404,Myioborus miniatus,san_pedro,NA,16,11,2012,2012-11-16,NA,2012-11-16,321,9.405,2,
811,116155,P11,6155,P116155,Myrmeciza_fortis,Hafferia fortis,Percnostola_fortis,Thamnophilidae,1,48.60083333,lowland_manu,ground,med,422.5,1,2,1,1,0,1,0,1,0,0,47,1,1,Percnostola_fortis,145,18_8_2011_pantiacolla_Myrmeciza fortis,Myrmeciza fortis,Hafferia_fortis,600,NA,600,422.5,Myrmeciza fortis,pantiacolla,NA,18,8,2011,2011-08-18,NA,2011-08-18,230,46.42,1,
606,115940,P11,5940,P115940,Myrmeciza_goeldii,Akletos goeldii,Percnostola_goeldii,Thamnophilidae,1,44.03666667,lowland_manu,ground-understory,low,438,1,2,1,1,0,18,5,6,3,0,11,0,0,Percnostola_goeldii,19,10_8_2011_pantiacolla_Myrmeciza goeldii,Myrmeciza goeldii,Akletos_goeldii,397,NA,397,438,Myrmeciza goeldii,pantiacolla,NA,10,8,2011,2011-08-10,NA,2011-08-10,222,37.5,1,
620,115991,P11,5991,P115991,Myrmeciza_goeldii,Akletos goeldii,Percnostola_goeldii,Thamnophilidae,1,44.03666667,lowland_manu,ground-understory,low,438,1,2,1,1,0,4,1,0,2,0,13,0,0,Percnostola_goeldii,45,11_8_2011_pantiacolla_Myrmeciza goeldii,Myrmeciza goeldii,Akletos_goeldii,397,NA,397,438,Myrmeciza goeldii,pantiacolla,NA,11,8,2011,2011-08-11,NA,2011-08-11,223,44.95,1,
676,120612,P12,612,P120612,Myrmeciza_goeldii,Akletos goeldii,Percnostola_goeldii,Thamnophilidae,1,44.03666667,lowland_manu,ground-understory,low,438,1,1,1,0,0,1,1,0,0,0,0,0,0,NA,1053,24_6_2012_pantiacolla_Myrmeciza goeldii,Myrmeciza goeldii,Akletos_goeldii,438,NA,438,438,Myrmeciza goeldii,pantiacolla,NA,24,6,2012,2012-06-24,NA,2012-06-24,176,42.225,2,
679,120629,P12,629,P120629,Myrmeciza_goeldii,Akletos goeldii,Percnostola_goeldii,Thamnophilidae,1,44.03666667,lowland_manu,ground-understory,low,438,1,2,1,1,0,1,0,1,0,0,5,0,0,Percnostola_goeldii,1065,25_6_2012_pantiacolla_Myrmeciza goeldii,Myrmeciza goeldii,Akletos_goeldii,438,NA,438,438,Myrmeciza goeldii,pantiacolla,NA,25,6,2012,2012-06-25,NA,2012-06-25,177,41.35,1,
667,116206,P11,6206,P116206,Myrmeciza_hemimelaena,Sciaphylax hemimelaena,Sciaphylax_hemimelaena,Thamnophilidae,0,16.58849057,lowland_manu,ground-understory,low,818,1,2,1,1,0,1,1,0,0,0,31,0,0,Sciaphylax_hemimelaena,219,19_8_2011_pantiacolla_Myrmeciza hemimelaena,Myrmeciza hemimelaena,Sciaphylax_hemimelaena,600,NA,600,818,Myrmeciza hemimelaena,pantiacolla,NA,19,8,2011,2011-08-19,NA,2011-08-19,231,15.25,1,
678,120621,P12,621,P120621,Myrmeciza_hemimelaena,Sciaphylax hemimelaena,Sciaphylax_hemimelaena,Thamnophilidae,0,16.58849057,lowland_manu,ground-understory,low,818,1,1,0,1,0,0,0,0,0,0,1,0,0,Sciaphylax_hemimelaena,1069,25_6_2012_pantiacolla_Myrmeciza hemimelaena,Myrmeciza hemimelaena,Sciaphylax_hemimelaena,438,NA,438,818,Myrmeciza hemimelaena,pantiacolla,NA,25,6,2012,2012-06-25,NA,2012-06-25,177,16.2,1,
735,130335,P13,335,P130335,Myrmeciza_hemimelaena,Sciaphylax hemimelaena,Sciaphylax_hemimelaena,Thamnophilidae,0,16.58849057,lowland_manu,ground-understory,low,818,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3037,16_9_2013_pantiacolla_Myrmeciza hemimelaena,Myrmeciza hemimelaena,Sciaphylax_hemimelaena,415,NA,415,818,Myrmeciza hemimelaena,pantiacolla,NA,16,9,2013,2013-09-16,NA,2013-09-16,259,14.915,2,
744,130887,P13,887,P130887,Myrmeciza_hemimelaena,Sciaphylax hemimelaena,Sciaphylax_hemimelaena,Thamnophilidae,0,16.58849057,lowland_manu,ground-understory,low,818,1,1,0,1,0,0,0,0,0,0,1,0,0,Sciaphylax_hemimelaena,3216,5_11_2013_pantiacolla_Myrmeciza hemimelaena,Myrmeciza hemimelaena,Sciaphylax_hemimelaena,397,NA,397,818,Myrmeciza hemimelaena,pantiacolla,NA,5,11,2013,2013-11-05,NA,2013-11-05,309,16.64,1,
494,110083,P11,83,P110083,Myrmoborus_leucophrys,Myrmoborus leucophrys,Myrmoborus_leucophrys,Thamnophilidae,1,19.82189189,lowland_manu,ground,low,889,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,492,3_10_2011_pantiacolla_Myrmoborus leucophrys,Myrmoborus leucophrys,Myrmoborus_leucophrys,392,NA,392,889,Myrmoborus leucophrys,pantiacolla,NA,3,10,2011,2011-10-03,NA,2011-10-03,276,21.03,1,
502,110102,P11,102,P110102,Myrmoborus_myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,Thamnophilidae,1,20.73168831,lowland_manu,ground-understory,low,426,1,1,0,1,0,0,0,0,0,0,31,0,1,Myrmoborus_myotherinus,498,5_10_2011_pantiacolla_Myrmoborus myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,397,NA,397,426,Myrmoborus myotherinus,pantiacolla,NA,5,10,2011,2011-10-05,NA,2011-10-05,278,21.23,1,
552,110307,P11,307,P110307,Myrmoborus_myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,Thamnophilidae,1,20.73168831,lowland_manu,ground-understory,low,426,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,608,25_10_2011_pantiacolla_Myrmoborus myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,410,NA,410,426,Myrmoborus myotherinus,pantiacolla,NA,25,10,2011,2011-10-25,NA,2011-10-25,298,20.55,1,
632,116030,P11,6030,P116030,Myrmoborus_myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,Thamnophilidae,1,20.73168831,lowland_manu,ground-understory,low,426,1,2,1,1,0,1,1,0,0,0,24,0,0,Myrmoborus_myotherinus,70,14_8_2011_pantiacolla_Myrmoborus myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,415,NA,415,426,Myrmoborus myotherinus,pantiacolla,NA,14,8,2011,2011-08-14,NA,2011-08-14,226,20.63,5,
636,116043,P11,6043,P116043,Myrmoborus_myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,Thamnophilidae,1,20.73168831,lowland_manu,ground-understory,low,426,1,1,0,1,0,0,0,0,0,0,1,0,0,Myrmoborus_myotherinus,71,14_8_2011_pantiacolla_Myrmoborus myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,415,NA,415,426,Myrmoborus myotherinus,pantiacolla,NA,14,8,2011,2011-08-14,NA,2011-08-14,226,20.63,5,
810,116149,P11,6149,P116149,Myrmoborus_myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,Thamnophilidae,1,20.73168831,lowland_manu,ground-understory,low,426,1,2,1,1,0,2,1,0,1,0,125,0,0,Myrmoborus_myotherinus,183,18_8_2011_pantiacolla_Myrmoborus myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,600,NA,600,426,Myrmoborus myotherinus,pantiacolla,NA,18,8,2011,2011-08-18,NA,2011-08-18,230,19.79666667,3,
13,110040,NA,P110040,P110040,Myrmotherula_axillaris,Myrmotherula axillaris,Myrmotherula_axillaris,Thamnophilidae,1,8.457105263,lowland_manu,midhigh,low,415,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,462,28_9_2011_pantiacolla_Myrmotherula axillaris,Myrmotherula axillaris,Myrmotherula_axillaris,381,NA,381,415,Myrmotherula axillaris,pantiacolla,NA,28,9,2011,2011-09-28,NA,2011-09-28,271,25.35,1,
16,110082,NA,P110082,P110082,Myrmotherula_axillaris,Myrmotherula axillaris,Myrmotherula_axillaris,Thamnophilidae,1,8.457105263,lowland_manu,midhigh,low,415,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,489,1_10_2011_pantiacolla_Myrmotherula axillaris,Myrmotherula axillaris,Myrmotherula_axillaris,392,NA,392,415,Myrmotherula axillaris,pantiacolla,NA,1,10,2011,2011-10-01,NA,2011-10-01,274,NA,NA,
22,110149,NA,P110149,P110149,Myrmotherula_axillaris,Myrmotherula axillaris,Myrmotherula_axillaris,Thamnophilidae,1,8.457105263,lowland_manu,midhigh,low,415,1,1,0,0,1,0,0,0,0,0,0,0,0,NA,523,10_10_2011_pantiacolla_Myrmotherula axillaris,Myrmotherula axillaris,Myrmotherula_axillaris,413,NA,413,415,Myrmotherula axillaris,pantiacolla,NA,10,10,2011,2011-10-10,NA,2011-10-10,283,8.35,1,
33,110337,NA,P110337,P110337,Myrmotherula_axillaris,Myrmotherula axillaris,Myrmotherula_axillaris,Thamnophilidae,1,8.457105263,lowland_manu,midhigh,low,415,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,626,28_10_2011_pantiacolla_Myrmotherula axillaris,Myrmotherula axillaris,Myrmotherula_axillaris,432,NA,432,415,Myrmotherula axillaris,pantiacolla,NA,28,10,2011,2011-10-28,NA,2011-10-28,301,8.77,1,
