...1.x,species_taxonomy_SACC_2021.x,n.x,species,species_jetz,notes_taxonomy.x.x,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,2010 IUCN Red List category,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,...1.y,species_taxonomy_SACC_2021.y,n.y,notes_taxonomy.x.y,missmatches,status,
355,Microrhopias quixensis,53,Microrhopias quixensis,Microrhopias quixensis,NA,6516,Microrhopias_quixensis,Thamnophilidae,Antbirds,Antbirds,Dot-winged Antwren,bow06516,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
356,Microspingus trifasciatus,12,Hemispingus trifasciatus,Hemispingus trifasciatus,REV_TAX,12858,Hemispingus_trifasciatus,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Three-striped Hemispingus,bow12858,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
357,Mionectes macconnelli,167,Mionectes macconnelli,Mionectes macconnelli,NA,5764,Mionectes_macconnelli,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",MacConnell's Flycatcher,bow05764,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
358,Mionectes oleagineus,407,Mionectes oleagineus,Mionectes oleagineus,NA,5763,Mionectes_oleagineus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ochre-bellied Flycatcher,bow05763,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
359,Mionectes olivaceus,505,Mionectes olivaceus,Mionectes olivaceus,NA,5762,Mionectes_olivaceus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Olive-striped Flycatcher,bow05762,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
360,Mionectes striaticollis,967,Mionectes striaticollis,Mionectes striaticollis,NA,5761,Mionectes_striaticollis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Streak-necked Flycatcher,bow05761,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
361,Mitrephanes olivaceus,5,Mitrephanes olivaceus,Mitrephanes olivaceus,NA,6018,Mitrephanes_olivaceus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Olive Flycatcher,bow06018,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
362,Mitu tuberosum,4,Mitu tuberosum,Mitu tuberosum,NA,177,Mitu_tuberosum,Cracidae,"Curassows, Chacalacas, Guans","Curassows, Chacalacas, Guans",Razor-billed Curassow,bow00177,LC,BL3,Cracidae,Guans and curassows,8,GALLIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
363,Momotus aequatorialis,11,Momotus aequatorialis,Momotus aequatorialis,NA,1529,Momotus_aequatorialis,Motmotidae,"Kingfishers, Motmots, Todies","Bee-eaters, Kingfishers, Motmots, Todies, Rollers, Ground-Rollers",Andean Motmot,bow01529,NA,IOC27,Momotidae,Motmots,87,CORACIIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
364,Momotus momota,87,Momotus momota,Momotus momota,NA,1524,Momotus_momota,Motmotidae,"Kingfishers, Motmots, Todies","Bee-eaters, Kingfishers, Motmots, Todies, Rollers, Ground-Rollers",Blue-crowned Motmot,bow01524,LC,BL3,Momotidae,Motmots,87,CORACIIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
365,Monasa morphoeus,24,Monasa morphoeus,Monasa morphoeus,NA,1285,Monasa_morphoeus,Bucconidae,Puffbirds,"Puffbirds, Jacamars",White-fronted Nunbird,bow01285,LC,BL3,Bucconidae,Puffbirds,97,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
366,Monasa nigrifrons,43,Monasa nigrifrons,Monasa nigrifrons,NA,1284,Monasa_nigrifrons,Bucconidae,Puffbirds,"Puffbirds, Jacamars",Black-fronted Nunbird,bow01284,LC,BL3,Bucconidae,Puffbirds,97,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
367,Myadestes ralloides,442,Myadestes ralloides,Myadestes ralloides,NA,8886,Myadestes_ralloides,M5,Thrushes,"Thrushes, Dippers, Chats, Old World Flycatchers",Andean Solitaire,bow08886,LC,BL3,Turdidae,Thrushes,178,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
368,Myiarchus cephalotes,2,Myiarchus cephalotes,Myiarchus cephalotes,NA,6163,Myiarchus_cephalotes,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Pale-edged Flycatcher,bow06163,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
369,Myiarchus ferox,8,Myiarchus ferox,Myiarchus ferox,NA,6162,Myiarchus_ferox,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Short-crested Flycatcher,bow06162,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
370,Myiarchus tuberculifer,114,Myiarchus tuberculifer,Myiarchus tuberculifer,NA,6156,Myiarchus_tuberculifer,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Dusky-capped Flycatcher,bow06156,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
371,Myiobius atricaudus,1,Myiobius atricaudus,Myiobius atricaudus,NA,6005,Myiobius_atricaudus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Black-tailed Flycatcher,bow06005,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
372,Myiobius barbatus,52,Myiobius barbatus,Myiobius barbatus,NA,6001,Myiobius_barbatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Bearded Flycatcher,bow06001,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
373,Myiobius villosus,31,Myiobius villosus,Myiobius villosus,NA,6000,Myiobius_villosus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Tawny-breasted Flycatcher,bow06000,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
374,Myioborus melanocephalus,790,Myioborus melanocephalus,Myioborus melanocephalus,NA,12766,Myioborus_melanocephalus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Spectacled Redstart,bow12766,LC,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
375,Myioborus miniatus,612,Myioborus miniatus,Myioborus miniatus,NA,12758,Myioborus_miniatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Slate-throated Redstart,bow12758,LC,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
376,Myiodynastes chrysocephalus,90,Myiodynastes chrysocephalus,Myiodynastes chrysocephalus,NA,6208,Myiodynastes_chrysocephalus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Golden-crowned Flycatcher,bow06208,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
377,Myiodynastes maculatus,4,Myiodynastes maculatus,Myiodynastes maculatus,NA,6210,Myiodynastes_maculatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Streaked Flycatcher,bow06210,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
378,Myiopagis gaimardii,13,Myiopagis gaimardii,Myiopagis gaimardii,NA,5863,Myiopagis_gaimardii,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Forest Elaenia,bow05863,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
379,Myiophobus fasciatus,10,Myiophobus fasciatus,Myiophobus fasciatus,NA,5992,Myiophobus_fasciatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Bran-coloured Flycatcher,bow05992,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
380,Myiophobus inornatus,17,Myiophobus inornatus,Myiophobus inornatus,NA,5987,Myiophobus_inornatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Unadorned Flycatcher,bow05987,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
381,Myiornis ecaudatus,13,Myiornis ecaudatus,Myiornis ecaudatus,NA,5954,Myiornis_ecaudatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Short-tailed Pygmy-tyrant,bow05954,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
382,Myiotheretes fumigatus,2,Myiotheretes fumigatus,Myiotheretes fumigatus,NA,6078,Myiotheretes_fumigatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Smoky Bush-tyrant,bow06078,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
383,Myiotheretes fuscorufus,13,Myiotheretes fuscorufus,Myiotheretes fuscorufus,NA,6079,Myiotheretes_fuscorufus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Rufous-bellied Bush-tyrant,bow06079,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
384,Myiotheretes striaticollis,45,Myiotheretes striaticollis,Myiotheretes striaticollis,NA,6076,Myiotheretes_striaticollis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Streak-throated Bush-tyrant,bow06076,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
385,Myiothlypis bivittata,419,Basileuterus bivittatus,Basileuterus bivittatus,REV_TAX,12772,Basileuterus_bivittatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Two-banded Warbler,bow12772,LC,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
386,Myiothlypis chrysogaster,135,Basileuterus chrysogaster,Basileuterus chrysogaster,REV_TAX,12773,Basileuterus_chrysogaster,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Golden-bellied Warbler,bow12773,LC,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
387,Myiothlypis coronata,503,Basileuterus coronatus,Basileuterus coronatus,REV_TAX,12782,Basileuterus_coronatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Russet-crowned Warbler,bow12782,LC,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
388,Myiothlypis fulvicauda,36,Myiothlypis fulvicauda,Phaeothlypis fulvicauda,NA,12796,Phaeothlypis_fulvicauda,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Buff-rumped Warbler,bow12796,LC,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,assigned
389,Myiothlypis luteoviridis,336,Basileuterus luteoviridis,Basileuterus luteoviridis,REV_TAX,12776,Basileuterus_luteoviridis,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Citrine Warbler,bow12776,LC,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
390,Myiothlypis signata,401,Basileuterus signatus,Basileuterus signatus,REV_TAX,12775,Basileuterus_signatus,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Pale-legged Warbler,bow12775,LC,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
391,Myiotriccus ornatus,33,Myiotriccus ornatus,Myiotriccus ornatus,NA,5983,Myiotriccus_ornatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ornate Flycatcher,bow05983,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
392,Myiozetetes cayanensis,1,Myiozetetes cayanensis,Myiozetetes cayanensis,NA,6213,Myiozetetes_cayanensis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Rusty-margined Flycatcher,bow06213,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
393,Myiozetetes granadensis,10,Myiozetetes granadensis,Myiozetetes granadensis,NA,6215,Myiozetetes_granadensis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Grey-capped Flycatcher,bow06215,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
394,Myiozetetes similis,2,Myiozetetes similis,Myiozetetes similis,NA,6214,Myiozetetes_similis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Social Flycatcher,bow06214,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
395,Myrmelastes brunneiceps,27,Schistocichla brunneiceps,Schistocichla brunneiceps,REV_TAX,19958,Schistocichla_brunneiceps,Thamnophilidae,Antbirds,Antbirds,Brownish-headed Antbird,bow19958,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
396,Myrmelastes leucostigma,25,Schistocichla leucostigma,Schistocichla leucostigma,REV_TAX,6572,Schistocichla_leucostigma,Thamnophilidae,Antbirds,Antbirds,Spot-winged Antbird,bow06572,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
397,Myrmoborus leucophrys,188,Myrmoborus leucophrys,Myrmoborus leucophrys,NA,6559,Myrmoborus_leucophrys,Thamnophilidae,Antbirds,Antbirds,White-browed Antbird,bow06559,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
398,Myrmoborus lophotes,151,Percnostola lophotes,Percnostola lophotes,REV_TAX,6574,Percnostola_lophotes,Thamnophilidae,Antbirds,Antbirds,White-lined Antbird,bow06574,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
398,Myrmoborus lophotes,151,Pernostola lophotes,Percnostola lophotes,REV_TAX,6574,Percnostola_lophotes,Thamnophilidae,Antbirds,Antbirds,White-lined Antbird,bow06574,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
398,Myrmoborus lophotes,151,Pernostola lophotes,Percnostola lophotes,REV_TAX,6574,Percnostola_lophotes,Thamnophilidae,Antbirds,Antbirds,White-lined Antbird,bow06574,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,398,Myrmoborus lophotes,151,REV_TAX,TRUE,include,
398,Myrmoborus lophotes,151,Percnostola lophotes,Percnostola lophotes,REV_TAX,6574,Percnostola_lophotes,Thamnophilidae,Antbirds,Antbirds,White-lined Antbird,bow06574,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
398,Myrmoborus lophotes,151,Pernostola lophotes,Percnostola lophotes,REV_TAX,6574,Percnostola_lophotes,Thamnophilidae,Antbirds,Antbirds,White-lined Antbird,bow06574,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,398,Myrmoborus lophotes,151,REV_TAX,TRUE,include,
398,Myrmoborus lophotes,151,Pernostola lophotes,Percnostola lophotes,REV_TAX,6574,Percnostola_lophotes,Thamnophilidae,Antbirds,Antbirds,White-lined Antbird,bow06574,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,398,Myrmoborus lophotes,151,REV_TAX,TRUE,include,
399,Myrmoborus myotherinus,234,Myrmoborus myotherinus,Myrmoborus myotherinus,NA,6561,Myrmoborus_myotherinus,Thamnophilidae,Antbirds,Antbirds,Black-faced Antbird,bow06561,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
400,Myrmophylax atrothorax,26,Myrmeciza atrothorax,Myrmeciza atrothorax,REV_TAX,6595,Myrmeciza_atrothorax,Thamnophilidae,Antbirds,Antbirds,Black-throated Antbird,bow06595,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
401,Myrmothera berlepschi,12,Hylopezus berlepschi,Hylopezus berlepschi,REV_TAX,7011,Hylopezus_berlepschi,Antpittas,Antpittas,"Antpittas, Tapaculos",Amazonian Antpitta,bow07011,LC,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
402,Myrmothera campanisona,111,Myrmothera campanisona,Myrmothera campanisona,NA,7014,Myrmothera_campanisona,Antpittas,Antpittas,"Antpittas, Tapaculos",Thrush-like Antpitta,bow07014,LC,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
403,Myrmotherula axillaris,183,Myrmotherula axillaris,Myrmotherula axillaris,NA,6486,Myrmotherula_axillaris,Thamnophilidae,Antbirds,Antbirds,White-flanked Antwren,bow06486,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
404,Myrmotherula brachyura,62,Myrmotherula brachyura,Myrmotherula brachyura,NA,6465,Myrmotherula_brachyura,Thamnophilidae,Antbirds,Antbirds,Pygmy Antwren,bow06465,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
405,Myrmotherula iheringi,5,Myrmotherula iheringi,Myrmotherula iheringi,NA,6493,Myrmotherula_iheringi,Thamnophilidae,Antbirds,Antbirds,Ihering's Antwren,bow06493,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
